gene_id	pathway
TRINITY_DN11359_c0_g1	map01100
TRINITY_DN1135_c0_g1	map01100
TRINITY_DN1137_c0_g1	map01100
TRINITY_DN11387_c0_g1	map01100
TRINITY_DN11401_c0_g1	map01100
TRINITY_DN1140_c0_g1	map01100
TRINITY_DN11438_c0_g1	map01100
TRINITY_DN11443_c0_g1	map01100
TRINITY_DN1146_c0_g1	map01100
TRINITY_DN1151_c0_g1	map01100
TRINITY_DN1153_c0_g1	map01100
TRINITY_DN1157_c0_g1	map01100
TRINITY_DN11641_c0_g1	map01100
TRINITY_DN11675_c0_g1	map01100
TRINITY_DN116_c0_g1	map01100
TRINITY_DN1173_c0_g1	map01100
TRINITY_DN1182_c0_g1	map01100
TRINITY_DN1185_c0_g1	map01100
TRINITY_DN1191_c0_g1	map01100
TRINITY_DN1193_c0_g1	map01100
TRINITY_DN1197_c0_g1	map01100
TRINITY_DN1198_c0_g1	map01100
TRINITY_DN1204_c0_g1	map01100
TRINITY_DN121_c0_g1	map01100
TRINITY_DN12257_c0_g1	map01100
TRINITY_DN12264_c0_g1	map01100
TRINITY_DN12265_c0_g1	map01100
TRINITY_DN12267_c0_g1	map01100
TRINITY_DN12271_c0_g1	map01100
TRINITY_DN12282_c0_g1	map01100
TRINITY_DN1228_c0_g1	map01100
TRINITY_DN12292_c0_g1	map01100
TRINITY_DN12312_c0_g1	map01100
TRINITY_DN1232_c0_g1	map01100
TRINITY_DN12340_c0_g1	map01100
TRINITY_DN12357_c0_g1	map01100
TRINITY_DN12361_c0_g1	map01100
TRINITY_DN123_c0_g1	map01100
TRINITY_DN12404_c0_g1	map01100
TRINITY_DN1242_c0_g1	map01100
TRINITY_DN12443_c0_g1	map01100
TRINITY_DN12460_c0_g1	map01100
TRINITY_DN12464_c0_g1	map01100
TRINITY_DN12480_c0_g1	map01100
TRINITY_DN12483_c0_g1	map01100
TRINITY_DN12491_c0_g1	map01100
TRINITY_DN12501_c0_g1	map01100
TRINITY_DN12502_c0_g1	map01100
TRINITY_DN12503_c0_g1	map01100
TRINITY_DN12513_c0_g1	map01100
TRINITY_DN1251_c0_g1	map01100
TRINITY_DN1252_c0_g1	map01100
TRINITY_DN1253_c0_g1	map01100
TRINITY_DN12565_c0_g1	map01100
TRINITY_DN12575_c0_g1	map01100
TRINITY_DN12599_c0_g1	map01100
TRINITY_DN12600_c0_g1	map01100
TRINITY_DN12604_c0_g1	map01100
TRINITY_DN12609_c0_g1	map01100
TRINITY_DN12643_c0_g1	map01100
TRINITY_DN12644_c0_g1	map01100
TRINITY_DN1264_c0_g1	map01100
TRINITY_DN12695_c0_g1	map01100
TRINITY_DN12698_c1_g1	map01100
TRINITY_DN1269_c0_g1	map01100
TRINITY_DN1270_c0_g1	map01100
TRINITY_DN1270_c0_g5	map01100
TRINITY_DN12712_c0_g1	map01100
TRINITY_DN12728_c0_g1	map01100
TRINITY_DN12746_c0_g1	map01100
TRINITY_DN12773_c0_g1	map01100
TRINITY_DN12780_c0_g1	map01100
TRINITY_DN1279_c0_g1	map01100
TRINITY_DN127_c0_g1	map01100
TRINITY_DN1281_c0_g1	map01100
TRINITY_DN1283_c0_g1	map01100
TRINITY_DN1286_c0_g1	map01100
TRINITY_DN12891_c0_g1	map01100
TRINITY_DN12915_c0_g1	map01100
TRINITY_DN1291_c0_g1	map01100
TRINITY_DN12950_c0_g1	map01100
TRINITY_DN12951_c0_g1	map01100
TRINITY_DN1296_c0_g1	map01100
TRINITY_DN1297_c0_g1	map01100
TRINITY_DN12989_c0_g1	map01100
TRINITY_DN1300_c0_g1	map01100
TRINITY_DN1301_c0_g2	map01100
TRINITY_DN13024_c0_g1	map01100
TRINITY_DN13071_c0_g1	map01100
TRINITY_DN1310_c0_g1	map01100
TRINITY_DN13118_c0_g1	map01100
TRINITY_DN13132_c0_g1	map01100
TRINITY_DN1313_c0_g1	map01100
TRINITY_DN1315_c0_g1	map01100
TRINITY_DN1316_c0_g2	map01100
TRINITY_DN13175_c0_g1	map01100
TRINITY_DN13255_c0_g1	map01100
TRINITY_DN13296_c0_g1	map01100
TRINITY_DN1329_c0_g1	map01100
TRINITY_DN13307_c0_g1	map01100
TRINITY_DN13315_c0_g1	map01100
TRINITY_DN133_c0_g1	map01100
TRINITY_DN1340_c0_g1	map01100
TRINITY_DN13462_c0_g1	map01100
TRINITY_DN134_c0_g1	map01100
TRINITY_DN13524_c0_g1	map01100
TRINITY_DN1359_c0_g1	map01100
TRINITY_DN1363_c0_g1	map01100
TRINITY_DN1371_c0_g1	map01100
TRINITY_DN1373_c0_g1	map01100
TRINITY_DN1376_c0_g1	map01100
TRINITY_DN13793_c0_g1	map01100
TRINITY_DN137_c0_g1	map01100
TRINITY_DN1381_c0_g1	map01100
TRINITY_DN1384_c0_g1	map01100
TRINITY_DN1386_c0_g1	map01100
TRINITY_DN1387_c0_g1	map01100
TRINITY_DN14002_c1_g1	map01100
TRINITY_DN14008_c0_g1	map01100
TRINITY_DN1400_c0_g1	map01100
TRINITY_DN14021_c1_g1	map01100
TRINITY_DN1402_c0_g1	map01100
TRINITY_DN14060_c0_g1	map01100
TRINITY_DN14063_c0_g1	map01100
TRINITY_DN1406_c0_g1	map01100
TRINITY_DN14088_c0_g1	map01100
TRINITY_DN14106_c0_g1	map01100
TRINITY_DN14107_c0_g1	map01100
TRINITY_DN14116_c1_g1	map01100
TRINITY_DN14133_c0_g1	map01100
TRINITY_DN1413_c0_g1	map01100
TRINITY_DN14158_c0_g1	map01100
TRINITY_DN14161_c0_g1	map01100
TRINITY_DN14164_c0_g1	map01100
TRINITY_DN14166_c0_g1	map01100
TRINITY_DN14184_c0_g1	map01100
TRINITY_DN14198_c0_g1	map01100
TRINITY_DN141_c0_g1	map01100
TRINITY_DN14212_c0_g1	map01100
TRINITY_DN14216_c0_g1	map01100
TRINITY_DN14217_c0_g1	map01100
TRINITY_DN14253_c0_g1	map01100
TRINITY_DN14260_c0_g1	map01100
TRINITY_DN14263_c0_g1	map01100
TRINITY_DN14282_c0_g1	map01100
TRINITY_DN1430_c0_g1	map01100
TRINITY_DN14324_c0_g1	map01100
TRINITY_DN14329_c0_g1	map01100
TRINITY_DN14362_c0_g1	map01100
TRINITY_DN14373_c0_g1	map01100
TRINITY_DN14374_c0_g1	map01100
TRINITY_DN1438_c0_g1	map01100
TRINITY_DN14394_c0_g1	map01100
TRINITY_DN1444_c0_g1	map01100
TRINITY_DN14455_c0_g1	map01100
TRINITY_DN14475_c0_g1	map01100
TRINITY_DN14477_c0_g1	map01100
TRINITY_DN14484_c0_g1	map01100
TRINITY_DN14499_c0_g1	map01100
TRINITY_DN144_c0_g1	map01100
TRINITY_DN14556_c0_g1	map01100
TRINITY_DN14565_c0_g1	map01100
TRINITY_DN14579_c0_g1	map01100
TRINITY_DN14659_c0_g1	map01100
TRINITY_DN1465_c0_g1	map01100
TRINITY_DN14718_c0_g1	map01100
TRINITY_DN1474_c0_g1	map01100
TRINITY_DN14772_c0_g1	map01100
TRINITY_DN14818_c0_g1	map01100
TRINITY_DN1482_c0_g1	map01100
TRINITY_DN14873_c0_g1	map01100
TRINITY_DN14895_c0_g1	map01100
TRINITY_DN14902_c0_g1	map01100
TRINITY_DN14_c1_g1	map01100
TRINITY_DN1502_c0_g1	map01100
TRINITY_DN15031_c0_g1	map01100
TRINITY_DN1503_c0_g1	map01100
TRINITY_DN1507_c0_g1	map01100
TRINITY_DN15126_c0_g1	map01100
TRINITY_DN1529_c0_g1	map01100
TRINITY_DN1531_c0_g1	map01100
TRINITY_DN15325_c0_g1	map01100
TRINITY_DN1538_c0_g1	map01100
TRINITY_DN1538_c0_g4	map01100
TRINITY_DN153_c0_g1	map01100
TRINITY_DN1543_c0_g1	map01100
TRINITY_DN1550_c0_g1	map01100
TRINITY_DN1559_c0_g1	map01100
TRINITY_DN15612_c0_g1	map01100
TRINITY_DN1564_c0_g1	map01100
TRINITY_DN1566_c0_g1	map01100
TRINITY_DN1567_c0_g1	map01100
TRINITY_DN1574_c0_g1	map01100
TRINITY_DN1577_c0_g1	map01100
TRINITY_DN15783_c0_g1	map01100
TRINITY_DN15788_c0_g1	map01100
TRINITY_DN15791_c0_g1	map01100
TRINITY_DN15799_c2_g1	map01100
TRINITY_DN15809_c0_g1	map01100
TRINITY_DN15837_c0_g1	map01100
TRINITY_DN15838_c0_g1	map01100
TRINITY_DN15847_c0_g1	map01100
TRINITY_DN15871_c0_g1	map01100
TRINITY_DN15874_c0_g1	map01100
TRINITY_DN15894_c0_g1	map01100
TRINITY_DN1589_c0_g1	map01100
TRINITY_DN15909_c0_g1	map01100
TRINITY_DN15920_c0_g1	map01100
TRINITY_DN15954_c0_g1	map01100
TRINITY_DN15955_c0_g1	map01100
TRINITY_DN15967_c0_g1	map01100
TRINITY_DN1597_c0_g1	map01100
TRINITY_DN15980_c0_g1	map01100
TRINITY_DN15989_c0_g1	map01100
TRINITY_DN15996_c0_g1	map01100
TRINITY_DN16010_c0_g1	map01100
TRINITY_DN16040_c0_g1	map01100
TRINITY_DN16043_c0_g1	map01100
TRINITY_DN16047_c0_g1	map01100
TRINITY_DN16058_c0_g1	map01100
TRINITY_DN16075_c0_g1	map01100
TRINITY_DN16085_c0_g1	map01100
TRINITY_DN160_c0_g1	map01100
TRINITY_DN16116_c0_g1	map01100
TRINITY_DN16125_c0_g1	map01100
TRINITY_DN16128_c0_g1	map01100
TRINITY_DN1613_c0_g1	map01100
TRINITY_DN16144_c0_g1	map01100
TRINITY_DN1615_c0_g1	map01100
TRINITY_DN16190_c0_g1	map01100
TRINITY_DN1619_c0_g1	map01100
TRINITY_DN1620_c0_g1	map01100
TRINITY_DN16212_c0_g1	map01100
TRINITY_DN1622_c0_g1	map01100
TRINITY_DN16277_c0_g1	map01100
TRINITY_DN16278_c0_g1	map01100
TRINITY_DN16298_c0_g1	map01100
TRINITY_DN1631_c0_g1	map01100
TRINITY_DN16322_c0_g1	map01100
TRINITY_DN16348_c0_g1	map01100
TRINITY_DN16377_c0_g1	map01100
TRINITY_DN16380_c0_g1	map01100
TRINITY_DN1638_c0_g1	map01100
TRINITY_DN1641_c0_g1	map01100
TRINITY_DN16428_c0_g1	map01100
TRINITY_DN16557_c0_g1	map01100
TRINITY_DN1656_c0_g1	map01100
TRINITY_DN16577_c0_g1	map01100
TRINITY_DN16579_c0_g1	map01100
TRINITY_DN1657_c0_g1	map01100
TRINITY_DN16596_c0_g1	map01100
TRINITY_DN1660_c0_g1	map01100
TRINITY_DN1670_c0_g1	map01100
TRINITY_DN1676_c0_g1	map01100
TRINITY_DN16804_c0_g1	map01100
TRINITY_DN1682_c0_g1	map01100
TRINITY_DN1684_c0_g1	map01100
TRINITY_DN1685_c0_g1	map01100
TRINITY_DN1688_c0_g1	map01100
TRINITY_DN1689_c0_g1	map01100
TRINITY_DN168_c0_g1	map01100
TRINITY_DN1690_c0_g1	map01100
TRINITY_DN16974_c0_g1	map01100
TRINITY_DN1703_c0_g1	map01100
TRINITY_DN17080_c0_g1	map01100
TRINITY_DN1709_c0_g1	map01100
TRINITY_DN17106_c0_g1	map01100
TRINITY_DN17123_c0_g1	map01100
TRINITY_DN17166_c0_g1	map01100
TRINITY_DN1719_c0_g1	map01100
TRINITY_DN1720_c0_g1	map01100
TRINITY_DN1726_c0_g1	map01100
TRINITY_DN1735_c0_g1	map01100
TRINITY_DN173_c0_g1	map01100
TRINITY_DN17497_c0_g1	map01100
TRINITY_DN1756_c0_g1	map01100
TRINITY_DN17611_c0_g1	map01100
TRINITY_DN17628_c0_g1	map01100
TRINITY_DN17644_c0_g1	map01100
TRINITY_DN17653_c0_g1	map01100
TRINITY_DN17664_c0_g1	map01100
TRINITY_DN1766_c0_g1	map01100
TRINITY_DN17692_c0_g1	map01100
TRINITY_DN17749_c0_g1	map01100
TRINITY_DN17790_c0_g1	map01100
TRINITY_DN1780_c0_g1	map01100
TRINITY_DN17811_c0_g1	map01100
TRINITY_DN17821_c0_g1	map01100
TRINITY_DN17822_c0_g1	map01100
TRINITY_DN17823_c0_g1	map01100
TRINITY_DN17829_c0_g1	map01100
TRINITY_DN17854_c0_g1	map01100
TRINITY_DN17860_c0_g1	map01100
TRINITY_DN17878_c0_g1	map01100
TRINITY_DN178_c0_g1	map01100
TRINITY_DN17911_c0_g1	map01100
TRINITY_DN17929_c0_g1	map01100
TRINITY_DN17959_c0_g1	map01100
TRINITY_DN17961_c0_g1	map01100
TRINITY_DN17962_c7_g1	map01100
TRINITY_DN17985_c0_g1	map01100
TRINITY_DN18022_c0_g1	map01100
TRINITY_DN18024_c0_g1	map01100
TRINITY_DN1804_c0_g1	map01100
TRINITY_DN18094_c0_g1	map01100
TRINITY_DN18127_c0_g1	map01100
TRINITY_DN18163_c0_g1	map01100
TRINITY_DN18164_c0_g1	map01100
TRINITY_DN181_c0_g1	map01100
TRINITY_DN18222_c0_g1	map01100
TRINITY_DN18231_c0_g1	map01100
TRINITY_DN1823_c0_g1	map01100
TRINITY_DN18241_c0_g1	map01100
TRINITY_DN1824_c0_g1	map01100
TRINITY_DN18292_c0_g1	map01100
TRINITY_DN1830_c0_g1	map01100
TRINITY_DN1832_c0_g1	map01100
TRINITY_DN18335_c0_g1	map01100
TRINITY_DN1834_c0_g2	map01100
TRINITY_DN18371_c0_g1	map01100
TRINITY_DN183_c0_g1	map01100
TRINITY_DN1840_c0_g1	map01100
TRINITY_DN1841_c0_g2	map01100
TRINITY_DN18444_c0_g1	map01100
TRINITY_DN18445_c0_g1	map01100
TRINITY_DN1854_c0_g1	map01100
TRINITY_DN1855_c0_g1	map01100
TRINITY_DN18583_c0_g1	map01100
TRINITY_DN185_c0_g1	map01100
TRINITY_DN1860_c0_g1	map01100
TRINITY_DN18619_c0_g1	map01100
TRINITY_DN18724_c0_g1	map01100
TRINITY_DN1880_c0_g1	map01100
TRINITY_DN18840_c0_g1	map01100
TRINITY_DN1890_c0_g1	map01100
TRINITY_DN19014_c0_g1	map01100
TRINITY_DN1903_c0_g1	map01100
TRINITY_DN19050_c0_g1	map01100
TRINITY_DN1909_c0_g1	map01100
TRINITY_DN1911_c0_g1	map01100
TRINITY_DN1915_c0_g1	map01100
TRINITY_DN1920_c0_g1	map01100
TRINITY_DN1928_c0_g1	map01100
TRINITY_DN1945_c0_g1	map01100
TRINITY_DN1950_c0_g1	map01100
TRINITY_DN1958_c0_g1	map01100
TRINITY_DN1960_c0_g1	map01100
TRINITY_DN1961_c0_g1	map01100
TRINITY_DN1972_c0_g1	map01100
TRINITY_DN1981_c0_g1	map01100
TRINITY_DN1984_c0_g1	map01100
TRINITY_DN1985_c0_g1	map01100
TRINITY_DN1988_c0_g1	map01100
TRINITY_DN1989_c0_g1	map01100
TRINITY_DN1990_c1_g1	map01100
TRINITY_DN1993_c0_g1	map01100
TRINITY_DN2007_c0_g1	map01100
TRINITY_DN2009_c0_g1	map01100
TRINITY_DN2033_c0_g1	map01100
TRINITY_DN2034_c0_g1	map01100
TRINITY_DN2051_c0_g1	map01100
TRINITY_DN2075_c0_g1	map01100
TRINITY_DN2082_c1_g1	map01100
TRINITY_DN2084_c0_g1	map01100
TRINITY_DN2087_c0_g1	map01100
TRINITY_DN2088_c0_g1	map01100
TRINITY_DN208_c0_g1	map01100
TRINITY_DN2101_c0_g1	map01100
TRINITY_DN2111_c0_g1	map01100
TRINITY_DN2112_c0_g1	map01100
TRINITY_DN2128_c0_g1	map01100
TRINITY_DN2145_c0_g1	map01100
TRINITY_DN2150_c0_g1	map01100
TRINITY_DN2153_c0_g1	map01100
TRINITY_DN2176_c0_g1	map01100
TRINITY_DN2182_c0_g1	map01100
TRINITY_DN2238_c0_g1	map01100
TRINITY_DN2242_c0_g1	map01100
TRINITY_DN2243_c0_g1	map01100
TRINITY_DN2249_c0_g1	map01100
TRINITY_DN2266_c0_g1	map01100
TRINITY_DN2268_c0_g1	map01100
TRINITY_DN2275_c0_g1	map01100
TRINITY_DN2279_c0_g1	map01100
TRINITY_DN227_c0_g1	map01100
TRINITY_DN2290_c0_g1	map01100
TRINITY_DN2299_c0_g1	map01100
TRINITY_DN229_c1_g1	map01100
TRINITY_DN22_c0_g1	map01100
TRINITY_DN2304_c0_g1	map01100
TRINITY_DN2308_c0_g1	map01100
TRINITY_DN2312_c0_g1	map01100
TRINITY_DN2347_c0_g1	map01100
TRINITY_DN2349_c0_g1	map01100
TRINITY_DN2371_c0_g1	map01100
TRINITY_DN2378_c0_g1	map01100
TRINITY_DN2384_c0_g1	map01100
TRINITY_DN2385_c0_g1	map01100
TRINITY_DN2388_c0_g1	map01100
TRINITY_DN2392_c0_g1	map01100
TRINITY_DN2396_c0_g1	map01100
TRINITY_DN23_c0_g1	map01100
TRINITY_DN2403_c0_g1	map01100
TRINITY_DN2412_c0_g1	map01100
TRINITY_DN2413_c0_g1	map01100
TRINITY_DN2420_c0_g1	map01100
TRINITY_DN2428_c0_g1	map01100
TRINITY_DN242_c0_g1	map01100
TRINITY_DN2431_c0_g1	map01100
TRINITY_DN2435_c0_g1	map01100
TRINITY_DN243_c0_g1	map01100
TRINITY_DN2447_c0_g2	map01100
TRINITY_DN2452_c0_g1	map01100
TRINITY_DN2454_c0_g1	map01100
TRINITY_DN2466_c0_g1	map01100
TRINITY_DN2468_c0_g1	map01100
TRINITY_DN2471_c0_g1	map01100
TRINITY_DN2472_c0_g1	map01100
TRINITY_DN2487_c0_g1	map01100
TRINITY_DN248_c0_g1	map01100
TRINITY_DN24_c0_g1	map01100
TRINITY_DN2503_c0_g1	map01100
TRINITY_DN2526_c0_g1	map01100
TRINITY_DN2526_c0_g2	map01100
TRINITY_DN2526_c1_g1	map01100
TRINITY_DN2527_c0_g1	map01100
TRINITY_DN2539_c0_g1	map01100
TRINITY_DN2543_c0_g1	map01100
TRINITY_DN2547_c0_g1	map01100
TRINITY_DN254_c0_g1	map01100
TRINITY_DN2554_c0_g1	map01100
TRINITY_DN2555_c0_g1	map01100
TRINITY_DN2558_c0_g1	map01100
TRINITY_DN2564_c0_g1	map01100
TRINITY_DN2566_c0_g1	map01100
TRINITY_DN2569_c0_g1	map01100
TRINITY_DN2572_c0_g1	map01100
TRINITY_DN2576_c0_g1	map01100
TRINITY_DN25_c0_g1	map01100
TRINITY_DN2606_c0_g1	map01100
TRINITY_DN2609_c0_g1	map01100
TRINITY_DN2616_c0_g1	map01100
TRINITY_DN2622_c0_g1	map01100
TRINITY_DN2630_c0_g1	map01100
TRINITY_DN2655_c0_g1	map01100
TRINITY_DN2660_c0_g1	map01100
TRINITY_DN2666_c0_g1	map01100
TRINITY_DN266_c0_g1	map01100
TRINITY_DN2671_c0_g1	map01100
TRINITY_DN2677_c0_g1	map01100
TRINITY_DN2683_c0_g1	map01100
TRINITY_DN2684_c0_g1	map01100
TRINITY_DN2690_c0_g1	map01100
TRINITY_DN2702_c0_g1	map01100
TRINITY_DN2710_c0_g1	map01100
TRINITY_DN271_c0_g1	map01100
TRINITY_DN2728_c0_g1	map01100
TRINITY_DN2730_c0_g1	map01100
TRINITY_DN2731_c0_g1	map01100
TRINITY_DN2734_c0_g1	map01100
TRINITY_DN2735_c0_g1	map01100
TRINITY_DN2738_c0_g1	map01100
TRINITY_DN2747_c0_g1	map01100
TRINITY_DN2754_c0_g1	map01100
TRINITY_DN2755_c0_g1	map01100
TRINITY_DN2759_c0_g1	map01100
TRINITY_DN2760_c0_g1	map01100
TRINITY_DN2770_c0_g1	map01100
TRINITY_DN2787_c0_g1	map01100
TRINITY_DN2789_c0_g1	map01100
TRINITY_DN2790_c0_g1	map01100
TRINITY_DN2794_c0_g1	map01100
TRINITY_DN2809_c1_g1	map01100
TRINITY_DN2810_c0_g1	map01100
TRINITY_DN2821_c0_g1	map01100
TRINITY_DN2826_c0_g1	map01100
TRINITY_DN2836_c0_g1	map01100
TRINITY_DN2839_c0_g1	map01100
TRINITY_DN2870_c0_g1	map01100
TRINITY_DN2879_c0_g1	map01100
TRINITY_DN2880_c0_g1	map01100
TRINITY_DN2884_c1_g1	map01100
TRINITY_DN2897_c0_g1	map01100
TRINITY_DN2900_c0_g1	map01100
TRINITY_DN2913_c0_g1	map01100
TRINITY_DN2931_c0_g1	map01100
TRINITY_DN2934_c0_g1	map01100
TRINITY_DN2936_c0_g1	map01100
TRINITY_DN2946_c0_g1	map01100
TRINITY_DN2952_c0_g1	map01100
TRINITY_DN2965_c0_g1	map01100
TRINITY_DN296_c0_g1	map01100
TRINITY_DN297_c0_g1	map01100
TRINITY_DN2993_c0_g1	map01100
TRINITY_DN300_c0_g1	map01100
TRINITY_DN3011_c0_g1	map01100
TRINITY_DN3016_c0_g1	map01100
TRINITY_DN3034_c0_g1	map01100
TRINITY_DN3044_c0_g1	map01100
TRINITY_DN3046_c0_g1	map01100
TRINITY_DN3050_c0_g1	map01100
TRINITY_DN3054_c0_g1	map01100
TRINITY_DN305_c0_g1	map01100
TRINITY_DN3062_c0_g1	map01100
TRINITY_DN3070_c0_g1	map01100
TRINITY_DN3075_c0_g1	map01100
TRINITY_DN3079_c0_g1	map01100
TRINITY_DN3093_c0_g1	map01100
TRINITY_DN3094_c0_g1	map01100
TRINITY_DN3095_c0_g1	map01100
TRINITY_DN3101_c0_g1	map01100
TRINITY_DN3108_c0_g1	map01100
TRINITY_DN3110_c0_g1	map01100
TRINITY_DN3111_c0_g1	map01100
TRINITY_DN3114_c0_g1	map01100
TRINITY_DN3116_c0_g1	map01100
TRINITY_DN3118_c0_g1	map01100
TRINITY_DN3125_c0_g1	map01100
TRINITY_DN313_c0_g1	map01100
TRINITY_DN3140_c0_g1	map01100
TRINITY_DN3147_c0_g1	map01100
TRINITY_DN314_c0_g1	map01100
TRINITY_DN3154_c0_g1	map01100
TRINITY_DN3172_c0_g1	map01100
TRINITY_DN320_c0_g1	map01100
TRINITY_DN3212_c0_g1	map01100
TRINITY_DN3214_c0_g1	map01100
TRINITY_DN3233_c0_g1	map01100
TRINITY_DN3236_c0_g1	map01100
TRINITY_DN3240_c0_g1	map01100
TRINITY_DN3261_c0_g1	map01100
TRINITY_DN3266_c0_g1	map01100
TRINITY_DN3289_c0_g1	map01100
TRINITY_DN329_c0_g1	map01100
TRINITY_DN3309_c0_g1	map01100
TRINITY_DN3331_c0_g1	map01100
TRINITY_DN3342_c0_g1	map01100
TRINITY_DN3345_c0_g1	map01100
TRINITY_DN3353_c0_g1	map01100
TRINITY_DN3356_c0_g1	map01100
TRINITY_DN3391_c0_g1	map01100
TRINITY_DN3396_c0_g1	map01100
TRINITY_DN339_c0_g1	map01100
TRINITY_DN3407_c0_g1	map01100
TRINITY_DN3410_c0_g1	map01100
TRINITY_DN3417_c0_g1	map01100
TRINITY_DN3434_c0_g1	map01100
TRINITY_DN3435_c0_g1	map01100
TRINITY_DN3436_c0_g1	map01100
TRINITY_DN343_c0_g1	map01100
TRINITY_DN3450_c0_g1	map01100
TRINITY_DN3456_c0_g1	map01100
TRINITY_DN345_c0_g2	map01100
TRINITY_DN3470_c0_g1	map01100
TRINITY_DN3477_c0_g1	map01100
TRINITY_DN347_c0_g1	map01100
TRINITY_DN3481_c0_g1	map01100
TRINITY_DN3485_c0_g1	map01100
TRINITY_DN3491_c0_g1	map01100
TRINITY_DN34_c0_g1	map01100
TRINITY_DN34_c1_g1	map01100
TRINITY_DN3507_c0_g1	map01100
TRINITY_DN3509_c0_g1	map01100
TRINITY_DN3512_c0_g1	map01100
TRINITY_DN352_c0_g1	map01100
TRINITY_DN3540_c0_g1	map01100
TRINITY_DN3545_c0_g1	map01100
TRINITY_DN3548_c0_g1	map01100
TRINITY_DN3555_c0_g1	map01100
TRINITY_DN3562_c0_g1	map01100
TRINITY_DN3570_c0_g1	map01100
TRINITY_DN3574_c0_g1	map01100
TRINITY_DN3578_c0_g1	map01100
TRINITY_DN3600_c0_g1	map01100
TRINITY_DN3611_c0_g1	map01100
TRINITY_DN3615_c0_g1	map01100
TRINITY_DN361_c0_g1	map01100
TRINITY_DN3620_c0_g1	map01100
TRINITY_DN3622_c0_g1	map01100
TRINITY_DN3623_c0_g1	map01100
TRINITY_DN3624_c0_g1	map01100
TRINITY_DN3625_c0_g1	map01100
TRINITY_DN3631_c0_g1	map01100
TRINITY_DN3640_c0_g1	map01100
TRINITY_DN3652_c0_g1	map01100
TRINITY_DN3657_c0_g1	map01100
TRINITY_DN3659_c0_g1	map01100
TRINITY_DN3665_c0_g1	map01100
TRINITY_DN3692_c0_g1	map01100
TRINITY_DN3694_c0_g1	map01100
TRINITY_DN3696_c0_g1	map01100
TRINITY_DN36_c0_g1	map01100
TRINITY_DN3709_c0_g1	map01100
TRINITY_DN370_c0_g1	map01100
TRINITY_DN3712_c0_g1	map01100
TRINITY_DN3727_c0_g1	map01100
TRINITY_DN3731_c0_g1	map01100
TRINITY_DN3753_c0_g1	map01100
TRINITY_DN3758_c0_g1	map01100
TRINITY_DN3762_c0_g1	map01100
TRINITY_DN376_c0_g1	map01100
TRINITY_DN3779_c0_g1	map01100
TRINITY_DN3792_c0_g1	map01100
TRINITY_DN379_c0_g1	map01100
TRINITY_DN3804_c0_g1	map01100
TRINITY_DN3814_c0_g1	map01100
TRINITY_DN3816_c0_g1	map01100
TRINITY_DN3823_c0_g1	map01100
TRINITY_DN3826_c0_g1	map01100
TRINITY_DN3828_c0_g1	map01100
TRINITY_DN3835_c0_g1	map01100
TRINITY_DN3836_c0_g1	map01100
TRINITY_DN3849_c0_g1	map01100
TRINITY_DN3853_c0_g1	map01100
TRINITY_DN3857_c0_g1	map01100
TRINITY_DN3861_c0_g1	map01100
TRINITY_DN3869_c0_g1	map01100
TRINITY_DN3881_c0_g1	map01100
TRINITY_DN3882_c0_g1	map01100
TRINITY_DN3896_c0_g1	map01100
TRINITY_DN3903_c0_g1	map01100
TRINITY_DN3907_c0_g1	map01100
TRINITY_DN3914_c0_g1	map01100
TRINITY_DN3923_c0_g1	map01100
TRINITY_DN393_c0_g1	map01100
TRINITY_DN3947_c0_g1	map01100
TRINITY_DN395_c0_g1	map01100
TRINITY_DN3963_c0_g1	map01100
TRINITY_DN3967_c0_g1	map01100
TRINITY_DN3982_c0_g1	map01100
TRINITY_DN3984_c0_g1	map01100
TRINITY_DN3985_c0_g1	map01100
TRINITY_DN3991_c0_g1	map01100
TRINITY_DN3997_c0_g1	map01100
TRINITY_DN3999_c0_g1	map01100
TRINITY_DN39_c0_g1	map01100
TRINITY_DN4003_c0_g1	map01100
TRINITY_DN4006_c0_g1	map01100
TRINITY_DN4009_c0_g1	map01100
TRINITY_DN400_c0_g1	map01100
TRINITY_DN4021_c0_g1	map01100
TRINITY_DN4024_c0_g1	map01100
TRINITY_DN4025_c0_g1	map01100
TRINITY_DN402_c0_g1	map01100
TRINITY_DN4048_c0_g1	map01100
TRINITY_DN4049_c0_g1	map01100
TRINITY_DN4059_c0_g1	map01100
TRINITY_DN405_c0_g1	map01100
TRINITY_DN4072_c0_g1	map01100
TRINITY_DN4077_c0_g1	map01100
TRINITY_DN4096_c0_g1	map01100
TRINITY_DN4101_c0_g1	map01100
TRINITY_DN4118_c0_g1	map01100
TRINITY_DN4125_c0_g1	map01100
TRINITY_DN4128_c0_g1	map01100
TRINITY_DN4139_c0_g1	map01100
TRINITY_DN4141_c0_g1	map01100
TRINITY_DN4150_c0_g1	map01100
TRINITY_DN4153_c0_g1	map01100
TRINITY_DN415_c0_g1	map01100
TRINITY_DN4160_c0_g1	map01100
TRINITY_DN4175_c0_g1	map01100
TRINITY_DN4176_c0_g1	map01100
TRINITY_DN4181_c0_g1	map01100
TRINITY_DN4182_c0_g1	map01100
TRINITY_DN4186_c0_g1	map01100
TRINITY_DN4187_c0_g1	map01100
TRINITY_DN4193_c0_g1	map01100
TRINITY_DN4199_c0_g1	map01100
