gene_id	protein_id	go_id	go_name	go_type	ontology
gene_1383	1979943	GO:0008615	pyridoxine biosynthetic process	biological_process	BP
gene_1383	1979943	GO:0010181	FMN binding	molecular_function	MF
gene_1384	1979944	GO:0004070	aspartate carbamoyltransferase activity	molecular_function	MF
gene_1384	1979944	GO:0006207	'de novo' pyrimidine base biosynthetic process	biological_process	BP
gene_1384	1979944	GO:0004086	carbamoyl-phosphate synthase activity	molecular_function	MF
gene_1384	1979944	GO:0006807	nitrogen compound metabolic process	biological_process	BP
gene_1384	1979944	GO:0003824	catalytic activity	molecular_function	MF
gene_1384	1979944	GO:0005524	ATP binding	molecular_function	MF
gene_1384	1979944	GO:0008152	metabolic process	biological_process	BP
gene_1384	1979944	GO:0006520	amino acid metabolic process	biological_process	BP
gene_1384	1979944	GO:0016597	amino acid binding	molecular_function	MF
gene_1384	1979944	GO:0016743	carboxyl- or carbamoyltransferase activity	molecular_function	MF
gene_1388	1979948	GO:0004338	glucan 1,3-beta-glucosidase activity	molecular_function	MF
gene_1393	1979953	GO:0005515	protein binding	molecular_function	MF
gene_1397	1979957	GO:0003777	microtubule motor activity	molecular_function	MF
gene_1397	1979957	GO:0005524	ATP binding	molecular_function	MF
gene_1397	1979957	GO:0005875	microtubule associated complex	cellular_component	CC
gene_1397	1979957	GO:0007018	microtubule-based movement	biological_process	BP
gene_1398	1979958	GO:0019787	small conjugating protein ligase activity	molecular_function	MF
gene_1398	1979958	GO:0043687	post-translational protein modification	biological_process	BP
gene_1398	1979958	GO:0051246	regulation of protein metabolic process	biological_process	BP
gene_1398	1979958	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_1398	1979958	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1398	1979958	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_1398	1979958	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1398	1979958	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1399	1979959	GO:0003824	catalytic activity	molecular_function	MF
gene_1399	1979959	GO:0008152	metabolic process	biological_process	BP
gene_1399	1979959	GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	MF
gene_1400	1979960	GO:0004672	protein kinase activity	molecular_function	MF
gene_1400	1979960	GO:0005524	ATP binding	molecular_function	MF
gene_1400	1979960	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_1400	1979960	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_1403	1979963	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1403	1979963	GO:0005507	copper ion binding	molecular_function	MF
gene_1403	1979963	GO:0008447	L-ascorbate oxidase activity	molecular_function	MF
gene_1404	1979964	GO:0009058	biosynthetic process	biological_process	BP
gene_1404	1979964	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	MF
gene_1404	1979964	GO:0031177	phosphopantetheine binding	molecular_function	MF
gene_1404	1979964	GO:0008152	metabolic process	biological_process	BP
gene_1404	1979964	GO:0003824	catalytic activity	molecular_function	MF
gene_1404	1979964	GO:0005488	binding	molecular_function	MF
gene_1406	1979966	GO:0008152	metabolic process	biological_process	BP
gene_1406	1979966	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1406	1979966	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	MF
gene_1407	1979967	GO:0003700	transcription factor activity	molecular_function	MF
gene_1407	1979967	GO:0005634	nucleus	cellular_component	CC
gene_1407	1979967	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1407	1979967	GO:0008270	zinc ion binding	molecular_function	MF
gene_1407	1979967	GO:0003677	DNA binding	molecular_function	MF
gene_1407	1979967	GO:0006350	transcription	biological_process	BP
gene_1409	1979969	GO:0003677	DNA binding	molecular_function	MF
gene_1409	1979969	GO:0003887	DNA-directed DNA polymerase activity	molecular_function	MF
gene_1409	1979969	GO:0005634	nucleus	cellular_component	CC
gene_1409	1979969	GO:0006260	DNA replication	biological_process	BP
gene_1409	1979969	GO:0034061	DNA polymerase activity	molecular_function	MF
gene_1410	1979970	GO:0008202	steroid metabolic process	biological_process	BP
gene_1412	1979972	GO:0003677	DNA binding	molecular_function	MF
gene_1412	1979972	GO:0003713	transcription coactivator activity	molecular_function	MF
gene_1412	1979972	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1412	1979972	GO:0005488	binding	molecular_function	MF
gene_1413	1979973	GO:0008171	O-methyltransferase activity	molecular_function	MF
gene_1413	1979973	GO:0042409	caffeoyl-CoA O-methyltransferase activity	molecular_function	MF
gene_1416	1979976	GO:0016020	membrane	cellular_component	CC
gene_1418	1979978	GO:0005737	cytoplasm	cellular_component	CC
gene_1418	1979978	GO:0006914	autophagy	biological_process	BP
gene_1419	1979979	GO:0003700	transcription factor activity	molecular_function	MF
gene_1419	1979979	GO:0005634	nucleus	cellular_component	CC
gene_1419	1979979	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1419	1979979	GO:0008270	zinc ion binding	molecular_function	MF
gene_1423	1979983	GO:0004672	protein kinase activity	molecular_function	MF
gene_1423	1979983	GO:0005524	ATP binding	molecular_function	MF
gene_1423	1979983	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_1423	1979983	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_1423	1979983	GO:0004682	protein kinase CK2 activity	molecular_function	MF
gene_1424	1979984	GO:0000226	microtubule cytoskeleton organization and biogenesis	biological_process	BP
gene_1424	1979984	GO:0000922	spindle pole	cellular_component	CC
gene_1424	1979984	GO:0005815	microtubule organizing center	cellular_component	CC
gene_1428	1979988	GO:0003824	catalytic activity	molecular_function	MF
gene_1428	1979988	GO:0003877	ATP adenylyltransferase activity	molecular_function	MF
gene_1435	1979995	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_1435	1979995	GO:0005622	intracellular	cellular_component	CC
gene_1435	1979995	GO:0005840	ribosome	cellular_component	CC
gene_1435	1979995	GO:0006412	translation	biological_process	BP
gene_1436	1979996	GO:0008270	zinc ion binding	molecular_function	MF
gene_1436	1979996	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1436	1979996	GO:0008106	alcohol dehydrogenase (NADP+) activity	molecular_function	MF
gene_1437	1979997	GO:0016020	membrane	cellular_component	CC
gene_1437	1979997	GO:0050613	delta14-sterol reductase activity	molecular_function	MF
gene_1439	1979999	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_1439	1979999	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1439	1979999	GO:0008422	beta-glucosidase activity	molecular_function	MF
gene_1440	1980000	GO:0031177	phosphopantetheine binding	molecular_function	MF
gene_1440	1980000	GO:0008152	metabolic process	biological_process	BP
gene_1440	1980000	GO:0003824	catalytic activity	molecular_function	MF
gene_1440	1980000	GO:0005488	binding	molecular_function	MF
gene_1440	1980000	GO:0004312	fatty-acid synthase activity	molecular_function	MF
gene_1444	1980004	GO:0008152	metabolic process	biological_process	BP
gene_1444	1980004	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1444	1980004	GO:0016630	protochlorophyllide reductase activity	molecular_function	MF
gene_1445	1980005	GO:0003700	transcription factor activity	molecular_function	MF
gene_1445	1980005	GO:0005634	nucleus	cellular_component	CC
gene_1445	1980005	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1445	1980005	GO:0008270	zinc ion binding	molecular_function	MF
gene_1448	1980008	GO:0008152	metabolic process	biological_process	BP
gene_1448	1980008	GO:0016846	carbon-sulfur lyase activity	molecular_function	MF
gene_1449	1980009	GO:0050236	pyridoxine 4-dehydrogenase activity	molecular_function	MF
gene_1450	1980010	GO:0005622	intracellular	cellular_component	CC
gene_1450	1980010	GO:0007165	signal transduction	biological_process	BP
gene_1450	1980010	GO:0004682	protein kinase CK2 activity	molecular_function	MF
gene_1451	1980011	GO:0003700	transcription factor activity	molecular_function	MF
gene_1451	1980011	GO:0005634	nucleus	cellular_component	CC
gene_1451	1980011	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1451	1980011	GO:0008270	zinc ion binding	molecular_function	MF
gene_1451	1980011	GO:0003677	DNA binding	molecular_function	MF
gene_1451	1980011	GO:0006350	transcription	biological_process	BP
gene_1458	1980018	GO:0005524	ATP binding	molecular_function	MF
gene_1458	1980018	GO:0016887	ATPase activity	molecular_function	MF
gene_1458	1980018	GO:0000166	nucleotide binding	molecular_function	MF
gene_1458	1980018	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_1458	1980018	GO:0006810	transport	biological_process	BP
gene_1458	1980018	GO:0016021	integral to membrane	cellular_component	CC
gene_1458	1980018	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	MF
gene_1458	1980018	GO:0004003	ATP-dependent DNA helicase activity	molecular_function	MF
gene_1458	1980018	GO:0004004	ATP-dependent RNA helicase activity	molecular_function	MF
gene_1458	1980018	GO:0008026	ATP-dependent helicase activity	molecular_function	MF
gene_1458	1980018	GO:0008094	DNA-dependent ATPase activity	molecular_function	MF
gene_1458	1980018	GO:0008186	RNA-dependent ATPase activity	molecular_function	MF
gene_1458	1980018	GO:0015462	protein-transmembrane transporting ATPase activity	molecular_function	MF
gene_1458	1980018	GO:0017116	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	MF
gene_1458	1980018	GO:0042623	ATPase activity, coupled	molecular_function	MF
gene_1458	1980018	GO:0042624	ATPase activity, uncoupled	molecular_function	MF
gene_1458	1980018	GO:0042625	ATPase activity, coupled to transmembrane movement of ions	molecular_function	MF
gene_1462	1980022	GO:0004197	cysteine-type endopeptidase activity	molecular_function	MF
gene_1462	1980022	GO:0006508	proteolysis	biological_process	BP
gene_1462	1980022	GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular_function	MF
gene_1462	1980022	GO:0005622	intracellular	cellular_component	CC
gene_1464	1980024	GO:0016021	integral to membrane	cellular_component	CC
gene_1464	1980024	GO:0030001	metal ion transport	biological_process	BP
gene_1464	1980024	GO:0046872	metal ion binding	molecular_function	MF
gene_1466	1980026	GO:0005215	transporter activity	molecular_function	MF
gene_1466	1980026	GO:0006810	transport	biological_process	BP
gene_1466	1980026	GO:0016021	integral to membrane	cellular_component	CC
gene_1472	1980032	GO:0016020	membrane	cellular_component	CC
gene_1473	1980033	GO:0003700	transcription factor activity	molecular_function	MF
gene_1473	1980033	GO:0005634	nucleus	cellular_component	CC
gene_1473	1980033	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1473	1980033	GO:0008270	zinc ion binding	molecular_function	MF
gene_1474	1980034	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1474	1980034	GO:0005506	iron ion binding	molecular_function	MF
gene_1474	1980034	GO:0006118	electron transport	biological_process	BP
gene_1474	1980034	GO:0020037	heme binding	molecular_function	MF
gene_1474	1980034	GO:0050381	unspecific monooxygenase activity	molecular_function	MF
gene_1475	1980035	GO:0046872	metal ion binding	molecular_function	MF
gene_1476	1980036	GO:0006865	amino acid transport	biological_process	BP
gene_1476	1980036	GO:0015171	amino acid transmembrane transporter activity	molecular_function	MF
gene_1476	1980036	GO:0016020	membrane	cellular_component	CC
gene_1476	1980036	GO:0006810	transport	biological_process	BP
gene_1477	1980037	GO:0003824	catalytic activity	molecular_function	MF
gene_1477	1980037	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_1477	1980037	GO:0008199	ferric iron binding	molecular_function	MF
gene_1477	1980037	GO:0005506	iron ion binding	molecular_function	MF
gene_1477	1980037	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	MF
gene_1479	1980039	GO:0004672	protein kinase activity	molecular_function	MF
gene_1479	1980039	GO:0005524	ATP binding	molecular_function	MF
gene_1479	1980039	GO:0006468	protein amino acid phosphorylation	biological_process	BP
gene_1479	1980039	GO:0004674	protein serine/threonine kinase activity	molecular_function	MF
gene_1480	1980040	GO:0008152	metabolic process	biological_process	BP
gene_1480	1980040	GO:0008484	sulfuric ester hydrolase activity	molecular_function	MF
gene_1480	1980040	GO:0016250	N-sulfoglucosamine sulfohydrolase activity	molecular_function	MF
gene_1481	1980041	GO:0004650	polygalacturonase activity	molecular_function	MF
gene_1481	1980041	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1485	1980045	GO:0006118	electron transport	biological_process	BP
gene_1485	1980045	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1485	1980045	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_1485	1980045	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_1485	1980045	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_1485	1980045	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_1485	1980045	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_1488	1980048	GO:0003676	nucleic acid binding	molecular_function	MF
gene_1488	1980048	GO:0004386	helicase activity	molecular_function	MF
gene_1488	1980048	GO:0005524	ATP binding	molecular_function	MF
gene_1488	1980048	GO:0008026	ATP-dependent helicase activity	molecular_function	MF
gene_1490	1980050	GO:0006508	proteolysis	biological_process	BP
gene_1490	1980050	GO:0008236	serine-type peptidase activity	molecular_function	MF
gene_1490	1980050	GO:0008234	cysteine-type peptidase activity	molecular_function	MF
gene_1491	1980051	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1491	1980051	GO:0006118	electron transport	biological_process	BP
gene_1491	1980051	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_1491	1980051	GO:0008152	metabolic process	biological_process	BP
gene_1491	1980051	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1491	1980051	GO:0018658	salicylate 1-monooxygenase activity	molecular_function	MF
gene_1492	1980052	GO:0003824	catalytic activity	molecular_function	MF
gene_1492	1980052	GO:0050660	FAD binding	molecular_function	MF
gene_1492	1980052	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1492	1980052	GO:0004458	D-lactate dehydrogenase (cytochrome) activity	molecular_function	MF
gene_1493	1980053	GO:0003777	microtubule motor activity	molecular_function	MF
gene_1493	1980053	GO:0005524	ATP binding	molecular_function	MF
gene_1493	1980053	GO:0005875	microtubule associated complex	cellular_component	CC
gene_1493	1980053	GO:0007018	microtubule-based movement	biological_process	BP
gene_1497	1980057	GO:0004289	subtilase activity	molecular_function	MF
gene_1497	1980057	GO:0006508	proteolysis	biological_process	BP
gene_1497	1980057	GO:0008236	serine-type peptidase activity	molecular_function	MF
gene_1497	1980057	GO:0019131	tripeptidyl-peptidase I activity	molecular_function	MF
gene_1498	1980058	GO:0005524	ATP binding	molecular_function	MF
gene_1498	1980058	GO:0016887	ATPase activity	molecular_function	MF
gene_1498	1980058	GO:0000166	nucleotide binding	molecular_function	MF
gene_1498	1980058	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_1498	1980058	GO:0006810	transport	biological_process	BP
gene_1498	1980058	GO:0016021	integral to membrane	cellular_component	CC
gene_1498	1980058	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	MF
gene_1498	1980058	GO:0008559	xenobiotic-transporting ATPase activity	molecular_function	MF
gene_1500	1980060	GO:0003887	DNA-directed DNA polymerase activity	molecular_function	MF
gene_1500	1980060	GO:0034061	DNA polymerase activity	molecular_function	MF
gene_1501	1980061	GO:0016787	hydrolase activity	molecular_function	MF
gene_1501	1980061	GO:0008806	carboxymethylenebutenolidase activity	molecular_function	MF
gene_1502	1980062	GO:0003824	catalytic activity	molecular_function	MF
gene_1502	1980062	GO:0008152	metabolic process	biological_process	BP
gene_1502	1980062	GO:0004630	phospholipase D activity	molecular_function	MF
gene_1503	1980063	GO:0005737	cytoplasm	cellular_component	CC
gene_1503	1980063	GO:0017089	glycolipid transporter activity	molecular_function	MF
gene_1503	1980063	GO:0046836	glycolipid transport	biological_process	BP
gene_1503	1980063	GO:0051861	glycolipid binding	molecular_function	MF
gene_1508	1980068	GO:0005634	nucleus	cellular_component	CC
gene_1509	1980069	GO:0008202	steroid metabolic process	biological_process	BP
gene_1510	1980070	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1510	1980070	GO:0005506	iron ion binding	molecular_function	MF
gene_1510	1980070	GO:0006118	electron transport	biological_process	BP
gene_1510	1980070	GO:0020037	heme binding	molecular_function	MF
gene_1511	1980071	GO:0006508	proteolysis	biological_process	BP
gene_1511	1980071	GO:0008233	peptidase activity	molecular_function	MF
gene_1512	1980072	GO:0019028	viral capsid	cellular_component	CC
gene_1514	1980074	GO:0004341	gluconolactonase activity	molecular_function	MF
gene_1519	1980079	GO:0005524	ATP binding	molecular_function	MF
gene_1519	1980079	GO:0016887	ATPase activity	molecular_function	MF
gene_1519	1980079	GO:0000166	nucleotide binding	molecular_function	MF
gene_1519	1980079	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_1519	1980079	GO:0005488	binding	molecular_function	MF
gene_1519	1980079	GO:0008559	xenobiotic-transporting ATPase activity	molecular_function	MF
gene_1523	1980083	GO:0016787	hydrolase activity	molecular_function	MF
gene_1523	1980083	GO:0050313	sulfur dioxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0005506	iron ion binding	molecular_function	MF
gene_1531	1980091	GO:0006118	electron transport	biological_process	BP
gene_1531	1980091	GO:0020037	heme binding	molecular_function	MF
gene_1531	1980091	GO:0008688	3-(3-hydroxy-phenyl)propionate hydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018471	4-chlorobenzaldehyde oxidase activity	molecular_function	MF
gene_1531	1980091	GO:0018630	3,5-xylenol methylhydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018631	phenylacetate hydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018632	4-nitrophenol 4-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018633	dimethyl sulfide monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018634	alpha-pinene monooxygenase [NADH] activity	molecular_function	MF
gene_1531	1980091	GO:0018635	limonene 1,2-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018636	phenanthrene 9,10-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018637	1-hydroxy-2-naphthoate hydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018638	toluene 4-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018639	xylene monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018640	dibenzothiophene monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018641	6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018642	chlorophenol 4-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018643	carbon disulfide oxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018644	toluene 2-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018646	1-hydroxy-2-oxolimonene 1,2-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018647	phenanthrene 1,2-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018648	methanesulfonic acid monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018649	tetrahydrofuran hydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018650	styrene monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018651	toluene-4-sulfonate monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018652	toluene-sulfonate methyl-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018653	3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018654	2-hydroxy-phenylacetate hydroxylase activity	molecular_function	MF
gene_1531	1980091	GO:0018655	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018656	phenanthrene 3,4-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0018657	toluene 3-monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0019113	limonene monooxygenase activity	molecular_function	MF
gene_1531	1980091	GO:0043719	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	molecular_function	MF
gene_1531	1980091	GO:0043731	6-hydroxynicotinate 3-monooxygenase activity	molecular_function	MF
gene_1532	1980092	GO:0003700	transcription factor activity	molecular_function	MF
gene_1532	1980092	GO:0005634	nucleus	cellular_component	CC
gene_1532	1980092	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1532	1980092	GO:0008270	zinc ion binding	molecular_function	MF
gene_1536	1980096	GO:0006865	amino acid transport	biological_process	BP
gene_1536	1980096	GO:0015171	amino acid transmembrane transporter activity	molecular_function	MF
gene_1536	1980096	GO:0016020	membrane	cellular_component	CC
gene_1540	1980100	GO:0000166	nucleotide binding	molecular_function	MF
gene_1540	1980100	GO:0017111	nucleoside-triphosphatase activity	molecular_function	MF
gene_1540	1980100	GO:0005524	ATP binding	molecular_function	MF
gene_1543	1980103	GO:0003700	transcription factor activity	molecular_function	MF
gene_1543	1980103	GO:0005634	nucleus	cellular_component	CC
gene_1543	1980103	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1543	1980103	GO:0008270	zinc ion binding	molecular_function	MF
gene_1543	1980103	GO:0003677	DNA binding	molecular_function	MF
gene_1543	1980103	GO:0006350	transcription	biological_process	BP
gene_1544	1980104	GO:0005215	transporter activity	molecular_function	MF
gene_1544	1980104	GO:0006810	transport	biological_process	BP
gene_1544	1980104	GO:0016021	integral to membrane	cellular_component	CC
gene_1546	1980106	GO:0006118	electron transport	biological_process	BP
gene_1546	1980106	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1546	1980106	GO:0000907	sulfonate dioxygenase activity	molecular_function	MF
gene_1546	1980106	GO:0010302	2-oxoglutarate-dependent dioxygenase activity	molecular_function	MF
gene_1546	1980106	GO:0018602	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	MF
gene_1546	1980106	GO:0019798	procollagen-proline dioxygenase activity	molecular_function	MF
gene_1546	1980106	GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	MF
gene_1548	1980108	GO:0004788	thiamin diphosphokinase activity	molecular_function	MF
gene_1548	1980108	GO:0006772	thiamin metabolic process	biological_process	BP
gene_1548	1980108	GO:0005524	ATP binding	molecular_function	MF
gene_1548	1980108	GO:0009229	thiamin diphosphate biosynthetic process	biological_process	BP
gene_1551	1980111	GO:0003700	transcription factor activity	molecular_function	MF
gene_1551	1980111	GO:0005634	nucleus	cellular_component	CC
gene_1551	1980111	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1551	1980111	GO:0008270	zinc ion binding	molecular_function	MF
gene_1551	1980111	GO:0003677	DNA binding	molecular_function	MF
gene_1551	1980111	GO:0006350	transcription	biological_process	BP
gene_1552	1980112	GO:0008152	metabolic process	biological_process	BP
gene_1552	1980112	GO:0008415	acyltransferase activity	molecular_function	MF
gene_1552	1980112	GO:0005515	protein binding	molecular_function	MF
gene_1552	1980112	GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	molecular_function	MF
gene_1552	1980112	GO:0006090	pyruvate metabolic process	biological_process	BP
gene_1552	1980112	GO:0045254	pyruvate dehydrogenase complex	cellular_component	CC
gene_1552	1980112	GO:0009351	dihydrolipoamide S-acyltransferase complex	cellular_component	CC
gene_1552	1980112	GO:0030523	dihydrolipoamide S-acyltransferase activity	molecular_function	MF
gene_1553	1980113	GO:0005086	ARF guanyl-nucleotide exchange factor activity	molecular_function	MF
gene_1553	1980113	GO:0005622	intracellular	cellular_component	CC
gene_1553	1980113	GO:0032012	regulation of ARF protein signal transduction	biological_process	BP
gene_1553	1980113	GO:0005488	binding	molecular_function	MF
gene_1559	1980119	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	MF
gene_1559	1980119	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1559	1980119	GO:0008422	beta-glucosidase activity	molecular_function	MF
gene_1560	1980120	GO:0004437	inositol or phosphatidylinositol phosphatase activity	molecular_function	MF
gene_1560	1980120	GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	molecular_function	MF
gene_1561	1980121	GO:0003677	DNA binding	molecular_function	MF
gene_1561	1980121	GO:0005677	chromatin silencing complex	cellular_component	CC
gene_1561	1980121	GO:0006342	chromatin silencing	biological_process	BP
gene_1561	1980121	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1561	1980121	GO:0006476	protein amino acid deacetylation	biological_process	BP
gene_1561	1980121	GO:0008270	zinc ion binding	molecular_function	MF
gene_1561	1980121	GO:0017136	NAD-dependent histone deacetylase activity	molecular_function	MF
gene_1561	1980121	GO:0051287	NAD binding	molecular_function	MF
gene_1561	1980121	GO:0004407	histone deacetylase activity	molecular_function	MF
gene_1561	1980121	GO:0008418	protein N-terminal asparagine amidohydrolase activity	molecular_function	MF
gene_1561	1980121	GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	MF
gene_1561	1980121	GO:0018748	iprodione amidohydrolase activity	molecular_function	MF
gene_1561	1980121	GO:0018749	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	MF
gene_1561	1980121	GO:0043747	N2-acetyl-L-lysine deacetylase activity	molecular_function	MF
gene_1561	1980121	GO:0043748	O-succinylbenzoate synthase activity	molecular_function	MF
gene_1561	1980121	GO:0043864	indoleacetamide hydrolase activity	molecular_function	MF
gene_1561	1980121	GO:0047419	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	MF
gene_1563	1980123	GO:0004289	subtilase activity	molecular_function	MF
gene_1563	1980123	GO:0006508	proteolysis	biological_process	BP
gene_1563	1980123	GO:0008236	serine-type peptidase activity	molecular_function	MF
gene_1563	1980123	GO:0019131	tripeptidyl-peptidase I activity	molecular_function	MF
gene_1566	1980126	GO:0008270	zinc ion binding	molecular_function	MF
gene_1566	1980126	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1566	1980126	GO:0004022	alcohol dehydrogenase activity	molecular_function	MF
gene_1566	1980126	GO:0004023	alcohol dehydrogenase activity, metal ion-independent	molecular_function	MF
gene_1566	1980126	GO:0004024	alcohol dehydrogenase activity, zinc-dependent	molecular_function	MF
gene_1566	1980126	GO:0004025	alcohol dehydrogenase activity, iron-dependent	molecular_function	MF
gene_1567	1980127	GO:0004194	pepsin A activity	molecular_function	MF
gene_1567	1980127	GO:0006508	proteolysis	biological_process	BP
gene_1567	1980127	GO:0004190	aspartic-type endopeptidase activity	molecular_function	MF
gene_1571	1980131	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1571	1980131	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	MF
gene_1571	1980131	GO:0003824	catalytic activity	molecular_function	MF
gene_1572	1980132	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	MF
gene_1572	1980132	GO:0050660	FAD binding	molecular_function	MF
gene_1572	1980132	GO:0006066	alcohol metabolic process	biological_process	BP
gene_1572	1980132	GO:0008812	choline dehydrogenase activity	molecular_function	MF
gene_1574	1980134	GO:0004601	peroxidase activity	molecular_function	MF
gene_1574	1980134	GO:0006118	electron transport	biological_process	BP
gene_1575	1980135	GO:0004650	polygalacturonase activity	molecular_function	MF
