HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH5_9.hmm	303	mRNA_7032	948	5.501791357864784e-100	1	303	582	906	1.0	dbCAN
GH35.hmm	307	mRNA_705	1048	4.8598085496918516e-82	1	304	29	364	0.990228013029316	dbCAN
GH18.hmm	296	mRNA_7095	402	1.6518739101988792e-75	3	284	6	361	0.9527027027027029	dbCAN
GH31_2.hmm	455	mRNA_7114	886	3.886903535286266e-189	1	455	247	737	1.0	dbCAN
GT20.hmm	475	mRNA_7117	486	2.5144552490454773e-193	11	474	12	479	0.9768421052631578	dbCAN
AA1_3.hmm	312	mRNA_7135	646	5.358513700123721e-113	1	304	93	408	0.9743589743589745	dbCAN
GH64.hmm	367	mRNA_7144	538	4.658761695859671e-44	162	367	2	249	0.5613079019073569	dbCAN
CE9.hmm	373	mRNA_7153	489	1.3603527636271582e-112	1	363	31	445	0.9731903485254692	dbCAN
GH3.hmm	216	mRNA_7154	1069	4.726805064017871e-46	8	215	79	305	0.9629629629629628	dbCAN
GH3.hmm	216	mRNA_7160	854	5.4183333012337e-65	3	216	32	244	0.9907407407407408	dbCAN
GH5_16.hmm	340	mRNA_7161	422	3.796418766577404e-161	1	340	44	377	1.0	dbCAN
GH5_4.hmm	276	mRNA_7181	660	1.1792797184134205e-62	2	275	108	380	0.9927536231884058	dbCAN
GT90.hmm	250	mRNA_7187	635	1.5951975902019772e-75	3	247	345	620	0.98	dbCAN
GH35.hmm	307	mRNA_7248	1006	1.829132096776299e-80	3	303	47	381	0.980456026058632	dbCAN
GT1.hmm	382	mRNA_7253	1839	3.615056243099393e-55	6	377	1303	1727	0.9738219895287958	dbCAN
GH94.hmm	1036	mRNA_7274	794	1.5397047777643985e-185	302	1036	48	791	0.7094594594594594	dbCAN
GT2.hmm	197	mRNA_7275	826	6.91259912980032e-20	4	177	403	589	0.883248730964467	dbCAN
GH27.hmm	229	mRNA_7286	367	5.0065540142906035e-21	2	216	65	306	0.9388646288209608	dbCAN
AA1.hmm	358	mRNA_7298	378	1.3299583440076077e-61	127	358	1	337	0.6480446927374302	dbCAN
GT20.hmm	475	mRNA_7317	1032	2.119608873631581e-149	9	473	141	685	0.9789473684210528	dbCAN
GH78.hmm	504	mRNA_7345	760	9.131786039181919e-82	7	503	133	716	0.9861111111111112	dbCAN
AA8.hmm	182	mRNA_7353	263	3.092345322870646e-47	1	182	31	237	1.0	dbCAN
AA2.hmm	255	mRNA_7355	289	2.85278307860829e-47	14	254	9	268	0.9450980392156862	dbCAN
GH3.hmm	216	mRNA_738	879	7.440838769643618e-59	4	216	91	304	0.9861111111111112	dbCAN
GT1.hmm	382	mRNA_7449	461	5.7668080554989714e-30	190	379	227	456	0.4973821989528796	dbCAN
GH10.hmm	303	mRNA_7466	330	2.1132012947993667e-102	2	303	33	328	0.9966996699669968	dbCAN
GT90.hmm	250	mRNA_7493	644	2.190086908309344e-62	3	248	342	624	0.984	dbCAN
AA1_3.hmm	312	mRNA_7500	659	4.933768830034599e-121	1	311	103	414	0.9967948717948718	dbCAN
GH131.hmm	255	mRNA_7556	258	1.461640213837943e-104	1	254	17	255	0.996078431372549	dbCAN
GH72.hmm	312	mRNA_7588	451	6.050276269605055e-110	3	310	19	328	0.9871794871794872	dbCAN
GH13_8.hmm	320	mRNA_7686	690	1.983674081772253e-181	2	320	211	533	0.996875	dbCAN
GT2.hmm	230	mRNA_7691	880	2.397156496399124e-20	2	229	358	591	0.991304347826087	dbCAN
GH12.hmm	156	mRNA_7692	473	2.9134639449630027e-21	11	155	323	471	0.9294871794871796	dbCAN
GH16_22.hmm	216	mRNA_772	168	2.8331975501544776e-32	122	215	8	101	0.4351851851851852	dbCAN
GH3.hmm	216	mRNA_7738	878	9.959798717420136e-67	3	215	68	280	0.9861111111111112	dbCAN
GT8.hmm	257	mRNA_7824	336	4.031090326928978e-38	25	256	8	290	0.9027237354085604	dbCAN
GT62.hmm	268	mRNA_7865	404	9.181021082482036e-107	2	267	99	362	0.9925373134328358	dbCAN
PL1_9.hmm	187	mRNA_7882	306	1.1972988400885746e-87	1	187	55	242	1.0	dbCAN
GH18.hmm	296	mRNA_7899	294	6.513531566346624e-54	29	254	5	294	0.7635135135135135	dbCAN
AA7.hmm	458	mRNA_7952	513	1.9962248741390826e-50	5	454	54	508	0.982532751091703	dbCAN
AA2.hmm	255	mRNA_7957	365	1.2468860126021504e-49	15	253	115	344	0.9372549019607844	dbCAN
GH16_4.hmm	316	mRNA_7976	517	1.007314138062432e-100	1	316	177	503	1.0	dbCAN
GH128.hmm	224	mRNA_7977	203	1.95380278987474e-51	22	191	6	179	0.7589285714285714	dbCAN
GT2.hmm	197	mRNA_7978	1101	8.10340362471832e-48	1	192	698	932	0.9746192893401016	dbCAN
GH3.hmm	216	mRNA_7979	816	6.527578245616399e-55	4	216	103	322	0.9861111111111112	dbCAN
PL1_4.hmm	187	mRNA_7980	371	5.989703294008438e-87	2	187	108	291	0.9946524064171124	dbCAN
CE4.hmm	130	mRNA_7999	319	9.835242811322232e-18	23	127	44	150	0.8076923076923077	dbCAN
GH13_25.hmm	153	mRNA_8046	1575	1.020917568599177e-59	3	153	183	329	0.9869281045751634	dbCAN
GH13_25.hmm	153	mRNA_8046	1575	7.67823693779238e-25	3	152	514	732	0.9803921568627452	dbCAN
GH133.hmm	372	mRNA_8046	1575	5.5252742224306765e-154	6	371	1097	1552	0.9838709677419356	dbCAN
GH132.hmm	303	mRNA_81	470	4.4228740420958695e-91	9	301	155	462	0.966996699669967	dbCAN
GH76.hmm	358	mRNA_8220	403	2.9486855780355507e-87	25	349	30	393	0.9078212290502792	dbCAN
GT2.hmm	527	mRNA_8245	898	7.735700957967795e-22	204	499	255	542	0.5616698292220114	dbCAN
GT24.hmm	248	mRNA_8301	1531	5.096754736098027e-133	1	248	1211	1458	1.0	dbCAN
GH47.hmm	446	mRNA_8324	1042	3.026568891648161e-170	2	446	224	1040	0.9977578475336324	dbCAN
GH5_12.hmm	539	mRNA_8326	880	3.598268074443171e-217	1	539	14	547	1.0	dbCAN
GH3.hmm	216	mRNA_8386	757	5.84526709072823e-34	75	195	483	603	0.5601851851851852	dbCAN
GH43_24.hmm	246	mRNA_8404	442	2.2145869802904077e-82	2	245	44	277	0.991869918699187	dbCAN
AA13.hmm	232	mRNA_8531	389	1.1051162735728815e-136	1	232	17	248	1.0	dbCAN
CBM20.hmm	90	mRNA_8531	389	1.0446754647886955e-25	1	88	289	379	0.9777777777777776	dbCAN
GH5_7.hmm	289	mRNA_8548	601	1.0284917476394217e-83	2	289	58	333	0.9965397923875432	dbCAN
GH32.hmm	293	mRNA_8563	624	8.420097647429097e-56	1	282	62	410	0.962457337883959	dbCAN
GT90.hmm	250	mRNA_870	622	4.843685697424419e-78	3	248	338	611	0.984	dbCAN
GH29.hmm	346	mRNA_928	805	2.3918113606625447e-89	28	346	334	701	0.9219653179190752	dbCAN
GT2.hmm	163	mRNA_973	916	6.870106184936098e-69	1	163	222	390	1.0	dbCAN
GT57.hmm	481	mRNA_989	503	2.4595428951538472e-174	3	479	17	495	0.9916839916839916	dbCAN
