gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_2758	onu_vs_self	1259.94186272082	0.291854691246047	0.120296644878154	2.42612494755494	0.0152610151049846	0.0311776346774865	1981318	1981572	jgi.p|Ophnu1|1981318	Ophnu1	OphioH327chr_2	3511036	3514071	+	prediction	17234	4	GO:0003677; GO:0005634; GO:0006350; GO:0008270	DNA binding; nucleus; transcription; zinc ion binding	molecular_function; cellular_component; biological_process	0									yes	no
gene_2759	onu_vs_self	158.296985173943	0.478630433284892	0.191322684262552	2.50169202428746	0.0123601393392037	0.0258307599471639	1981319	1981573	jgi.p|Ophnu1|1981319	Ophnu1	OphioH327chr_2	3515520	3516955	+	prediction	17246	3	GO:0008483; GO:0030170; GO:0042286	transaminase activity; pyridoxal phosphate binding; glutamate-1-semialdehyde 2,1-aminomutase activity	molecular_function	1	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase.	(S)-4-amino-5-oxopentanoate = 5-aminolevulinate.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2760	onu_vs_self	192.554422087008	0.0605652977536439	0.163495695563496	0.370439708182546	0.71105489197019	0.784359520008354	1981320	1981574	jgi.p|Ophnu1|1981320	Ophnu1	OphioH327chr_2	3518960	3520687	+	prediction	17252	5	GO:0006865; GO:0015171; GO:0016020; GO:0016021; GO:0006810	amino acid transport; amino acid transmembrane transporter activity; membrane; integral to membrane; transport	biological_process; molecular_function; cellular_component	0									yes	no
gene_2761	onu_vs_self	1633.20484413702	0.132858277596407	0.0846730561262228	1.56907384325841	0.116630733759784	0.1821490751658	1981321	1981575	jgi.p|Ophnu1|1981321	Ophnu1	OphioH327chr_2	3521292	3523964	+	prediction	17258	4	GO:0005247; GO:0006821; GO:0016020; GO:0005216	voltage-gated chloride channel activity; chloride transport; membrane; ion channel activity	molecular_function; biological_process; cellular_component	0									yes	no
gene_2762	onu_vs_self	850.348370024349	0.138109445241051	0.156909099661151	0.880187608872281	0.378757684974566	0.481891466019959	1981322	1981576	jgi.p|Ophnu1|1981322	Ophnu1	OphioH327chr_2	3524656	3526352	+	prediction	17262	5	GO:0016831; GO:0019752; GO:0030170; GO:0006519; GO:0004058	carboxy-lyase activity; carboxylic acid metabolic process; pyridoxal phosphate binding; amino acid and derivative metabolic process; aromatic-L-amino-acid decarboxylase activity	molecular_function; biological_process	5	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I; Phenylalanine metabolism; Tyrosine metabolism; Histidine metabolism; Tryptophan metabolism	Biosynthesis of Secondary Metabolites; Amino Acid Metabolism	METABOLIC	yes	yes
gene_2763	onu_vs_self	6420.01816497124	-0.108147433132935	0.124893953708662	-0.865914080878636	0.386537280691185	0.489678721728067	1981323	1981577	jgi.p|Ophnu1|1981323	Ophnu1	OphioH327chr_2	3526549	3531378	-	prediction	17268	3	GO:0006629; GO:0008152; GO:0004622	lipid metabolic process; metabolic process; lysophospholipase activity	biological_process; molecular_function	1	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_2764	onu_vs_self	4469.8384674733	0.082435118423211	0.0783000952684418	1.05280993772221	0.292428109424122	0.392410192298242	1981324	1981578	jgi.p|Ophnu1|1981324	Ophnu1	OphioH327chr_2	3532670	3533814	+	prediction	17274	4	GO:0003723; GO:0003743; GO:0005850; GO:0006412	RNA binding; translation initiation factor activity; eukaryotic translation initiation factor 2 complex; translation	molecular_function; cellular_component; biological_process	0									yes	no
gene_2765	onu_vs_self	861.633580461787	0.494831081496158	0.152628301082049	3.24206636638213	0.00118666384742666	0.00309218950805851	1981325	1981579	jgi.p|Ophnu1|1981325	Ophnu1	OphioH327chr_2	3534645	3535334	+	prediction	17282	8	GO:0006508; GO:0008236; GO:0016020; GO:0004289; GO:0008132; GO:0008243; GO:0008991; GO:0016808	proteolysis; serine-type peptidase activity; membrane; subtilase activity; pancreatic elastase activity; plasminogen activator activity; serine-type signal peptidase activity; proprotein convertase activity	biological_process; molecular_function; cellular_component	1	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N	yes	yes
gene_2766	onu_vs_self	978.220360614177	-0.654964583402669	0.0886664049535257	-7.38684041318656	1.5035888039058e-13	1.28450301012312e-12	1981326	1981580	jgi.p|Ophnu1|1981326	Ophnu1	OphioH327chr_2	3536350	3537601	+	prediction	17288	0				0									no	no
gene_2767	onu_vs_self	3249.48233150214	0.18727985485885	0.113488754171159	1.65020628014298	0.0989007528002757	0.15803443045928	1981327	1981581	jgi.p|Ophnu1|1981327	Ophnu1	OphioH327chr_2	3538569	3539029	+	prediction	17296	0				0									no	no
gene_2768	onu_vs_self	1674.38244803608	0.661612222517787	0.07823206227616	8.45704693533821	2.74233561653388e-17	3.08467711925493e-16	1981328	1981582	jgi.p|Ophnu1|1981328	Ophnu1	OphioH327chr_2	3539723	3541006	-	prediction	17302	4	GO:0003824; GO:0008152; GO:0004084; GO:0009081	catalytic activity; metabolic process; branched-chain-amino-acid transaminase activity; branched chain family amino acid metabolic process	molecular_function; biological_process	3	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Valine, leucine and isoleucine biosynthesis; Valine, leucine and isoleucine degradation; Pantothenate and CoA biosynthesis	Amino Acid Metabolism; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2769	onu_vs_self	2780.17669744657	-0.0713121217158916	0.0724138450979847	-0.984785735647618	0.324729328725048	0.426724447940806	1981329	1981583	jgi.p|Ophnu1|1981329	Ophnu1	OphioH327chr_2	3542340	3545354	+	prediction	17306	3	GO:0006508; GO:0008233; GO:0043275	proteolysis; peptidase activity; glutamate carboxypeptidase II activity	biological_process; molecular_function	1	3.4.17.21	Glutamate carboxypeptidase II.	Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.	Zinc.	\N	\N	\N	\N	yes	yes
gene_2770	onu_vs_self	3498.54999205405	-0.0202184104618491	0.0692823216304132	-0.291826399376514	0.770419359597156	0.830578050145045	1981330	1981584	jgi.p|Ophnu1|1981330	Ophnu1	OphioH327chr_2	3545911	3548853	-	prediction	17312	0				0									no	no
gene_2771	onu_vs_self	62.2659407065889	-0.836147361689052	0.317830569261607	-2.63079591000832	0.00851851747558242	0.0184110064243601	1981331	1981585	jgi.p|Ophnu1|1981331	Ophnu1	OphioH327chr_2	3550709	3551255	-	prediction	17322	0				0									no	no
gene_2772	onu_vs_self	593.332702094343	0.418624993426079	0.101732522341255	4.11495737834778	3.87250964022786e-05	0.000132013869057549	1981332	1981586	jgi.p|Ophnu1|1981332	Ophnu1	OphioH327chr_2	3552185	3553125	+	prediction	17330	2	GO:0008152; GO:0016491	metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_2773	onu_vs_self	308.048835679729	-0.429819845554136	0.179463888094839	-2.39502136121666	0.0166193970111648	0.0336714883823836	1981333	1981587	jgi.p|Ophnu1|1981333	Ophnu1	OphioH327chr_2	3553347	3554003	-	prediction	17336	0				0									no	no
gene_2774	onu_vs_self	57426.6625762022	-0.0288543969871229	0.062790104231198	-0.45953733220252	0.645848349791643	0.731715323221565	1981334	1981588	jgi.p|Ophnu1|1981334	Ophnu1	OphioH327chr_2	3554898	3555660	-	prediction	17340	0				0									no	no
gene_2775	onu_vs_self	34.6325200615228	-1.20189112073649	0.357703944041905	-3.36001640674024	0.000779378439670233	0.00210722660883676	1981335	1981589	jgi.p|Ophnu1|1981335	Ophnu1	OphioH327chr_2	3556742	3557650	-	prediction	17346	0				0									no	no
gene_2776	onu_vs_self	20.2918413467357	-0.725443458542343	0.407031466069676	-1.78227856815905	0.0747038158817448	0.124167895912182	1981336	1981590	jgi.p|Ophnu1|1981336	Ophnu1	OphioH327chr_2	3557806	3558339	-	prediction	17350	0				0									no	no
gene_2777	onu_vs_self	4.41517260010754	-0.130697045864056	0.954826918717262	-0.136880353184468	0.891125368538676	0.922039544867771	1981337	1981591	jgi.p|Ophnu1|1981337	Ophnu1	OphioH327chr_2	3558960	3561162	-	prediction	17354	2	GO:0005975; GO:0008810	carbohydrate metabolic process; cellulase activity	biological_process; molecular_function	0									yes	no
gene_2778	onu_vs_self	11379.8344912692	-0.0407359301298848	0.0883187731578372	-0.461237499949013	0.644628220064759	0.730669698590351	1981338	1981592	jgi.p|Ophnu1|1981338	Ophnu1	OphioH327chr_2	3566142	3566474	+	prediction	17360	0				0									no	no
gene_2779	onu_vs_self	497.15544182468	0.3699837339921	0.113296248120746	3.26563094655868	0.00109220493579888	0.00286787553694431	1981339	1981593	jgi.p|Ophnu1|1981339	Ophnu1	OphioH327chr_2	3566942	3567559	-	prediction	17364	1	GO:0016787	hydrolase activity	molecular_function	0									yes	no
gene_2780	onu_vs_self	745.540070900877	-0.72535151169423	0.106511628418728	-6.81006874519527	9.75521185029532e-12	7.17393586241649e-11	1981340	1981594	jgi.p|Ophnu1|1981340	Ophnu1	OphioH327chr_2	3568306	3569713	+	prediction	17368	6	GO:0006508; GO:0008237; GO:0008152; GO:0016813; GO:0016787; GO:0046983	proteolysis; metallopeptidase activity; metabolic process; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines; hydrolase activity; protein dimerization activity	biological_process; molecular_function	0									yes	no
gene_2781	onu_vs_self	1066.07796722508	0.776265708081688	0.151421947506079	5.12650722611083	2.95166732888358e-07	1.35548671326414e-06	1981341	1981595	jgi.p|Ophnu1|1981341	Ophnu1	OphioH327chr_2	3570037	3572175	-	prediction	17374	0				0									no	no
gene_2782	onu_vs_self	2804.81265903702	0.617175050928057	0.0646856577846687	9.54114207174895	1.41267900573894e-21	2.04265748127117e-20	1981342	1981596	jgi.p|Ophnu1|1981342	Ophnu1	OphioH327chr_2	3573753	3577400	+	prediction	17384	3	GO:0000166; GO:0017111; GO:0005524	nucleotide binding; nucleoside-triphosphatase activity; ATP binding	molecular_function	0									yes	no
gene_2783	onu_vs_self	1662.40097938335	-0.175756025204324	0.0815687186036157	-2.15469886266588	0.0311854068663635	0.0582345294014118	1981343	1981597	jgi.p|Ophnu1|1981343	Ophnu1	OphioH327chr_2	3581348	3583765	+	prediction	17388	0				0									no	no
gene_2784	onu_vs_self	3.74285361751653	0.619225457566881	1.07507244399464	0.575984865974266	0.564625411040631	0.662444287076179	1981344	1981598	jgi.p|Ophnu1|1981344	Ophnu1	OphioH327chr_2	3584751	3587086	-	prediction	17392	0				0									no	no
gene_2785	onu_vs_self	5922.79228072306	-0.15049707474546	0.104454820924682	-1.44078629797256	0.14964506561826	0.225420937248272	1981345	1981599	jgi.p|Ophnu1|1981345	Ophnu1	OphioH327chr_2	3590958	3593849	+	prediction	17398	9	GO:0005515; GO:0006461; GO:0006886; GO:0016192; GO:0030117; GO:0008565; GO:0005198; GO:0030126; GO:0005488	protein binding; protein complex assembly; intracellular protein transport; vesicle-mediated transport; membrane coat; protein transporter activity; structural molecule activity; COPI vesicle coat; binding	molecular_function; biological_process; cellular_component	0									yes	no
gene_2786	onu_vs_self	3526.22789186025	-0.478889325691863	0.0749446994557745	-6.38990254373439	1.65991511350764e-10	1.09383166833144e-09	1981346	1981600	jgi.p|Ophnu1|1981346	Ophnu1	OphioH327chr_2	3594211	3597700	-	prediction	17404	0				0									no	no
gene_2787	onu_vs_self	1584.21330996403	-0.409727126035051	0.0745944986070913	-5.49272578656492	3.95777065800856e-08	2.0347457557089e-07	1981347	1981601	jgi.p|Ophnu1|1981347	Ophnu1	OphioH327chr_2	3598445	3602950	-	prediction	17410	0				0									no	no
gene_2788	onu_vs_self	4498.53218322568	-0.173793232509802	0.0797735640077281	-2.17858177294129	0.0293627514414325	0.0553014636608717	1981348	1981602	jgi.p|Ophnu1|1981348	Ophnu1	OphioH327chr_2	3624540	3628289	-	prediction	17420	0				0									no	no
gene_2789	onu_vs_self	1280.99080660271	0.263247292111763	0.0766670136538644	3.43364479149103	0.00059552404541451	0.00164547638113241	1981349	1981603	jgi.p|Ophnu1|1981349	Ophnu1	OphioH327chr_2	3632176	3634838	+	prediction	17424	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding	molecular_function; cellular_component; biological_process	0									yes	no
gene_2790	onu_vs_self	40.9709072905843	0.619534476379848	0.340406861631375	1.81998233940049	0.0687616944067279	0.115457062401254	1981350	1981604	jgi.p|Ophnu1|1981350	Ophnu1	OphioH327chr_2	3635014	3636048	-	prediction	17430	6	GO:0008152; GO:0016616; GO:0051287; GO:0048037; GO:0008873; GO:0008875	metabolic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; NAD binding; cofactor binding; gluconate 2-dehydrogenase activity; gluconate dehydrogenase activity	biological_process; molecular_function	1	1.1.1.215	Gluconate 2-dehydrogenase.	D-gluconate + NADP(+) = 2-dehydro-D-gluconate + NADPH.	\N	\N	\N	\N	\N	yes	yes
gene_2791	onu_vs_self	6.06789802743483	-0.0112217651584779	0.713745533241151	-0.0157223613120482	0.987455887453942	0.991858999836393	1981351	1981605	jgi.p|Ophnu1|1981351	Ophnu1	OphioH327chr_2	3636989	3637525	-	prediction	17434	1	GO:0004747	ribokinase activity	molecular_function	1	2.7.1.15	Ribokinase.	ATP + D-ribose = ADP + D-ribose 5-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_2792	onu_vs_self	26.2243855707625	-0.38939526863686	0.429770613809858	-0.906053732210594	0.364907412942299	0.467465946540868	1981352	1981606	jgi.p|Ophnu1|1981352	Ophnu1	OphioH327chr_2	3638466	3639477	+	prediction	17438	2	GO:0008152; GO:0016829	metabolic process; lyase activity	biological_process; molecular_function	0									yes	no
gene_2793	onu_vs_self	216.361418573366	-0.88218299522952	0.155038387199443	-5.69009399004307	1.26969464168348e-08	6.96704239282732e-08	1981353	1981607	jgi.p|Ophnu1|1981353	Ophnu1	OphioH327chr_2	3639883	3641736	-	prediction	17444	0				0									no	no
gene_2794	onu_vs_self	1056.7922175942	-1.54796229546312	0.116281383531151	-13.3122108497138	1.96577466615836e-40	5.62776961281456e-39	1981354	1981608	jgi.p|Ophnu1|1981354	Ophnu1	OphioH327chr_2	3643856	3645988	+	prediction	17460	0				0									no	no
gene_2795	onu_vs_self	184.49541827283	0.529358043427405	0.155775457223776	3.39821209875806	0.000678278120798527	0.00185014705944996	1981355	1981609	jgi.p|Ophnu1|1981355	Ophnu1	OphioH327chr_2	3646545	3648191	+	prediction	17464	4	GO:0005215; GO:0006810; GO:0016021; GO:0016020	transporter activity; transport; integral to membrane; membrane	molecular_function; biological_process; cellular_component	0									yes	no
gene_2796	onu_vs_self	391.543652861463	-0.192805986852157	0.163348577251417	-1.18033465669799	0.237867139440255	0.331026290620807	1981356	1981610	jgi.p|Ophnu1|1981356	Ophnu1	OphioH327chr_2	3648515	3649198	+	prediction	17472	0				0									no	no
gene_2797	onu_vs_self	327.023093065457	-0.126299969950572	0.108850231336486	-1.16030961441087	0.245922771467984	0.340575784463023	1981357	1981611	jgi.p|Ophnu1|1981357	Ophnu1	OphioH327chr_2	3649412	3651007	-	prediction	17476	4	GO:0004497; GO:0005506; GO:0006118; GO:0020037	monooxygenase activity; iron ion binding; electron transport; heme binding	molecular_function; biological_process	0									yes	no
gene_2798	onu_vs_self	958.098251705101	-0.23881309684517	0.111312311467323	-2.14543291480634	0.0319182497877208	0.059434461210113	1981358	1981612	jgi.p|Ophnu1|1981358	Ophnu1	OphioH327chr_2	3653661	3656738	+	prediction	17480	6	GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0003677; GO:0006350	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; zinc ion binding; DNA binding; transcription	molecular_function; cellular_component; biological_process	0									yes	no
gene_2799	onu_vs_self	2475.18180328422	0.68388733847824	0.0896845093628568	7.62547895212632	2.43129981134367e-14	2.21168186876746e-13	1981359	1981613	jgi.p|Ophnu1|1981359	Ophnu1	OphioH327chr_2	3660224	3668287	+	prediction	17488	0				0									no	no
gene_2800	onu_vs_self	1004.31261968897	-0.172819154117397	0.112568514446799	-1.53523527397239	0.124726046677466	0.192926447336304	1981360	1981614	jgi.p|Ophnu1|1981360	Ophnu1	OphioH327chr_2	3669194	3669810	-	prediction	17492	0				0									no	no
gene_2801	onu_vs_self	5149.41672555328	0.0704029863196839	0.0598498664979778	1.17632653904187	0.23946441455979	0.332924376909502	1981361	1981615	jgi.p|Ophnu1|1981361	Ophnu1	OphioH327chr_2	3671093	3672067	-	prediction	17498	0				0									no	no
gene_2802	onu_vs_self	1480.82698101004	-0.478609442006116	0.107010300811632	-4.47255486972796	7.7290559106181e-06	2.95096871520477e-05	1981362	1981616	jgi.p|Ophnu1|1981362	Ophnu1	OphioH327chr_2	3675387	3675957	+	prediction	17502	0				0									no	no
gene_2803	onu_vs_self	6930.63532103089	0.122304981548979	0.0649905166190219	1.88188966500971	0.0598509979682101	0.102464908521576	1981363	1981617	jgi.p|Ophnu1|1981363	Ophnu1	OphioH327chr_2	3677448	3677995	+	prediction	17510	0				0									no	no
gene_2804	onu_vs_self	540.366399534539	0.340608235908552	0.167194668815656	2.03719555366982	0.0416304492512079	0.0750224517032294	1981364	1981618	jgi.p|Ophnu1|1981364	Ophnu1	OphioH327chr_2	3678231	3679755	-	prediction	17516	3	GO:0003723; GO:0004000; GO:0006396	RNA binding; adenosine deaminase activity; RNA processing	molecular_function; biological_process	0									yes	no
gene_2805	onu_vs_self	6996.00772764413	0.294192150165941	0.0924359066018643	3.18266094833766	0.00145928385771819	0.00373102443908832	1981365	1981619	jgi.p|Ophnu1|1981365	Ophnu1	OphioH327chr_2	3680359	3681554	+	prediction	17526	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	structural constituent of ribosome; intracellular; ribosome; translation	molecular_function; cellular_component; biological_process	0									yes	no
gene_2806	onu_vs_self	3889.91744794662	-1.43996631060964	0.112572510585342	-12.7914559524546	1.83012809632783e-37	4.76167067008092e-36	1981366	1981620	jgi.p|Ophnu1|1981366	Ophnu1	OphioH327chr_2	3683211	3684688	+	prediction	17534	4	GO:0008654; GO:0016020; GO:0016780; GO:0004307	phospholipid biosynthetic process; membrane; phosphotransferase activity, for other substituted phosphate groups; ethanolaminephosphotransferase activity	biological_process; cellular_component; molecular_function	3	2.7.8.1	Ethanolaminephosphotransferase.	CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.	\N	\N	Sphingophospholipid biosynthesis; Aminophosphonate metabolism; Glycerolipid metabolism	Metabolism of Complex Lipids; Metabolism of Other Amino Acids	METABOLIC	yes	yes
gene_2807	onu_vs_self	2988.33995535416	-0.0459644831739663	0.0802628663127347	-0.572674329806155	0.566865221527968	0.664525649997179	1981367	1981621	jgi.p|Ophnu1|1981367	Ophnu1	OphioH327chr_2	3685554	3687470	-	prediction	17540	5	GO:0003700; GO:0005634; GO:0006355; GO:0043565; GO:0046983	transcription factor activity; nucleus; regulation of transcription, DNA-dependent; sequence-specific DNA binding; protein dimerization activity	molecular_function; cellular_component; biological_process	0									yes	no
gene_2808	onu_vs_self	2306.50301127316	0.682445039375792	0.0681805199090193	10.0093845028823	1.38612206251154e-23	2.2345018559508e-22	1981368	1981622	jgi.p|Ophnu1|1981368	Ophnu1	OphioH327chr_2	3698404	3700479	+	prediction	17548	0				0									no	no
gene_2809	onu_vs_self	16294.8580993665	0.504591321712552	0.0904201181522966	5.58052048618934	2.39799904885989e-08	1.26474872817256e-07	1981369	1981623	jgi.p|Ophnu1|1981369	Ophnu1	OphioH327chr_2	3702566	3703622	-	prediction	17552	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	structural constituent of ribosome; intracellular; ribosome; translation	molecular_function; cellular_component; biological_process	0									yes	no
gene_2810	onu_vs_self	1829.34309848544	-0.0784391389355945	0.0722631821824274	-1.08546477703647	0.277715855894246	0.376206318476776	1981370	1981624	jgi.p|Ophnu1|1981370	Ophnu1	OphioH327chr_2	3704125	3705119	+	prediction	17564	0				0									no	no
gene_2811	onu_vs_self	303.072249481083	0.281849453426705	0.190972038286608	1.47586765034004	0.139979425367815	0.213131248870241	1981371	1981625	jgi.p|Ophnu1|1981371	Ophnu1	OphioH327chr_2	3707252	3708034	+	prediction	17570	3	GO:0005215; GO:0006810; GO:0016021	transporter activity; transport; integral to membrane	molecular_function; biological_process; cellular_component	0									yes	no
gene_2812	onu_vs_self	225.513834324079	0.126182779890035	0.157194008907355	0.802720032189034	0.422136571810846	0.525674869755724	1981372	1981626	jgi.p|Ophnu1|1981372	Ophnu1	OphioH327chr_2	3708350	3709063	+	prediction	17574	0				0									no	no
gene_2813	onu_vs_self	437.51821450926	0.10816324271014	0.100338569302585	1.07798270856303	0.281041472838205	0.379809758051001	1981373	1981627	jgi.p|Ophnu1|1981373	Ophnu1	OphioH327chr_2	3710199	3711628	+	prediction	17578	0				0									no	no
gene_2814	onu_vs_self	3015.92223337751	0.282467403442565	0.120810356225899	2.33810587326132	0.0193817566211642	0.0384936976049109	1981374	1981628	jgi.p|Ophnu1|1981374	Ophnu1	OphioH327chr_2	3711897	3713121	-	prediction	17584	1	GO:0004632	phosphopantothenate--cysteine ligase activity	molecular_function	1	6.3.2.5	Phosphopantothenate--cysteine ligase.	CTP + (R)-4'-phosphopantothenate + L-cysteine = unidentified products of CTP breakdown + (R)-4'-phosphopantothenoyl-L-cysteine.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2815	onu_vs_self	443.272055524379	1.31394553192214	0.113520256081891	11.5745469334943	5.54634850050745e-31	1.16650474605267e-29	1981375	1981629	jgi.p|Ophnu1|1981375	Ophnu1	OphioH327chr_2	3715496	3716476	-	prediction	17592	5	GO:0008152; GO:0016740; GO:0004604; GO:0019379; GO:0019344	metabolic process; transferase activity; phosphoadenylyl-sulfate reductase (thioredoxin) activity; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin); cysteine biosynthetic process	biological_process; molecular_function	0									yes	no
gene_2816	onu_vs_self	1060.84802743024	-0.268758793611598	0.13863840033249	-1.93855954026479	0.052554994207866	0.0915487892591235	1981376	1981630	jgi.p|Ophnu1|1981376	Ophnu1	OphioH327chr_2	3718418	3719962	+	prediction	17596	4	GO:0004647; GO:0006564; GO:0008152; GO:0016791	phosphoserine phosphatase activity; L-serine biosynthetic process; metabolic process; phosphoric monoester hydrolase activity	molecular_function; biological_process	1	3.1.3.3	Phosphoserine phosphatase.	Phosphoserine + H(2)O = serine + phosphate.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC	yes	yes
gene_2817	onu_vs_self	865.826980290353	0.154524990725037	0.172459162034975	0.896009170528727	0.370247865404343	0.472891931939895	1981377	1981631	jgi.p|Ophnu1|1981377	Ophnu1	OphioH327chr_2	3720267	3720680	-	prediction	17600	0				0									no	no
gene_2818	onu_vs_self	2345.99719602003	-2.71727922807713	0.175678566105314	-15.4673349647458	5.76445555378895e-54	2.38375553335427e-52	1981378	1981632	jgi.p|Ophnu1|1981378	Ophnu1	OphioH327chr_2	3723706	3725768	+	prediction	17604	3	GO:0006820; GO:0015380; GO:0016021	anion transport; anion exchanger activity; integral to membrane	biological_process; molecular_function; cellular_component	0									yes	no
gene_2819	onu_vs_self	692.222202918086	0.414264989597083	0.127544708058252	3.24799825805301	0.00116219982153504	0.00303398306567246	1981379	1981633	jgi.p|Ophnu1|1981379	Ophnu1	OphioH327chr_2	3726114	3729069	-	prediction	17612	0				0									no	no
gene_2820	onu_vs_self	14172.1426151548	0.627248337444771	0.081141157957015	7.73033505113471	1.07263893024083e-14	1.00898782888588e-13	1981380	1981634	jgi.p|Ophnu1|1981380	Ophnu1	OphioH327chr_2	3732379	3732874	+	prediction	17618	0				0									no	no
gene_2821	onu_vs_self	4414.54664785109	0.485019418683888	0.124503005342866	3.89564426455574	9.79380464472461e-05	0.000312350848579891	1981381	1981635	jgi.p|Ophnu1|1981381	Ophnu1	OphioH327chr_2	3733238	3733492	-	prediction	17624	0				0									no	no
gene_2822	onu_vs_self	4760.19716357847	0.672012803804792	0.0858135206657227	7.83108301106238	4.83685171272844e-15	4.66780728984842e-14	1981382	1981636	jgi.p|Ophnu1|1981382	Ophnu1	OphioH327chr_2	3734585	3735504	+	prediction	17628	5	GO:0006457; GO:0003755; GO:0004600; GO:0030051; GO:0042027	protein folding; peptidyl-prolyl cis-trans isomerase activity; cyclophilin; FK506-sensitive peptidyl-prolyl cis-trans isomerase; cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	biological_process; molecular_function	1	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N	yes	yes
gene_2823	onu_vs_self	536.108669209732	0.802285547648278	0.193642241773458	4.14313292544337	3.42593237097123e-05	0.000117586131096687	1981383	1981637	jgi.p|Ophnu1|1981383	Ophnu1	OphioH327chr_2	3736775	3738830	+	prediction	17640	2	GO:0006812; GO:0008324	cation transport; cation transmembrane transporter activity	biological_process; molecular_function	0									yes	no
gene_2824	onu_vs_self	1072.45933774398	0.0567156179154091	0.135541742093754	0.41843654242085	0.675627973696968	0.755958786517655	1981384	1981638	jgi.p|Ophnu1|1981384	Ophnu1	OphioH327chr_2	3739178	3740954	+	prediction	17646	3	GO:0006281; GO:0003887; GO:0034061	DNA repair; DNA-directed DNA polymerase activity; DNA polymerase activity	biological_process; molecular_function	3	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism; DNA polymerase; Pyrimidine metabolism	Nucleotide Metabolism; REPLICATION AND REPAIR	METABOLIC; REGULATORY	yes	yes
gene_2825	onu_vs_self	646.64946602168	0.82273368315017	0.130279221379897	6.31515658779585	2.69888062942939e-10	1.73702392390342e-09	1981385	1981639	jgi.p|Ophnu1|1981385	Ophnu1	OphioH327chr_2	3741557	3742162	-	prediction	17654	0				0									no	no
gene_2826	onu_vs_self	2091.31159300523	-0.052919807727353	0.0744241814104788	-0.711056631385428	0.477049143166529	0.580213223288645	1981386	1981640	jgi.p|Ophnu1|1981386	Ophnu1	OphioH327chr_2	3743415	3744531	-	prediction	17660	0				0									no	no
gene_2827	onu_vs_self	1289.62723668432	-0.0910443937514399	0.175578822665137	-0.518538582099273	0.604082548252943	0.697362995690518	1981387	1981641	jgi.p|Ophnu1|1981387	Ophnu1	OphioH327chr_2	3745431	3745942	+	prediction	17666	2	GO:0005515; GO:0008270	protein binding; zinc ion binding	molecular_function	0									yes	no
gene_2828	onu_vs_self	842.123778431443	-0.0480491309782264	0.151187125546336	-0.317812319035724	0.750627305585727	0.815402250737795	1981388	1981642	jgi.p|Ophnu1|1981388	Ophnu1	OphioH327chr_2	3746667	3747449	+	prediction	17676	0				0									no	no
