gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_2726	interaction_vs_self	1399.38525436006	-0.413207120021701	0.0875747505916128	-4.71833624680941	2.37781252651951e-06	7.21775717269752e-06	1981286	1981540	jgi.p|Ophnu1|1981286	Ophnu1	OphioH327chr_2	3399412	3400163	-	prediction	17050	3	GO:0006810; GO:0016021; GO:0016192	integral to membrane; transport; vesicle-mediated transport	biological_process; cellular_component	0									yes	no
gene_2727	interaction_vs_self	427.214773537428	-0.685651870899531	0.14989770636579	-4.57413183645626	4.78198672387811e-06	1.39992497798894e-05	1981287	1981541	jgi.p|Ophnu1|1981287	Ophnu1	OphioH327chr_2	3400704	3401312	-	prediction	17056	0				0									no	no
gene_2728	interaction_vs_self	733.498847222864	0.126020009199947	0.142176261893318	0.886364626005613	0.375421074584184	0.455055847980829	1981288	1981542	jgi.p|Ophnu1|1981288	Ophnu1	OphioH327chr_2	3401730	3403190	-	prediction	17060	2	GO:0008152; GO:0016491	metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_2729	interaction_vs_self	1307.92096951752	-0.992593714541215	0.0965297272099087	-10.2827775777587	8.42635647969022e-25	9.46582827639741e-24	1981289	1981543	jgi.p|Ophnu1|1981289	Ophnu1	OphioH327chr_2	3403548	3404261	+	prediction	17064	2	GO:0003676; GO:0005622	intracellular; nucleic acid binding	cellular_component; molecular_function	0									yes	no
gene_2730	interaction_vs_self	2640.46759979262	0.0420249478079515	0.101417795913959	0.41437449344299	0.678599865800989	0.73790839065758	1981290	1981544	jgi.p|Ophnu1|1981290	Ophnu1	OphioH327chr_2	3404432	3410604	-	prediction	17068	6	GO:0000166; GO:0003676; GO:0004386; GO:0005524; GO:0008026; GO:0017111	ATP binding; ATP-dependent helicase activity; helicase activity; nucleic acid binding; nucleoside-triphosphatase activity; nucleotide binding	molecular_function	0									yes	no
gene_2731	interaction_vs_self	1270.28542291773	0.223474283205456	0.106326617897437	2.10177176350158	0.0355732737365683	0.0573351954782574	1981291	1981545	jgi.p|Ophnu1|1981291	Ophnu1	OphioH327chr_2	3411542	3412405	+	prediction	17074	1	GO:0016192	vesicle-mediated transport	biological_process	0									yes	no
gene_2732	interaction_vs_self	9667.17497864696	0.624691858934746	0.0998597803974869	6.25569029341134	3.95761443805774e-10	1.77460343581845e-09	1981292	1981546	jgi.p|Ophnu1|1981292	Ophnu1	OphioH327chr_2	3413174	3414159	-	prediction	17086	2	GO:0003779; GO:0030036	actin binding; actin cytoskeleton organization and biogenesis	biological_process; molecular_function	0									yes	no
gene_2733	interaction_vs_self	2368.88088714738	-0.139774358804269	0.0797723964074015	-1.75216447166054	0.0797455308598139	0.117551531627347	1981293	1981547	jgi.p|Ophnu1|1981293	Ophnu1	OphioH327chr_2	3416063	3418431	+	prediction	17096	1	GO:0005515	protein binding	molecular_function	0									yes	no
gene_2734	interaction_vs_self	1568.87676338997	-0.19271474360667	0.0740794825145265	-2.60145909589581	0.009282813442937	0.0167638993821816	1981294	1981548	jgi.p|Ophnu1|1981294	Ophnu1	OphioH327chr_2	3419109	3419921	-	prediction	17102	5	GO:0003700; GO:0005634; GO:0006355; GO:0043565; GO:0046983	nucleus; protein dimerization activity; regulation of transcription, DNA-dependent; sequence-specific DNA binding; transcription factor activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_2735	interaction_vs_self	0.240373337486024	1.08704848904552	4.08045587181216	0.266403687037732	0.789928325956297	0.835306581400937	1981295	1981549	jgi.p|Ophnu1|1981295	Ophnu1	OphioH327chr_2	3424599	3425103	+	prediction	17106	0				0									no	no
gene_2737	interaction_vs_self	231.169287783095	0.142221265682434	0.149510637777271	0.951245127415646	0.341479955024568	0.420706450059053	1981297	1981551	jgi.p|Ophnu1|1981297	Ophnu1	OphioH327chr_2	3426561	3427255	+	prediction	17120	1	GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	molecular_function	1	4.2.1.96	4a-hydroxytetrahydrobiopterin dehydratase.	(6R)-6-(L-erythro-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4a- hydroxypterin = (6R)-6-(L-erythro-1,2-dihydroxypropyl)-7,8-dihydro- 6H-pterin + H(2)O.	\N	\N	\N	\N	\N	yes	yes
gene_2738	interaction_vs_self	17756.516539123	1.02651741643984	0.104193442646101	9.85203473817888	6.71701386601815e-23	6.84495698727564e-22	1981298	1981552	jgi.p|Ophnu1|1981298	Ophnu1	OphioH327chr_2	3427655	3428749	-	prediction	17128	1	GO:0000254	C-4 methylsterol oxidase activity	molecular_function	0									yes	no
gene_2739	interaction_vs_self	4669.83566172401	0.806601426065664	0.0719326147051517	11.2132921814657	3.50894315462815e-29	4.79817147022635e-28	1981299	1981553	jgi.p|Ophnu1|1981299	Ophnu1	OphioH327chr_2	3430748	3433131	+	prediction	17134	0				0									no	no
gene_2740	interaction_vs_self	2424.66886991023	0.284570055631523	0.109451917156471	2.59995496675226	0.00932359948949699	0.0168304537389486	1981300	1981554	jgi.p|Ophnu1|1981300	Ophnu1	OphioH327chr_2	3434843	3435607	+	prediction	17140	9	GO:0003924; GO:0005515; GO:0005525; GO:0005622; GO:0006886; GO:0006913; GO:0007165; GO:0007264; GO:0015031	GTP binding; GTPase activity; intracellular; intracellular protein transport; nucleocytoplasmic transport; protein binding; protein transport; signal transduction; small GTPase mediated signal transduction	biological_process; cellular_component; molecular_function	0									yes	no
gene_2741	interaction_vs_self	529.437557730741	-0.0369061332384888	0.11158788237555	-0.330736030228451	0.740843884267994	0.792901181462119	1981301	1981555	jgi.p|Ophnu1|1981301	Ophnu1	OphioH327chr_2	3436242	3438281	-	prediction	17148	0				0									no	no
gene_2742	interaction_vs_self	751.588694360676	0.00612278264951107	0.115838605453641	0.0528561495153828	0.957846523142479	0.971465194087633	1981302	1981556	jgi.p|Ophnu1|1981302	Ophnu1	OphioH327chr_2	3439047	3441533	+	prediction	17152	7	GO:0000166; GO:0004249; GO:0005524; GO:0008133; GO:0008319; GO:0017111; GO:0030402	ATP binding; collagenase activity; matrilysin-2 activity; nucleoside-triphosphatase activity; nucleotide binding; prenyl protein specific endopeptidase activity; stromelysin 3 activity	molecular_function	1	3.4.24.-	Metalloendopeptidases.	\N	\N	\N	\N	\N	\N	yes	yes
gene_2743	interaction_vs_self	337.989199734506	0.268823544559721	0.167151937742947	1.60825861901241	0.107778549582983	0.153514710255427	1981303	1981557	jgi.p|Ophnu1|1981303	Ophnu1	OphioH327chr_2	3441830	3443146	-	prediction	17156	1	GO:0004581	dolichyl-phosphate beta-glucosyltransferase activity	molecular_function	1	2.4.1.117	Dolichyl-phosphate beta-glucosyltransferase.	UDP-glucose + dolichyl phosphate = UDP + dolichyl beta-D-glucosyl phosphate.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_2744	interaction_vs_self	3901.63953969994	0.0110289475856391	0.0659617790225741	0.16720209413795	0.867211036731892	0.89782568073143	1981304	1981558	jgi.p|Ophnu1|1981304	Ophnu1	OphioH327chr_2	3444193	3444576	-	prediction	17160	0				0									no	no
gene_2745	interaction_vs_self	153.026631250275	2.77711587346512	0.219021948427837	12.6796236331544	7.66992627767797e-37	1.40921431427239e-35	1981305	1981559	jgi.p|Ophnu1|1981305	Ophnu1	OphioH327chr_2	3449514	3450167	-	prediction	17164	0				0									no	no
gene_2746	interaction_vs_self	4086.24863355623	-0.373942597448276	0.114329257547283	-3.27075155975386	0.00107262096008739	0.00228740294428203	1981306	1981560	jgi.p|Ophnu1|1981306	Ophnu1	OphioH327chr_2	3458707	3461810	+	prediction	17170	1	GO:0005488	binding	molecular_function	0									yes	no
gene_2747	interaction_vs_self	1314.35532601028	0.848316339321582	0.0896160599199793	9.46611957810986	2.90432866326197e-21	2.72002771964141e-20	1981307	1981561	jgi.p|Ophnu1|1981307	Ophnu1	OphioH327chr_2	3462676	3464430	-	prediction	17180	2	GO:0008152; GO:0016491	metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_2748	interaction_vs_self	1881.64269582331	0.289296716841583	0.0791237498262985	3.65625640186012	0.000255925380099968	0.000601681201223764	1981308	1981562	jgi.p|Ophnu1|1981308	Ophnu1	OphioH327chr_2	3465702	3469196	-	prediction	17184	0				0									no	no
gene_2749	interaction_vs_self	910.615412109529	0.50749157403739	0.0922508079444128	5.50121549442891	3.77181865165837e-08	1.39709076842041e-07	1981309	1981563	jgi.p|Ophnu1|1981309	Ophnu1	OphioH327chr_2	3469992	3475436	-	prediction	17188	0				0									no	no
gene_2750	interaction_vs_self	2922.10398394569	-0.086046239615332	0.069393235633974	-1.23998022039492	0.214982710211655	0.283392726172543	1981310	1981564	jgi.p|Ophnu1|1981310	Ophnu1	OphioH327chr_2	3476768	3478114	+	prediction	17196	0				0									no	no
gene_2751	interaction_vs_self	272.937434103413	-1.03376394133238	0.158854405917217	-6.50761894429987	7.63512927108267e-11	3.65325358079752e-10	1981311	1981565	jgi.p|Ophnu1|1981311	Ophnu1	OphioH327chr_2	3478523	3479515	-	prediction	17200	2	GO:0004553; GO:0005975	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	0									yes	no
gene_2752	interaction_vs_self	4549.65657853859	-0.673405479838239	0.141709576222563	-4.75201110460324	2.01403308596003e-06	6.17040916815243e-06	1981312	1981566	jgi.p|Ophnu1|1981312	Ophnu1	OphioH327chr_2	3483496	3486499	-	prediction	17204	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_2753	interaction_vs_self	1592.1027319345	0.757176888025085	0.0930570563720575	8.1366950293137	4.06214248225842e-16	2.87134101140645e-15	1981313	1981567	jgi.p|Ophnu1|1981313	Ophnu1	OphioH327chr_2	3491689	3493488	-	prediction	17210	3	GO:0004503; GO:0008152; GO:0016491	metabolic process; monophenol monooxygenase activity; oxidoreductase activity	biological_process; molecular_function	4	1.14.18.1	Monophenol monooxygenase.	L-tyrosine + L-DOPA + O(2) = L-DOPA + DOPAquinone + H(2)O.	Copper.	Albinism; MIM:203100.	Alkaloid biosynthesis I; Flavonoids, stilbene and lignin biosynthesis; Riboflavin metabolism; Tyrosine metabolism	Amino Acid Metabolism; Biosynthesis of Secondary Metabolites; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2754	interaction_vs_self	2326.89562628287	-0.257627203579318	0.114019142528577	-2.25950834102043	0.0238517820513453	0.0397297634480475	1981314	1981568	jgi.p|Ophnu1|1981314	Ophnu1	OphioH327chr_2	3497000	3498142	-	prediction	17214	2	GO:0008152; GO:0016829	lyase activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_2755	interaction_vs_self	0.802719632718103	-1.46868872405055	2.58174915101911	-0.568873518742442	0.569441977640167	0.643233482264427	1981315	1981569	jgi.p|Ophnu1|1981315	Ophnu1	OphioH327chr_2	3503605	3504357	-	prediction	17218	1	GO:0047927	gibberellin-44 dioxygenase activity	molecular_function	1	1.14.11.12	Gibberellin-44 dioxygenase.	Gibberellin 44 + 2-oxoglutarate + O(2) = gibberellin 19 + succinate + CO(2).	Iron.	\N	\N	\N	\N	yes	yes
gene_2756	interaction_vs_self	1055.37206462057	-0.37562536076532	0.0879563942634889	-4.27058616841509	1.94959875595197e-05	5.27952083231536e-05	1981316	1981570	jgi.p|Ophnu1|1981316	Ophnu1	OphioH327chr_2	3505028	3507553	-	prediction	17222	3	GO:0003676; GO:0004386; GO:0005524	ATP binding; helicase activity; nucleic acid binding	molecular_function	0									yes	no
gene_2757	interaction_vs_self	0.312192934012096	1.08703892949105	4.08045587179932	0.266401344272278	0.78993013004492	0.835306581400937	1981317	1981571	jgi.p|Ophnu1|1981317	Ophnu1	OphioH327chr_2	3508326	3508636	+	prediction	17228	0				0									no	no
gene_2758	interaction_vs_self	1259.94186272082	0.0663065557498021	0.122579825331761	0.540925519924212	0.588558920132796	0.660643109931384	1981318	1981572	jgi.p|Ophnu1|1981318	Ophnu1	OphioH327chr_2	3511036	3514071	+	prediction	17234	4	GO:0003677; GO:0005634; GO:0006350; GO:0008270	DNA binding; nucleus; transcription; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_2759	interaction_vs_self	158.296985173943	-0.243438784547147	0.20686869713418	-1.17677922237431	0.239283637755343	0.311334236082343	1981319	1981573	jgi.p|Ophnu1|1981319	Ophnu1	OphioH327chr_2	3515520	3516955	+	prediction	17246	3	GO:0008483; GO:0030170; GO:0042286	glutamate-1-semialdehyde 2,1-aminomutase activity; pyridoxal phosphate binding; transaminase activity	molecular_function	1	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase.	(S)-4-amino-5-oxopentanoate = 5-aminolevulinate.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2760	interaction_vs_self	192.554422087008	-0.538812272023375	0.178411300132244	-3.02005686648766	0.00252727229714877	0.00507232142171007	1981320	1981574	jgi.p|Ophnu1|1981320	Ophnu1	OphioH327chr_2	3518960	3520687	+	prediction	17252	5	GO:0006810; GO:0006865; GO:0015171; GO:0016020; GO:0016021	amino acid transmembrane transporter activity; amino acid transport; integral to membrane; membrane; transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_2761	interaction_vs_self	1633.20484413702	0.084194610568005	0.0869051560142035	0.968810303432911	0.332639844852651	0.412307713863118	1981321	1981575	jgi.p|Ophnu1|1981321	Ophnu1	OphioH327chr_2	3521292	3523964	+	prediction	17258	4	GO:0005216; GO:0005247; GO:0006821; GO:0016020	chloride transport; ion channel activity; membrane; voltage-gated chloride channel activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_2762	interaction_vs_self	850.348370024349	1.18485067741891	0.157438812618845	7.52578514605165	5.24044531099854e-14	3.20644831037509e-13	1981322	1981576	jgi.p|Ophnu1|1981322	Ophnu1	OphioH327chr_2	3524656	3526352	+	prediction	17262	5	GO:0004058; GO:0006519; GO:0016831; GO:0019752; GO:0030170	amino acid and derivative metabolic process; aromatic-L-amino-acid decarboxylase activity; carboxy-lyase activity; carboxylic acid metabolic process; pyridoxal phosphate binding	biological_process; molecular_function	5	4.1.1.28	Aromatic-L-amino-acid decarboxylase.	L-tryptophan = tryptamine + CO(2).	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I; Histidine metabolism; Phenylalanine metabolism; Tryptophan metabolism; Tyrosine metabolism	Amino Acid Metabolism; Biosynthesis of Secondary Metabolites	METABOLIC	yes	yes
gene_2763	interaction_vs_self	6420.01816497124	-0.253503385225793	0.125340889485939	-2.02251145867471	0.0431235410266841	0.0679686082099827	1981323	1981577	jgi.p|Ophnu1|1981323	Ophnu1	OphioH327chr_2	3526549	3531378	-	prediction	17268	3	GO:0004622; GO:0006629; GO:0008152	lipid metabolic process; lysophospholipase activity; metabolic process	biological_process; molecular_function	1	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	yes	yes
gene_2764	interaction_vs_self	4469.8384674733	-0.0829211199616874	0.0792900348579472	-1.04579497423914	0.295655702044066	0.372946184718126	1981324	1981578	jgi.p|Ophnu1|1981324	Ophnu1	OphioH327chr_2	3532670	3533814	+	prediction	17274	4	GO:0003723; GO:0003743; GO:0005850; GO:0006412	eukaryotic translation initiation factor 2 complex; RNA binding; translation; translation initiation factor activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_2765	interaction_vs_self	861.633580461787	-0.136544366143294	0.156053368874721	-0.874985058816073	0.381582035405701	0.461412942940076	1981325	1981579	jgi.p|Ophnu1|1981325	Ophnu1	OphioH327chr_2	3534645	3535334	+	prediction	17282	8	GO:0004289; GO:0006508; GO:0008132; GO:0008236; GO:0008243; GO:0008991; GO:0016020; GO:0016808	membrane; pancreatic elastase activity; plasminogen activator activity; proprotein convertase activity; proteolysis; serine-type peptidase activity; serine-type signal peptidase activity; subtilase activity	biological_process; cellular_component; molecular_function	1	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N	yes	yes
gene_2766	interaction_vs_self	978.220360614177	-0.662874351593639	0.0928403179745191	-7.13994055659709	9.33712889324076e-13	5.20689402776162e-12	1981326	1981580	jgi.p|Ophnu1|1981326	Ophnu1	OphioH327chr_2	3536350	3537601	+	prediction	17288	0				0									no	no
gene_2767	interaction_vs_self	3249.48233150214	0.428085956171142	0.114130158073609	3.75085747182656	0.000176230859889646	0.000426019813797055	1981327	1981581	jgi.p|Ophnu1|1981327	Ophnu1	OphioH327chr_2	3538569	3539029	+	prediction	17296	0				0									no	no
gene_2768	interaction_vs_self	1674.38244803608	1.31634371996671	0.079273135479962	16.6051678414997	6.39410531856114e-62	2.18061918433798e-60	1981328	1981582	jgi.p|Ophnu1|1981328	Ophnu1	OphioH327chr_2	3539723	3541006	-	prediction	17302	4	GO:0003824; GO:0004084; GO:0008152; GO:0009081	branched chain family amino acid metabolic process; branched-chain-amino-acid transaminase activity; catalytic activity; metabolic process	biological_process; molecular_function	3	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.	\N	Pantothenate and CoA biosynthesis; Valine, leucine and isoleucine biosynthesis; Valine, leucine and isoleucine degradation	Amino Acid Metabolism; Metabolism of Cofactors and Vitamins	METABOLIC	yes	yes
gene_2769	interaction_vs_self	2780.17669744657	0.146811547270786	0.073676194653469	1.99265920235572	0.0462987776554047	0.0724396886730513	1981329	1981583	jgi.p|Ophnu1|1981329	Ophnu1	OphioH327chr_2	3542340	3545354	+	prediction	17306	3	GO:0006508; GO:0008233; GO:0043275	glutamate carboxypeptidase II activity; peptidase activity; proteolysis	biological_process; molecular_function	1	3.4.17.21	Glutamate carboxypeptidase II.	Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.	Zinc.	\N	\N	\N	\N	yes	yes
gene_2770	interaction_vs_self	3498.54999205405	0.266306487077809	0.0702521205521792	3.7907252476459	0.000150208041671429	0.000366110716602343	1981330	1981584	jgi.p|Ophnu1|1981330	Ophnu1	OphioH327chr_2	3545911	3548853	-	prediction	17312	0				0									no	no
gene_2771	interaction_vs_self	62.2659407065889	-0.729008433866569	0.335054646476237	-2.17578965560853	0.0295709925392734	0.0484733236568709	1981331	1981585	jgi.p|Ophnu1|1981331	Ophnu1	OphioH327chr_2	3550709	3551255	-	prediction	17322	0				0									no	no
gene_2772	interaction_vs_self	593.332702094343	-0.0630069639096673	0.108387210056027	-0.581313642791415	0.561029087437945	0.635996422787553	1981332	1981586	jgi.p|Ophnu1|1981332	Ophnu1	OphioH327chr_2	3552185	3553125	+	prediction	17330	2	GO:0008152; GO:0016491	metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_2773	interaction_vs_self	308.048835679729	-0.610765076825262	0.186609699828385	-3.27295460732722	0.00106429568356514	0.00227186649055802	1981333	1981587	jgi.p|Ophnu1|1981333	Ophnu1	OphioH327chr_2	3553347	3554003	-	prediction	17336	0				0									no	no
gene_2774	interaction_vs_self	57426.6625762022	0.195528271756605	0.0628600352102923	3.11053392035947	0.00186749445474346	0.00382617341613308	1981334	1981588	jgi.p|Ophnu1|1981334	Ophnu1	OphioH327chr_2	3554898	3555660	-	prediction	17340	0				0									no	no
gene_2775	interaction_vs_self	34.6325200615228	-0.776897737094367	0.379712734798922	-2.04601443642857	0.0407549503422766	0.0646280798313982	1981335	1981589	jgi.p|Ophnu1|1981335	Ophnu1	OphioH327chr_2	3556742	3557650	-	prediction	17346	0				0									no	no
gene_2776	interaction_vs_self	20.2918413467357	-0.406108683998067	0.439135454549173	-0.924791382228491	0.355074434161099	0.434205308059858	1981336	1981590	jgi.p|Ophnu1|1981336	Ophnu1	OphioH327chr_2	3557806	3558339	-	prediction	17350	0				0									no	no
gene_2777	interaction_vs_self	4.41517260010754	-0.390121712484105	1.043953531831	-0.373696434361275	0.708630178422098	0.764927405711621	1981337	1981591	jgi.p|Ophnu1|1981337	Ophnu1	OphioH327chr_2	3558960	3561162	-	prediction	17354	2	GO:0005975; GO:0008810	carbohydrate metabolic process; cellulase activity	biological_process; molecular_function	0									yes	no
gene_2778	interaction_vs_self	11379.8344912692	0.142182317091053	0.0885805045081492	1.6051197481944	0.108467454067565	0.154412341064087	1981338	1981592	jgi.p|Ophnu1|1981338	Ophnu1	OphioH327chr_2	3566142	3566474	+	prediction	17360	0				0									no	no
gene_2779	interaction_vs_self	497.15544182468	0.315947104507509	0.11849444621391	2.66634525585402	0.00766808986157152	0.0140524190141409	1981339	1981593	jgi.p|Ophnu1|1981339	Ophnu1	OphioH327chr_2	3566942	3567559	-	prediction	17364	1	GO:0016787	hydrolase activity	molecular_function	0									yes	no
gene_2780	interaction_vs_self	745.540070900877	-0.55763374137014	0.110470759505438	-5.04779494471287	4.46938465494822e-07	1.48766240549676e-06	1981340	1981594	jgi.p|Ophnu1|1981340	Ophnu1	OphioH327chr_2	3568306	3569713	+	prediction	17368	6	GO:0006508; GO:0008152; GO:0008237; GO:0016787; GO:0016813; GO:0046983	hydrolase activity; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines; metabolic process; metallopeptidase activity; protein dimerization activity; proteolysis	biological_process; molecular_function	0									yes	no
gene_2781	interaction_vs_self	1066.07796722508	0.446405702061677	0.153547569331089	2.90727950957732	0.0036458726708177	0.00710094881961308	1981341	1981595	jgi.p|Ophnu1|1981341	Ophnu1	OphioH327chr_2	3570037	3572175	-	prediction	17374	0				0									no	no
gene_2782	interaction_vs_self	2804.81265903702	0.396030165792494	0.0664631770484597	5.95864030850857	2.5434522082228e-09	1.05689082050423e-08	1981342	1981596	jgi.p|Ophnu1|1981342	Ophnu1	OphioH327chr_2	3573753	3577400	+	prediction	17384	3	GO:0000166; GO:0005524; GO:0017111	ATP binding; nucleoside-triphosphatase activity; nucleotide binding	molecular_function	0									yes	no
gene_2783	interaction_vs_self	1662.40097938335	0.0302085386986248	0.0835079415768935	0.361744501519164	0.717542968551479	0.7724054088029	1981343	1981597	jgi.p|Ophnu1|1981343	Ophnu1	OphioH327chr_2	3581348	3583765	+	prediction	17388	0				0									no	no
gene_2784	interaction_vs_self	3.74285361751653	-2.07152972139191	1.46446275715995	-1.41453219705583	0.157205700771996	0.215205629075369	1981344	1981598	jgi.p|Ophnu1|1981344	Ophnu1	OphioH327chr_2	3584751	3587086	-	prediction	17392	0				0									no	no
gene_2785	interaction_vs_self	5922.79228072306	0.416659332598977	0.104740414782325	3.97801873770398	6.94918966180953e-05	0.000176775820223149	1981345	1981599	jgi.p|Ophnu1|1981345	Ophnu1	OphioH327chr_2	3590958	3593849	+	prediction	17398	9	GO:0005198; GO:0005488; GO:0005515; GO:0006461; GO:0006886; GO:0008565; GO:0016192; GO:0030117; GO:0030126	binding; COPI vesicle coat; intracellular protein transport; membrane coat; protein binding; protein complex assembly; protein transporter activity; structural molecule activity; vesicle-mediated transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_2786	interaction_vs_self	3526.22789186025	-0.65776505504721	0.0764752933015402	-8.60101382617337	7.90149642769273e-18	6.19384701657965e-17	1981346	1981600	jgi.p|Ophnu1|1981346	Ophnu1	OphioH327chr_2	3594211	3597700	-	prediction	17404	0				0									no	no
gene_2787	interaction_vs_self	1584.21330996403	-0.232894462302829	0.0770121030975339	-3.02412806475203	0.00249350862359219	0.00501043047369697	1981347	1981601	jgi.p|Ophnu1|1981347	Ophnu1	OphioH327chr_2	3598445	3602950	-	prediction	17410	0				0									no	no
gene_2788	interaction_vs_self	4498.53218322568	0.302873114006485	0.0803257242661538	3.77056188130885	0.000162880406560541	0.000395197358321495	1981348	1981602	jgi.p|Ophnu1|1981348	Ophnu1	OphioH327chr_2	3624540	3628289	-	prediction	17420	0				0									no	no
gene_2789	interaction_vs_self	1280.99080660271	-0.156068259307151	0.0807256517228771	-1.9333168079326	0.0531971825100376	0.0821074436144828	1981349	1981603	jgi.p|Ophnu1|1981349	Ophnu1	OphioH327chr_2	3632176	3634838	+	prediction	17424	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	nucleus; regulation of transcription, DNA-dependent; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_2790	interaction_vs_self	40.9709072905843	0.899587252511362	0.355215724555084	2.53250965631692	0.011324925048112	0.0200831486247853	1981350	1981604	jgi.p|Ophnu1|1981350	Ophnu1	OphioH327chr_2	3635014	3636048	-	prediction	17430	6	GO:0008152; GO:0008873; GO:0008875; GO:0016616; GO:0048037; GO:0051287	cofactor binding; gluconate 2-dehydrogenase activity; gluconate dehydrogenase activity; metabolic process; NAD binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	biological_process; molecular_function	1	1.1.1.215	Gluconate 2-dehydrogenase.	D-gluconate + NADP(+) = 2-dehydro-D-gluconate + NADPH.	\N	\N	\N	\N	\N	yes	yes
gene_2791	interaction_vs_self	6.06789802743483	-0.458406390809836	0.812248244967491	-0.564367351545565	0.57250415329267	0.645925339684362	1981351	1981605	jgi.p|Ophnu1|1981351	Ophnu1	OphioH327chr_2	3636989	3637525	-	prediction	17434	1	GO:0004747	ribokinase activity	molecular_function	1	2.7.1.15	Ribokinase.	ATP + D-ribose = ADP + D-ribose 5-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_2792	interaction_vs_self	26.2243855707625	-0.972679173551251	0.476340223847948	-2.04198412154616	0.0411531064100242	0.0651387926904229	1981352	1981606	jgi.p|Ophnu1|1981352	Ophnu1	OphioH327chr_2	3638466	3639477	+	prediction	17438	2	GO:0008152; GO:0016829	lyase activity; metabolic process	biological_process; molecular_function	0									yes	no
gene_2793	interaction_vs_self	216.361418573366	1.09839891751205	0.150991084229465	7.27459454389229	3.47462460012763e-13	2.01509394153744e-12	1981353	1981607	jgi.p|Ophnu1|1981353	Ophnu1	OphioH327chr_2	3639883	3641736	-	prediction	17444	0				0									no	no
gene_2794	interaction_vs_self	1056.7922175942	-0.651976770617638	0.117531677996115	-5.54724293682926	2.90209382984199e-08	1.08669830198808e-07	1981354	1981608	jgi.p|Ophnu1|1981354	Ophnu1	OphioH327chr_2	3643856	3645988	+	prediction	17460	0				0									no	no
gene_2795	interaction_vs_self	184.49541827283	-1.02751590776703	0.183375290370143	-5.60334986078546	2.10248239469763e-08	7.97750412172504e-08	1981355	1981609	jgi.p|Ophnu1|1981355	Ophnu1	OphioH327chr_2	3646545	3648191	+	prediction	17464	4	GO:0005215; GO:0006810; GO:0016020; GO:0016021	integral to membrane; membrane; transport; transporter activity	biological_process; cellular_component; molecular_function	0									yes	no
gene_2796	interaction_vs_self	391.543652861463	-0.110202682855965	0.167986265534929	-0.656021981946201	0.511809980722883	0.589966797062736	1981356	1981610	jgi.p|Ophnu1|1981356	Ophnu1	OphioH327chr_2	3648515	3649198	+	prediction	17472	0				0									no	no
