gene_id	in_deseq2_dataset	padj_available	deseq2_status	regulation	significant_padj_lt_0.05	significant_raw_abs_lfc_gt_1	significant_shrunk_abs_lfc_gt_1	raw_baseMean	raw_log2FoldChange	raw_lfcSE	raw_stat	raw_pvalue	raw_padj	shrunk_log2FoldChange	shrunk_lfcSE	mapped_transcript_count	transcript_ids	protein_coding_transcript_count	protein_coding_transcript_ids	has_predicted_protein	predicted_protein_count	protein_ids	eggnog_annotated_protein_count	eggnog_annotated	signalp_raw_positive_protein_count	signalp_raw_positive	signalp_confident_positive_protein_count	signalp_confident_positive	signalp_ambiguous_protein_count	dbcan_any_hit_protein_count	dbcan_any_hit	dbcan_high_confidence_protein_count	dbcan_high_confidence	dbcan_max_n_tools	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
TRINITY_DN4059_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	153.053735425266	1.14459333850477	0.202455475645252	5.65355584904186	1.57162012509457e-08	1.90115337713053e-07	1.07271496833556	0.208882748133576	3	TRINITY_DN4059_c0_g1_i1; TRINITY_DN4059_c0_g1_i2; TRINITY_DN4059_c0_g1_i3	2	TRINITY_DN4059_c0_g1_i1; TRINITY_DN4059_c0_g1_i2	TRUE	2	TRINITY_DN4059_c0_g1_i1|m.15548; TRINITY_DN4059_c0_g1_i2|m.15549	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5507.FOXG_04703P0	1.35e-145; 2.92e-99	293.0; 414.0	COG3000@1|root,KOG0873@2759|Eukaryota,38ERS@33154|Opisthokonta,3P1B8@4751|Fungi,3QQXA@4890|Ascomycota,212P0@147550|Sordariomycetes,3THWY@5125|Hypocreales,1FN4J@110618|Nectriaceae	4751|Fungi	I	Belongs to the sterol desaturase family			1.14.18.9	ko:K07750	ko00100,ko01100,ko01130,map00100,map01100,map01130	M00101	R07509,R10057	RC01952	ko00000,ko00001,ko00002,ko01000				FA_hydroxylase						
TRINITY_DN4099_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	276.680269088892	1.3520969629952	0.146054267027628	9.25749716534766	2.09280175883496e-20	8.26105957434853e-19	1.32112480111688	0.147881572974258	2	TRINITY_DN4099_c0_g1_i1; TRINITY_DN4099_c0_g1_i2	2	TRINITY_DN4099_c0_g1_i1; TRINITY_DN4099_c0_g1_i2	TRUE	2	TRINITY_DN4099_c0_g1_i1|m.15410; TRINITY_DN4099_c0_g1_i2|m.15415	2	TRUE	2	TRUE	2	TRUE	0	0	FALSE	0	FALSE	0	5507.FOXG_13418P0	2.23e-88; 3.93e-88	322.0	2E0JD@1|root,2S7ZK@2759|Eukaryota,39KCR@33154|Opisthokonta,3Q4RC@4751|Fungi,3RN11@4890|Ascomycota,216UB@147550|Sordariomycetes,3THQX@5125|Hypocreales,1FQMY@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN4124_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	36.6550532227045	1.03580292731234	0.376507417838262	2.75108239104413	0.00593987016148319	0.0214006531038225	0.666529365937821	0.488866251285501	2	TRINITY_DN4124_c0_g1_i1; TRINITY_DN4124_c0_g1_i2	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN4521_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	22.7195158756734	-2.16295100369989	0.637178754432013	-3.39457489543569	0.000687352367861451	0.00335293837981196	-1.66813710738615	0.769903959393988	3	TRINITY_DN4521_c0_g1_i1; TRINITY_DN4521_c0_g1_i2; TRINITY_DN4521_c0_g1_i3	2	TRINITY_DN4521_c0_g1_i1; TRINITY_DN4521_c0_g1_i3	TRUE	2	TRINITY_DN4521_c0_g1_i1|m.11227; TRINITY_DN4521_c0_g1_i3|m.11232	2	TRUE	1	TRUE	1	TRUE	0	1	TRUE	0	FALSE	1	5127.CCT73102	1.1e-72; 2.7e-180	230.0; 511.0	2CAP4@1|root,2QQXU@2759|Eukaryota,39KSE@33154|Opisthokonta,3NWM7@4751|Fungi,3QMRM@4890|Ascomycota,214QD@147550|Sordariomycetes,3TVTB@5125|Hypocreales,1FVV7@110618|Nectriaceae	4751|Fungi	S	cellulose-binding family ii													CBM_1				CBM1		
TRINITY_DN4740_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	9415.45800961898	1.19144863906382	0.0449636968773541	26.4980133264775	1.0217010249452e-154	1.0217010249452e-151	1.18833216937575	0.0450259997828031	2	TRINITY_DN4740_c0_g1_i1; TRINITY_DN4740_c0_g1_i2	2	TRINITY_DN4740_c0_g1_i1; TRINITY_DN4740_c0_g1_i2	TRUE	3	TRINITY_DN4740_c0_g1_i1|m.16773; TRINITY_DN4740_c0_g1_i1|m.16774; TRINITY_DN4740_c0_g1_i2|m.16775	3	TRUE	2	TRUE	2	TRUE	0	0	FALSE	0	FALSE	0	101028.EKJ70709; 140110.NechaP92861	0.0; 1.31e-240; 6.88e-73	238.0; 677.0; 1261.0	COG0753@1|root,KOG0047@2759|Eukaryota,38BMC@33154|Opisthokonta,3NUEX@4751|Fungi,3QJPH@4890|Ascomycota,215GB@147550|Sordariomycetes,3TFBI@5125|Hypocreales,1FWW3@110618|Nectriaceae	4751|Fungi	Q	Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide		GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009267,GO:0009605,GO:0009636,GO:0009986,GO:0009987,GO:0009991,GO:0010035,GO:0010106,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0019725,GO:0020037,GO:0030003,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042542,GO:0042592,GO:0042594,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070301,GO:0070887,GO:0071236,GO:0071496,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098771,GO:0098869,GO:1901363,GO:1901700,GO:1901701,GO:1990748	1.11.1.6	ko:K03781	ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014	M00532	R00009,R00602,R02670	RC00034,RC00767,RC02141,RC02755	ko00000,ko00001,ko00002,ko01000				Catalase,Catalase-rel						
TRINITY_DN4876_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	71.7026664327331	1.08812977462079	0.272238448260523	3.99697317397095	6.41575683293109e-05	0.000407206004911	0.943777217952073	0.29091967118233	2	TRINITY_DN4876_c0_g1_i1; TRINITY_DN4876_c0_g1_i2	2	TRINITY_DN4876_c0_g1_i1; TRINITY_DN4876_c0_g1_i2	TRUE	2	TRINITY_DN4876_c0_g1_i1|m.68324; TRINITY_DN4876_c0_g1_i2|m.68325	0	FALSE	2	TRUE	2	TRUE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN5016_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	368.658027693351	1.01816925354005	0.121154264844305	8.40390765317666	4.31862339466314e-17	1.34026243282649e-15	0.990626623860486	0.122622792561472	2	TRINITY_DN5016_c0_g1_i1; TRINITY_DN5016_c0_g1_i2	2	TRINITY_DN5016_c0_g1_i1; TRINITY_DN5016_c0_g1_i2	TRUE	2	TRINITY_DN5016_c0_g1_i1|m.27955; TRINITY_DN5016_c0_g1_i2|m.27956	2	TRUE	0	FALSE	0	FALSE	0	2	TRUE	2	TRUE	2	5507.FOXG_12336P0; 101028.EKJ71459	0.0	1397.0; 1487.0	COG1472@1|root,2SH7D@2759|Eukaryota,3AEI0@33154|Opisthokonta,3PBCA@4751|Fungi,3QTWU@4890|Ascomycota,21DM4@147550|Sordariomycetes,3TVEQ@5125|Hypocreales,1FMFC@110618|Nectriaceae	4751|Fungi	G	Belongs to the glycosyl hydrolase 3 family			3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110		R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000		GH3		Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14		GH3(6-187); GH3(37-248)		GH3	GH3	
TRINITY_DN5040_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	482.22478207186	-1.05088243154979	0.109458726344366	-9.60071861464598	7.93889687190056e-22	3.4350996080339e-20	-1.02884711613556	0.110620338329348	3	TRINITY_DN5040_c0_g1_i1; TRINITY_DN5040_c0_g1_i2; TRINITY_DN5040_c0_g1_i3	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN5101_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	2135.94393010089	1.24519284385692	0.0748821653494906	16.6286970742011	4.31884042939263e-62	9.96655483705992e-60	1.23738312423052	0.0752026625575264	2	TRINITY_DN5101_c0_g1_i1; TRINITY_DN5101_c0_g1_i2	2	TRINITY_DN5101_c0_g1_i1; TRINITY_DN5101_c0_g1_i2	TRUE	2	TRINITY_DN5101_c0_g1_i1|m.28010; TRINITY_DN5101_c0_g1_i2|m.28012	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5518.FGSG_10050P0; 101028.EKJ79367	2.59e-51; 7.69e-100	167.0; 292.0	2E835@1|root,2SEKR@2759|Eukaryota,3A3HN@33154|Opisthokonta,3P41B@4751|Fungi,3QUQB@4890|Ascomycota,2199A@147550|Sordariomycetes,3TI0M@5125|Hypocreales,1FQKJ@110618|Nectriaceae	4751|Fungi	S	CsbD-like													CsbD						
TRINITY_DN5301_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	214.579396658459	1.35713356976395	0.168015388973094	8.07743610902975	6.61426633324471e-16	1.90186571882436e-14	1.31622266160456	0.170254697136824	1	TRINITY_DN5301_c0_g1_i1	1	TRINITY_DN5301_c0_g1_i1	TRUE	1	TRINITY_DN5301_c0_g1_i1|m.63033	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5127.CCT61623	1.54e-171	482.0	2EC52@1|root,2SI30@2759|Eukaryota,39WQC@33154|Opisthokonta,3NX3B@4751|Fungi,3QUP5@4890|Ascomycota,218MX@147550|Sordariomycetes,3TKWI@5125|Hypocreales,1FM2U@110618|Nectriaceae	4751|Fungi	S	Domain of unknown function (DUF3328)													DUF3328						
TRINITY_DN5344_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	27.2041717257632	1.28565744413932	0.444384888761899	2.89311692780845	0.00381439266613056	0.0147084550107862	0.871238881457406	0.570635098452175	2	TRINITY_DN5344_c0_g1_i1; TRINITY_DN5344_c0_g1_i2	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN5467_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	49.7908904582155	1.11461712368461	0.340744412629249	3.27112369967864	0.00107121043485535	0.00494151405110104	0.871581446664474	0.388338206697549	1	TRINITY_DN5467_c0_g1_i3	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN5715_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	295.165669778519	1.01468709587021	0.178222757136724	5.69336437260808	1.24560167844197e-08	1.53845279235535e-07	0.952521120616203	0.184227430432799	2	TRINITY_DN5715_c0_g1_i1; TRINITY_DN5715_c0_g1_i2	1	TRINITY_DN5715_c0_g1_i2	TRUE	1	TRINITY_DN5715_c0_g1_i2|m.4650	1	TRUE	1	TRUE	1	TRUE	0	1	TRUE	1	TRUE	2	5127.CCT61610	0.0	1213.0	COG2723@1|root,KOG0626@2759|Eukaryota,38CCU@33154|Opisthokonta,3NVIU@4751|Fungi,3QPF3@4890|Ascomycota,215R7@147550|Sordariomycetes,3TKI9@5125|Hypocreales,1FNK9@110618|Nectriaceae	4751|Fungi	G	Belongs to the glycosyl hydrolase 1 family													Glyco_hydro_1		GH1(161-619)		GH1	GH1	
TRINITY_DN5791_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	89122.1219753215	1.11675221819092	0.0393144754874129	28.4056242477014	1.72323436239014e-177	1.93863865768891e-174	1.11583991016828	0.0393417081853053	3	TRINITY_DN5791_c0_g1_i2; TRINITY_DN5791_c0_g1_i3; TRINITY_DN5791_c0_g1_i4	3	TRINITY_DN5791_c0_g1_i2; TRINITY_DN5791_c0_g1_i3; TRINITY_DN5791_c0_g1_i4	TRUE	4	TRINITY_DN5791_c0_g1_i2|m.17628; TRINITY_DN5791_c0_g1_i3|m.17633; TRINITY_DN5791_c0_g1_i3|m.17634; TRINITY_DN5791_c0_g1_i4|m.17639	4	TRUE	0	FALSE	0	FALSE	0	4	TRUE	3	TRUE	2	5507.FOXG_15437P0	0.0; 5.5e-191; 6.7e-251	546.0; 702.0; 1145.0; 1357.0	COG2303@1|root,KOG1238@2759|Eukaryota,38B8Z@33154|Opisthokonta,3NXIY@4751|Fungi,3QKFY@4890|Ascomycota,213Y3@147550|Sordariomycetes,3TM7V@5125|Hypocreales,1FPZN@110618|Nectriaceae	4751|Fungi	E	GMC oxidoreductase			1.1.3.13	ko:K17066	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00174	R00608	RC00034	ko00000,ko00001,ko00002,ko01000				GMC_oxred_C,GMC_oxred_N		AA3_3(16-357); AA3_3(16-573); AA3_3(16-652)		AA3_3+AA3_3	AA3_3	
TRINITY_DN5813_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	399.147476829423	-2.1713987618499	0.141100184035255	-15.3890569080148	1.93836873771104e-53	3.71176992327646e-51	-2.15296912909238	0.141329656296745	1	TRINITY_DN5813_c0_g1_i1	1	TRINITY_DN5813_c0_g1_i1	TRUE	1	TRINITY_DN5813_c0_g1_i1|m.17690	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5507.FOXG_02787P0	3.08e-46	154.0	2EXG2@1|root,2SZ51@2759|Eukaryota,3ABEY@33154|Opisthokonta,3P9RU@4751|Fungi,3R0GV@4890|Ascomycota,21CVE@147550|Sordariomycetes,3TP04@5125|Hypocreales,1FV9E@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN6033_c0_g2	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	927.29084952813	1.73730020573296	0.0870110579076095	19.966430101076	1.07894757382066e-88	4.22196876712432e-86	1.72884630879576	0.0871079091558181	1	TRINITY_DN6033_c0_g2_i1	1	TRINITY_DN6033_c0_g2_i1	TRUE	1	TRINITY_DN6033_c0_g2_i1|m.65006	1	TRUE	1	TRUE	1	TRUE	0	1	TRUE	1	TRUE	2	101028.EKJ73597	0.0	1269.0	COG1626@1|root,KOG0602@2759|Eukaryota,38CKH@33154|Opisthokonta,3NTZ8@4751|Fungi,3QSJX@4890|Ascomycota,217XW@147550|Sordariomycetes,3TGVM@5125|Hypocreales,1FRY4@110618|Nectriaceae	4751|Fungi	G	to trehalase precursor			3.2.1.28	ko:K01194	ko00500,ko01100,map00500,map01100		R00010	RC00049	ko00000,ko00001,ko00537,ko01000		GH37		Trehalase		GH37(51-625)		GH37	GH37	
TRINITY_DN6038_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	FALSE	38.0921702409114	-1.18298257903352	0.395119761072998	-2.9939848511271	0.00275359615969945	0.0111783335305796	-0.848852473961981	0.480143943503229	2	TRINITY_DN6038_c0_g1_i1; TRINITY_DN6038_c0_g1_i2	2	TRINITY_DN6038_c0_g1_i1; TRINITY_DN6038_c0_g1_i2	TRUE	2	TRINITY_DN6038_c0_g1_i1|m.64987; TRINITY_DN6038_c0_g1_i2|m.64988	2	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5507.FOXG_05826P0; 117187.FVEG_03705T0	2.33e-173; 5.46e-112	327.0; 486.0	KOG2329@1|root,KOG2329@2759|Eukaryota,3A1UH@33154|Opisthokonta,3P2UF@4751|Fungi,3QUYU@4890|Ascomycota,212K7@147550|Sordariomycetes,3TGVB@5125|Hypocreales,1FPN7@110618|Nectriaceae	4751|Fungi	I	Ceramidase				ko:K04711	ko00600,map00600		R06518	RC00064,RC00328	ko00000,ko00001,ko01000				Ceramidase						
TRINITY_DN6383_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	53.0037865369828	1.26274359464421	0.326103567108208	3.87221644289834	0.000107850112298489	0.000647100673790933	1.07740358146965	0.353591734796488	1	TRINITY_DN6383_c0_g1_i1	1	TRINITY_DN6383_c0_g1_i1	TRUE	1	TRINITY_DN6383_c0_g1_i1|m.52834	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	0	FALSE	1	5518.FGSG_02315P0	3.47e-313	957.0	COG1020@1|root,KOG1178@2759|Eukaryota,38HAR@33154|Opisthokonta,3NWBA@4751|Fungi,3QME2@4890|Ascomycota,214YZ@147550|Sordariomycetes,3TDYY@5125|Hypocreales,1FP8F@110618|Nectriaceae	4751|Fungi	Q	Condensation domain													AMP-binding,Condensation,PP-binding				GH45_2+CBM1+GH45_2		
TRINITY_DN6383_c0_g2	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	396.783766897617	1.61806705739203	0.156463063651017	10.3415273843867	4.57191786981103e-25	2.33791254706246e-23	1.58809477966274	0.158459356428794	1	TRINITY_DN6383_c0_g2_i1	1	TRINITY_DN6383_c0_g2_i1	TRUE	2	TRINITY_DN6383_c0_g2_i1|m.52837; TRINITY_DN6383_c0_g2_i1|m.52838	2	TRUE	0	FALSE	0	FALSE	0	1	TRUE	0	FALSE	1	5518.FGSG_02315P0	0.0	1046.0; 2882.0	COG1020@1|root,KOG1178@2759|Eukaryota,38HAR@33154|Opisthokonta,3NWBA@4751|Fungi,3QME2@4890|Ascomycota,214YZ@147550|Sordariomycetes,3TDYY@5125|Hypocreales,1FP8F@110618|Nectriaceae	4751|Fungi	Q	Condensation domain													AMP-binding,Condensation,PP-binding				GH45_2+CBM1+GH45_2		
TRINITY_DN6746_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	117.150611501646	1.96600351608919	0.648486563137831	3.03167964896033	0.00243197154964112	0.0100033332567701	1.36594611843926	0.867803577520319	1	TRINITY_DN6746_c0_g1_i1	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN6746_c0_g2	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	41.2202699042525	1.80349821271924	0.515615491362594	3.49775800558903	0.000469186647467729	0.00239109842990349	1.44168165784249	0.594374748889174	1	TRINITY_DN6746_c0_g2_i1	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN6770_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	71.840844906984	1.34631214847997	0.300723355861834	4.47691249195334	7.57302719781764e-06	5.76626436382054e-05	1.20488299554461	0.316534460109975	1	TRINITY_DN6770_c0_g1_i2	1	TRINITY_DN6770_c0_g1_i2	TRUE	1	TRINITY_DN6770_c0_g1_i2|m.35476	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	0	FALSE	1	5127.CCT75461	0.0	1009.0	KOG0254@1|root,KOG0254@2759|Eukaryota,39XV7@33154|Opisthokonta,3NXVR@4751|Fungi,3RJKZ@4890|Ascomycota,21TQS@147550|Sordariomycetes,3TTX5@5125|Hypocreales,1FR4C@110618|Nectriaceae	4751|Fungi	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family													Sugar_tr				GH154		
TRINITY_DN6905_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	127.360095682663	-1.26439986564482	0.208586030158115	-6.06176676686529	1.34634353893105e-09	1.89923069755164e-08	-1.19445928453379	0.214448676971668	1	TRINITY_DN6905_c0_g1_i1	1	TRINITY_DN6905_c0_g1_i1	TRUE	1	TRINITY_DN6905_c0_g1_i1|m.23424	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5127.CCT67835	0.0	1215.0	KOG1699@1|root,KOG1699@2759|Eukaryota,38EIR@33154|Opisthokonta,3NVU2@4751|Fungi,3QQ3K@4890|Ascomycota,21758@147550|Sordariomycetes,3TVKF@5125|Hypocreales,1FP1I@110618|Nectriaceae	4751|Fungi	S	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p			2.3.1.45	ko:K03377					ko00000,ko01000				Cas1_AcylT,PC-Esterase						
TRINITY_DN7023_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	39.0731069524051	1.78488447843152	0.417336522637673	4.27684705654468	1.8955893877351e-05	0.000133806309722477	1.57416572629432	0.442301679803811	1	TRINITY_DN7023_c0_g1_i1	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN7435_c0_g2	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	58.6596581788397	1.16770980540739	0.325209649695353	3.59063701369645	0.000329870769249958	0.00175670823860925	0.959388667523791	0.363814976525806	3	TRINITY_DN7435_c0_g2_i1; TRINITY_DN7435_c0_g2_i2; TRINITY_DN7435_c0_g2_i3	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN7601_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	34.8604263343927	1.14745336276188	0.444285327491324	2.58269470486685	0.00980320289378277	0.0325327529660933	0.564196997039486	0.780245835660668	1	TRINITY_DN7601_c0_g1_i1	1	TRINITY_DN7601_c0_g1_i1	TRUE	1	TRINITY_DN7601_c0_g1_i1|m.60268	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5127.CCT68501	1.24e-44	169.0	2CKU2@1|root,2T4A5@2759|Eukaryota,3AUIH@33154|Opisthokonta,3PGY9@4751|Fungi,3R0DD@4890|Ascomycota,21BH0@147550|Sordariomycetes,3TJ9K@5125|Hypocreales,1FUPF@110618|Nectriaceae	4751|Fungi																					
TRINITY_DN7773_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	TRUE	28.6812770860527	2.66715205185386	0.530734680564671	5.02539620930023	5.02394221909068e-07	4.73956813121762e-06	2.43958551875424	0.554820716771786	1	TRINITY_DN7773_c0_g1_i1	1	TRINITY_DN7773_c0_g1_i1	TRUE	1	TRINITY_DN7773_c0_g1_i1|m.12720	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	0	FALSE	1	117187.FVEG_13329T0	3.38e-260	721.0	KOG0254@1|root,KOG0254@2759|Eukaryota,3AG5U@33154|Opisthokonta,3PCKC@4751|Fungi,3QSJ9@4890|Ascomycota,21P1M@147550|Sordariomycetes,3TT74@5125|Hypocreales,1FSS2@110618|Nectriaceae	4751|Fungi	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family													Sugar_tr				GH79		
TRINITY_DN7910_c0_g2	TRUE	TRUE	significant	downregulated	TRUE	TRUE	FALSE	35.7567573498109	-1.12551203479508	0.400204617686953	-2.81234144998166	0.00491822636138837	0.0182157186824877	-0.743911198020781	0.516076385027396	1	TRINITY_DN7910_c0_g2_i1	0		FALSE	0		0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
TRINITY_DN7949_c0_g2	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	22.1243900897679	1.31557177710449	0.504456226802723	2.60790075968072	0.00910993615534281	0.0306044887637497	0.62360563881998	1.06784695668297	1	TRINITY_DN7949_c0_g2_i1	1	TRINITY_DN7949_c0_g2_i1	TRUE	1	TRINITY_DN7949_c0_g2_i1|m.70015	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5518.FGSG_02315P0	6.42e-152	479.0	COG1020@1|root,KOG1178@2759|Eukaryota,38HAR@33154|Opisthokonta,3NWBA@4751|Fungi,3QME2@4890|Ascomycota,214YZ@147550|Sordariomycetes,3TDYY@5125|Hypocreales,1FP8F@110618|Nectriaceae	4751|Fungi	Q	Condensation domain													AMP-binding,Condensation,PP-binding						
TRINITY_DN8269_c1_g2	TRUE	TRUE	significant	downregulated	TRUE	TRUE	TRUE	21.8099874760069	-1.68746462061599	0.539140060329195	-3.1299188184711	0.00174854618201553	0.00751883212524596	-1.23926011810373	0.658500540686386	1	TRINITY_DN8269_c1_g2_i1	1	TRINITY_DN8269_c1_g2_i1	TRUE	1	TRINITY_DN8269_c1_g2_i1|m.10750	1	TRUE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0	5518.FGSG_11465P0	3e-236	667.0	COG2124@1|root,KOG0157@2759|Eukaryota,3AB04@33154|Opisthokonta,3PDGS@4751|Fungi,3RNED@4890|Ascomycota,21RT3@147550|Sordariomycetes,3TUM8@5125|Hypocreales,1FQ79@110618|Nectriaceae	4751|Fungi	Q	Belongs to the cytochrome P450 family													p450						
TRINITY_DN8414_c0_g1	TRUE	TRUE	significant	upregulated	TRUE	TRUE	FALSE	57.8146344391536	1.09589969146392	0.326140514016851	3.36020716336792	0.000778840478301189	0.00376049587162592	0.877098881618235	0.36402495301118	1	TRINITY_DN8414_c0_g1_i1	1	TRINITY_DN8414_c0_g1_i1	TRUE	1	TRINITY_DN8414_c0_g1_i1|m.65344	0	FALSE	0	FALSE	0	FALSE	0	0	FALSE	0	FALSE	0																										
