gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg	signalp_mrna_id	eggnog_annotated	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction
gene_277	1978837	1979091	jgi.p|Ophnu1|1978837	Ophnu1	OphioH327chr_1	1098873	1100446	-	prediction	1657	0				0									no	no	mRNA_277	TRUE	61273.S3C5T7	1.89e-276	766.0	COG0697@1|root,KOG1443@2759|Eukaryota,38I2W@33154|Opisthokonta,3NV22@4751|Fungi,3QSGY@4890|Ascomycota,2125U@147550|Sordariomycetes,3URCT@5151|Ophiostomatales	4751|Fungi	EG	Triose-phosphate Transporter family		GO:0000139,GO:0003674,GO:0005215,GO:0005338,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005793,GO:0005794,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0012505,GO:0015711,GO:0015717,GO:0015748,GO:0015780,GO:0015786,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022857,GO:0031090,GO:0031224,GO:0031984,GO:0034220,GO:0035436,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071917,GO:0090481,GO:0098588,GO:0098656,GO:0098791,GO:1901264,GO:1901505		ko:K15280					ko00000,ko02000	2.A.7			TPT	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	559.445269034847	0.059111354901225	0.0928683726647464	0.636506845173397	0.52444612081517	0.625593477449534	FALSE	FALSE	up
gene_278	1978838	1979092	jgi.p|Ophnu1|1978838	Ophnu1	OphioH327chr_1	1101632	1103743	+	prediction	1663	3	GO:0003824; GO:0004339; GO:0005976	catalytic activity; glucan 1,4-alpha-glucosidase activity; polysaccharide metabolic process	biological_process; molecular_function	0									yes	no	mRNA_278	TRUE	61273.S3D1S8	0.0	1322.0	COG3387@1|root,2QS7A@2759|Eukaryota,38D5C@33154|Opisthokonta,3NWWY@4751|Fungi,3QRD1@4890|Ascomycota,2156Y@147550|Sordariomycetes,3URQM@5151|Ophiostomatales	4751|Fungi	G	Glycosyl hydrolases family 15		GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016787,GO:0016798,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044264,GO:0071704,GO:1901575											Glyco_hydro_15	OTHER	FALSE	0.999955	0.000121		TRUE	TRUE	3	-	GH15(310-687)	GH15_e38(311-688)	GH15	GH15_e38	-	onu_vs_self	4081.40339689256	-0.79395272348603	0.191568927419101	-4.14447548557327	3.40592387431954e-05	0.000116993211734251	TRUE	FALSE	down
gene_279	1978839	1979093	jgi.p|Ophnu1|1978839	Ophnu1	OphioH327chr_1	1103985	1104665	-	prediction	1667	0				0									no	no	mRNA_279	TRUE	61273.S3C103	7.31e-140	397.0	2CDV3@1|root,2S96D@2759|Eukaryota,3A4BB@33154|Opisthokonta,3P4WT@4751|Fungi,3QVD0@4890|Ascomycota,219WT@147550|Sordariomycetes,3UTM2@5151|Ophiostomatales	4751|Fungi	S	Bromodomain associated				ko:K14650	ko03022,ko05168,map03022,map05168				ko00000,ko00001,ko03021				Bromo_TP	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	280.329797878921	-0.0954299929511273	0.201457158525873	-0.473698694300164	0.635714784576388	0.723335927055547	FALSE	FALSE	down
gene_280	1978840	1979094	jgi.p|Ophnu1|1978840	Ophnu1	OphioH327chr_1	1105370	1106248	+	prediction	1671	0				0									no	no	mRNA_280	TRUE	226899.F0XFT8	2.29e-18	91.7	KOG3263@1|root,KOG3263@2759|Eukaryota,3A8FS@33154|Opisthokonta,3P6QQ@4751|Fungi,3QX8H@4890|Ascomycota,21AV9@147550|Sordariomycetes,3UVU3@5151|Ophiostomatales	4751|Fungi	S	Protein of unknown function (DUF1777)		GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0030532,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0046540,GO:0071011,GO:0071704,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0120114,GO:1901360,GO:1901363,GO:1990904		ko:K12846	ko03040,map03040	M00354			ko00000,ko00001,ko00002,ko03041				DUF1777	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	381.286761503998	-0.478274065582016	0.226431131931982	-2.11222750821068	0.0346669401632165	0.0638581897562154	FALSE	FALSE	down
gene_281	1978841	1979095	jgi.p|Ophnu1|1978841	Ophnu1	OphioH327chr_1	1106478	1107560	-	prediction	1675	0				0									no	no	mRNA_281	TRUE	61273.S3C356	1.93e-228	632.0	2CEE4@1|root,2S394@2759|Eukaryota,39PDS@33154|Opisthokonta,3Q4EF@4751|Fungi,3QUWR@4890|Ascomycota,21AFK@147550|Sordariomycetes,3UTYI@5151|Ophiostomatales	4751|Fungi	L	endonuclease exonuclease phosphatase				ko:K19619					ko00000,ko01000,ko03400				Exo_endo_phos	OTHER	FALSE	1.000000	0.000012		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	1441.95588158614	-0.74387959712013	0.138806279358836	-5.35912064321735	8.36279982796401e-08	4.12359254189931e-07	TRUE	FALSE	down
gene_282	1978842	1979096	jgi.p|Ophnu1|1978842	Ophnu1	OphioH327chr_1	1108395	1109555	-	prediction	1679	1	GO:0005622	intracellular	cellular_component	0									yes	no	mRNA_282	TRUE	474922.ELA37273	8.82e-20	99.8	COG1796@1|root,KOG2534@2759|Eukaryota,39ENV@33154|Opisthokonta,3NX09@4751|Fungi,3QQH3@4890|Ascomycota,216BK@147550|Sordariomycetes,1F1T8@1028384|Glomerellales	4751|Fungi	L	DNA polymerase		GO:0000726,GO:0003674,GO:0003824,GO:0003887,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576	2.7.7.7	ko:K03512,ko:K10981	ko03410,ko03450,map03410,map03450	M00296			ko00000,ko00001,ko00002,ko01000,ko03400				BRCT,DNA_pol_B_palm,DNA_pol_B_thumb,DNA_pol_lambd_f,HHH_8	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	231.991994818375	-0.35473644708855	0.138208389827704	-2.56667809769564	0.0102677881994565	0.0217987905894027	TRUE	FALSE	down
gene_283	1978843	1979097	jgi.p|Ophnu1|1978843	Ophnu1	OphioH327chr_1	1110466	1112061	-	prediction	1683	3	GO:0006810; GO:0008519; GO:0016020	ammonium transmembrane transporter activity; membrane; transport	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_283	TRUE	61273.S3C5R9	0.0	987.0	COG0004@1|root,KOG0682@2759|Eukaryota,38CNU@33154|Opisthokonta,3NVB7@4751|Fungi,3QP4B@4890|Ascomycota,21380@147550|Sordariomycetes,3UPNN@5151|Ophiostomatales	4751|Fungi	P	Ammonium Transporter Family		GO:0001403,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015291,GO:0015398,GO:0015696,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0030447,GO:0031224,GO:0031226,GO:0034220,GO:0036267,GO:0040007,GO:0044182,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0070783,GO:0071705,GO:0071944,GO:0072488,GO:0098655		ko:K03320					ko00000,ko02000	1.A.11			Ammonium_transp	OTHER	FALSE	0.999957	0.000091		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	293.342074260783	1.0790785562655	0.119741623718201	9.01172476836454	2.02840864375852e-19	2.62680453715173e-18	TRUE	TRUE	up
gene_284	1978844	1979098	jgi.p|Ophnu1|1978844	Ophnu1	OphioH327chr_1	1117265	1122553	-	prediction	1687	0				0									no	no	mRNA_284	TRUE	61273.S3D1R2	0.0	1595.0	2BW6V@1|root,2QU2M@2759|Eukaryota,39T57@33154|Opisthokonta,3NW2H@4751|Fungi,3QQPD@4890|Ascomycota,2183U@147550|Sordariomycetes,3UT65@5151|Ophiostomatales	4751|Fungi	S	Intracellular protein transport-like protein														OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH47	-	-	onu_vs_self	1716.7500714922	0.382515622073085	0.11286084998356	3.38926759924991	0.000700795843344333	0.00190438489492936	TRUE	FALSE	up
gene_285	1978845	1979099	jgi.p|Ophnu1|1978845	Ophnu1	OphioH327chr_1	1127831	1128973	+	prediction	1693	0				0									no	no	mRNA_285	TRUE	61273.S3C0Y4	9.96e-229	635.0	2ECA5@1|root,2SI6N@2759|Eukaryota,39YCM@33154|Opisthokonta,3P106@4751|Fungi,3QR4N@4890|Ascomycota,211GQ@147550|Sordariomycetes,3URGZ@5151|Ophiostomatales	4751|Fungi																OTHER	FALSE	0.999994	0.000041		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	221.349568004591	-0.0116767432186421	0.165731542491678	-0.0704557686671409	0.943830904509275	0.959752024542574	FALSE	FALSE	down
gene_286	1978846	1979100	jgi.p|Ophnu1|1978846	Ophnu1	OphioH327chr_1	1128974	1131319	-	prediction	1697	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_286	TRUE	61273.S3CL22	7.51e-297	841.0	2D0DW@1|root,2SDU9@2759|Eukaryota,3A2A9@33154|Opisthokonta,3P3MF@4751|Fungi,3QT8F@4890|Ascomycota,21633@147550|Sordariomycetes,3UVN8@5151|Ophiostomatales	4751|Fungi	B	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain													Fungal_trans,Zn_clus	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	916.380870492046	0.137666593823885	0.142860216606386	0.963645422736473	0.335223725603203	0.437893345210349	FALSE	FALSE	up
gene_287	1978847	1979101	jgi.p|Ophnu1|1978847	Ophnu1	OphioH327chr_1	1137167	1138312	+	prediction	1701	1	GO:0016985	mannan endo-1,4-beta-mannosidase activity	molecular_function	1	3.2.1.78	Mannan endo-1,4-beta-mannosidase.	Random hydrolysis of 1,4-beta-D-mannosidic linkages in mannans, galactomannans, glucomannans, and galactoglucomannans.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	yes	yes	mRNA_287	TRUE	61273.S3C342	3.33e-62	208.0	COG3934@1|root,2QVA9@2759|Eukaryota,38DKC@33154|Opisthokonta,3NWX0@4751|Fungi,3QTEW@4890|Ascomycota,21DAM@147550|Sordariomycetes	4751|Fungi	G	mannan endo-1,4-beta-mannosidase activity			3.2.1.78	ko:K19355	ko00051,map00051		R01332	RC00467	ko00000,ko00001,ko01000					SP	TRUE	0.000241	0.999734	CS pos: 19-20. Pr: 0.9817	TRUE	FALSE	1	-	-	-	GH5	-	-	onu_vs_self	61.3498203858094	-0.0166266608174336	0.261323945240308	-0.0636247122403731	0.949269054082279	0.963907841393156	FALSE	FALSE	down
gene_288	1978848	1979102	jgi.p|Ophnu1|1978848	Ophnu1	OphioH327chr_1	1138697	1139919	-	prediction	1711	0				0									no	no	mRNA_288	TRUE	61273.S3C5R4	7.9e-187	530.0	292HC@1|root,2R9DY@2759|Eukaryota,3AJMN@33154|Opisthokonta,3PDDC@4751|Fungi,3QVN5@4890|Ascomycota,215WY@147550|Sordariomycetes,3UTAR@5151|Ophiostomatales	4751|Fungi															BTB	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	186.620700736924	0.420192380152151	0.223663096191671	1.87868444686137	0.0602875927352674	0.103068063473914	FALSE	FALSE	up
gene_289	1978849	1979103	jgi.p|Ophnu1|1978849	Ophnu1	OphioH327chr_1	1143316	1144596	+	prediction	1717	3	GO:0010181; GO:0016491; GO:0016629	12-oxophytodienoate reductase activity; FMN binding; oxidoreductase activity	molecular_function	1	1.3.1.42	12-oxophytodienoate reductase.	8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate + NADP(+) = (15Z)-12-oxophyto-10,15-dienoate + NADPH.	\N	\N	\N	\N	\N	yes	yes	mRNA_289	TRUE	61273.S3D1Q7	4.74e-271	746.0	COG1902@1|root,KOG0134@2759|Eukaryota,39RM1@33154|Opisthokonta,3NUUE@4751|Fungi,3QM81@4890|Ascomycota,215ZH@147550|Sordariomycetes,3UPRT@5151|Ophiostomatales	4751|Fungi	C	NADH:flavin oxidoreductase / NADH oxidase family	OYE32		1.3.1.42	ko:K05894	ko00592,ko01100,ko01110,map00592,map01100,map01110	M00113	R03401	RC00921	ko00000,ko00001,ko00002,ko01000				Oxidored_FMN	OTHER	FALSE	0.996838	0.003198		TRUE	FALSE	1	-	-	-	GH20	-	-	onu_vs_self	594.871352892281	0.607522549785354	0.200032449653017	3.03711998147892	0.00238850363321819	0.00583659466181779	TRUE	FALSE	up
gene_290	1978850	1979104	jgi.p|Ophnu1|1978850	Ophnu1	OphioH327chr_1	1144726	1146834	-	prediction	1721	0				0									no	no	mRNA_290	TRUE	61273.S3C0X8	0.0	1141.0	KOG2489@1|root,KOG2489@2759|Eukaryota,38BC2@33154|Opisthokonta,3NVEB@4751|Fungi,3QN2N@4890|Ascomycota,213JF@147550|Sordariomycetes,3URSE@5151|Ophiostomatales	4751|Fungi	S	Cleft lip and palate transmembrane protein 1 (CLPTM1)													CLPTM1	OTHER	FALSE	0.999982	0.000047		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	1929.98453113246	-0.134787567226456	0.111653109770874	-1.20719940092181	0.227355361124043	0.318625064050721	FALSE	FALSE	down
gene_291	1978851	1979105	jgi.p|Ophnu1|1978851	Ophnu1	OphioH327chr_1	1148594	1149382	+	prediction	1727	0				0									no	no	mRNA_291	TRUE	61273.S3CL16	1.55e-145	414.0	COG1611@1|root,2QSR9@2759|Eukaryota,38GPR@33154|Opisthokonta,3NZWJ@4751|Fungi,3QKYC@4890|Ascomycota,213CH@147550|Sordariomycetes,3UQTQ@5151|Ophiostomatales	4751|Fungi	S	Possible lysine decarboxylase		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0008150,GO:0010033,GO:0010243,GO:0014070,GO:0014074,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050896,GO:1901698											Lysine_decarbox	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	952.510223890542	0.431305660315031	0.172593528435049	2.49896774361004	0.0124555647790287	0.0260047889045086	TRUE	FALSE	up
gene_292	1978852	1979106	jgi.p|Ophnu1|1978852	Ophnu1	OphioH327chr_1	1149750	1150646	-	prediction	1731	5	GO:0004175; GO:0004298; GO:0004299; GO:0005839; GO:0006511	endopeptidase activity; proteasome core complex; proteasome endopeptidase activity; threonine endopeptidase activity; ubiquitin-dependent protein catabolic process	biological_process; cellular_component; molecular_function	1	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	yes	yes	mRNA_292	TRUE	61273.S3C337	9.15e-179	500.0	COG0638@1|root,KOG0863@2759|Eukaryota,38BYM@33154|Opisthokonta,3NW5C@4751|Fungi,3QJCU@4890|Ascomycota,214FQ@147550|Sordariomycetes,3UPHX@5151|Ophiostomatales	4751|Fungi	O	Proteasome subunit A N-terminal signature  Add an annotation	PRE5	GO:0000502,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005839,GO:0006508,GO:0006511,GO:0006807,GO:0007088,GO:0007346,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009896,GO:0009987,GO:0010498,GO:0010499,GO:0010564,GO:0010638,GO:0010965,GO:0012505,GO:0016020,GO:0019538,GO:0019773,GO:0019941,GO:0030071,GO:0030163,GO:0031331,GO:0031597,GO:0032270,GO:0032436,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0034515,GO:0042175,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045931,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051247,GO:0051603,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0062033,GO:0065007,GO:0071704,GO:0090068,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1903052,GO:1903364,GO:1905368,GO:1905369,GO:1905818,GO:1905820,GO:2001252	3.4.25.1	ko:K02725	ko03050,map03050	M00337,M00340			ko00000,ko00001,ko00002,ko01000,ko01002,ko03051,ko04147				Proteasome,Proteasome_A_N	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	1611.50021464817	0.27244047804196	0.116446515535418	2.33961898120598	0.0193034218639068	0.038373732270098	TRUE	FALSE	up
gene_293	1978853	1979107	jgi.p|Ophnu1|1978853	Ophnu1	OphioH327chr_1	1151491	1151880	+	prediction	1737	0				0									no	no	mRNA_293	TRUE	61273.S3C5R0	1.89e-82	244.0	KOG2174@1|root,KOG2174@2759|Eukaryota,3A20B@33154|Opisthokonta,3P3FU@4751|Fungi,3QUZW@4890|Ascomycota,219XT@147550|Sordariomycetes,3UTVF@5151|Ophiostomatales	4751|Fungi	T	Vacuolar protein sorting 55	VPS55	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0006810,GO:0006886,GO:0007034,GO:0008104,GO:0008150,GO:0010008,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016192,GO:0016197,GO:0031090,GO:0031224,GO:0031410,GO:0031982,GO:0032509,GO:0032511,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0034424,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045324,GO:0046907,GO:0048519,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060341,GO:0065007,GO:0070727,GO:0071702,GO:0071705,GO:0071985,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:1903827,GO:1903828,GO:2000008,GO:2000009											Vps55	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	1974.78647374379	0.224578228426383	0.117946545048573	1.90406788375104	0.0569013437774445	0.0979046236653115	FALSE	FALSE	up
gene_294	1978854	1979108	jgi.p|Ophnu1|1978854	Ophnu1	OphioH327chr_1	1152456	1154951	-	prediction	1741	2	GO:0009058; GO:0016833	biosynthetic process; oxo-acid-lyase activity	biological_process; molecular_function	0									yes	no	mRNA_294	TRUE	61273.S3D1Q2	0.0	1179.0	COG0147@1|root,KOG1224@2759|Eukaryota,38EFT@33154|Opisthokonta,3NU85@4751|Fungi,3QMKG@4890|Ascomycota,211ZU@147550|Sordariomycetes,3USC8@5151|Ophiostomatales	4751|Fungi	J	Anthranilate synthase component I, N terminal region			2.6.1.85	ko:K13950	ko00790,map00790		R01716	RC00010,RC01418	ko00000,ko00001,ko01000				Anth_synt_I_N,Chorismate_bind,GATase	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	401.016583394086	0.400189788328937	0.129498005526419	3.09031623075688	0.00199943490997873	0.00496091676215014	TRUE	FALSE	up
gene_295	1978855	1979109	jgi.p|Ophnu1|1978855	Ophnu1	OphioH327chr_1	1155464	1160149	-	prediction	1745	0				0									no	no	mRNA_295	TRUE	61273.S3C0X2	0.0	2583.0	KOG1953@1|root,KOG1953@2759|Eukaryota,38DAT@33154|Opisthokonta,3NUM4@4751|Fungi,3QPH8@4890|Ascomycota,217M7@147550|Sordariomycetes,3UQBZ@5151|Ophiostomatales	4751|Fungi	U	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit	TRS120	GO:0000278,GO:0000281,GO:0000910,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005801,GO:0005802,GO:0005886,GO:0006810,GO:0006886,GO:0006891,GO:0006892,GO:0006893,GO:0007049,GO:0007107,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016192,GO:0016197,GO:0016482,GO:0022402,GO:0030008,GO:0030427,GO:0031410,GO:0031982,GO:0031984,GO:0032153,GO:0032154,GO:0032155,GO:0032506,GO:0032991,GO:0033036,GO:0034498,GO:0034613,GO:0035838,GO:0042147,GO:0042886,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045184,GO:0046907,GO:0048193,GO:0050790,GO:0051179,GO:0051234,GO:0051286,GO:0051301,GO:0051336,GO:0051641,GO:0051649,GO:0061024,GO:0061640,GO:0061796,GO:0065007,GO:0065009,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0097708,GO:0098590,GO:0098791,GO:0098876,GO:0099023,GO:1902410,GO:1903047,GO:1990071		ko:K20306					ko00000,ko04131				TRAPPC9-Trs120	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	657.57480550168	-0.0208388652933864	0.194634766846017	-0.107066510423972	0.914736215220957	0.938753387158781	FALSE	FALSE	down
gene_296	1978856	1979110	jgi.p|Ophnu1|1978856	Ophnu1	OphioH327chr_1	1160914	1162677	+	prediction	1751	0				0									no	no	mRNA_296	TRUE	61273.S3BT28	9.42e-123	380.0	28IPB@1|root,2QR0D@2759|Eukaryota,3AP7T@33154|Opisthokonta,3PEK3@4751|Fungi,3QZP9@4890|Ascomycota,21B6A@147550|Sordariomycetes,3UVCJ@5151|Ophiostomatales	4751|Fungi	S	Protease component of the SPS-sensor system, which regulates the expression of several amino acid-metabolizing enzymes and amino acid- and peptide-permeases in response to extracellular amino acid levels by controlling the activity of two transcription factors, STP1 and STP2. Catalyzes the activation of these transcription factors, which are synthesized as latent cytoplasmic precursors, by proteolytic removal of an N-terminal inhibitory domain containing cytoplasmic retention motifs. SSY5 binds as an inactive protease complex to STP1. In response to extracellular amino acids and dependent on the other SPS-sensor components, the inhibitory propeptide is induced to dissociate, and thereby enables the catalytic domain to process STP1														OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	onu_vs_self	1132.45769926431	0.668196887614219	0.157571066155654	4.2406065016667	2.22916633623941e-05	7.87847392163889e-05	TRUE	FALSE	up
gene_297	1978857	1979111	jgi.p|Ophnu1|1978857	Ophnu1	OphioH327chr_1	1162947	1164986	-	prediction	1755	0				0									no	no	mRNA_297	TRUE	61273.S3CL11	0.0	1330.0	COG4289@1|root,2QU9P@2759|Eukaryota,38HV4@33154|Opisthokonta,3NZ89@4751|Fungi,3QJIC@4890|Ascomycota,211WN@147550|Sordariomycetes,3UUPV@5151|Ophiostomatales	4751|Fungi	S	Uncharacterized protein conserved in bacteria (DUF2264)													DUF2264	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH154(25-373)	GH154_e10(26-373)	GH154	GH154_e10	arabinogalactan	onu_vs_self	497.230394132364	0.212580923684857	0.149766967887912	1.41941128062335	0.155779145551577	0.233124036000262	FALSE	FALSE	up
