gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg	signalp_mrna_id	eggnog_annotated	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction
gene_147	1978707	1978961	jgi.p|Ophnu1|1978707	Ophnu1	OphioH327chr_1	599500	600183	+	prediction	839	0				0									no	no	mRNA_147	TRUE	61273.S3CFB9	1.44e-92	274.0	2CZ1E@1|root,2S7T1@2759|Eukaryota,3A3ZM@33154|Opisthokonta,3P4JR@4751|Fungi,3QW3R@4890|Ascomycota,21PFU@147550|Sordariomycetes,3UU44@5151|Ophiostomatales	4751|Fungi	S	Gamma-glutamyl cyclotransferase, AIG2-like													GGACT	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1394.46369614141	0.740097635685677	0.0920806165235416	8.03749652888631	9.16924951124703e-16	6.30938712349474e-15	TRUE	FALSE	up
gene_148	1978708	1978962	jgi.p|Ophnu1|1978708	Ophnu1	OphioH327chr_1	600350	602217	-	prediction	849	0				0									no	no	mRNA_148	TRUE	61273.S3BUT9	8.14e-245	691.0	290NV@1|root,2R7I3@2759|Eukaryota,38HE7@33154|Opisthokonta,3NTWZ@4751|Fungi,3QPQ0@4890|Ascomycota,2167S@147550|Sordariomycetes,3USGS@5151|Ophiostomatales	4751|Fungi	S	RanGTP-binding protein	YRB30	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0007154,GO:0007165,GO:0007264,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0023052,GO:0030234,GO:0030695,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051716,GO:0060589,GO:0065007,GO:0065009,GO:0097159,GO:0097367,GO:0098772,GO:1901265,GO:1901363											Ran-binding	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	188.961678263348	-0.619896027690612	0.212988972688327	-2.91046066782867	0.00360896387703587	0.00703546590467481	TRUE	FALSE	down
gene_149	1978709	1978963	jgi.p|Ophnu1|1978709	Ophnu1	OphioH327chr_1	603097	605435	+	prediction	861	4	GO:0003747; GO:0003924; GO:0005525; GO:0006415	GTP binding; GTPase activity; translation release factor activity; translational termination	biological_process; molecular_function	0									yes	no	mRNA_149	TRUE	61273.S3CW39	0.0	1031.0	COG5256@1|root,KOG0459@2759|Eukaryota,38F7M@33154|Opisthokonta,3NVHC@4751|Fungi,3QJF4@4890|Ascomycota,211W8@147550|Sordariomycetes,3UT5D@5151|Ophiostomatales	4751|Fungi	J	Elongation factor Tu C-terminal domain	SUP35	GO:0000166,GO:0000287,GO:0000288,GO:0000956,GO:0001882,GO:0001883,GO:0002181,GO:0002184,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003747,GO:0003824,GO:0003924,GO:0005085,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008022,GO:0008079,GO:0008135,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010494,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0018444,GO:0019001,GO:0019003,GO:0019222,GO:0019439,GO:0019538,GO:0019899,GO:0022411,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032984,GO:0032991,GO:0034641,GO:0034645,GO:0034655,GO:0035639,GO:0035770,GO:0036094,GO:0036464,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0046872,GO:0048519,GO:0050789,GO:0051020,GO:0060255,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0098772,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1990904		ko:K03267	ko03015,map03015				ko00000,ko00001,ko03012,ko03019				GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	5200.69482837001	0.330052008142642	0.0696943608169341	4.73570607828068	2.18293761760407e-06	6.65690987057031e-06	TRUE	FALSE	up
gene_150	1978710	1978964	jgi.p|Ophnu1|1978710	Ophnu1	OphioH327chr_1	605689	606707	-	prediction	867	4	GO:0005737; GO:0006629; GO:0016021; GO:0016627	cytoplasm; integral to membrane; lipid metabolic process; oxidoreductase activity, acting on the CH-CH group of donors	biological_process; cellular_component; molecular_function	0									yes	no	mRNA_150	TRUE	61273.S3BZY5	2.77e-197	549.0	COG3752@1|root,KOG4650@2759|Eukaryota,38E42@33154|Opisthokonta,3NUKY@4751|Fungi,3QNNM@4890|Ascomycota,2136Z@147550|Sordariomycetes,3UV36@5151|Ophiostomatales	4751|Fungi	S	Protein of unknown function (DUF1295)													DUF1295	OTHER	FALSE	0.999995	0.000017		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	3886.25146828636	-1.48416176748452	0.115021264330673	-12.9033685738119	4.3084361734978e-38	8.23219054579045e-37	TRUE	TRUE	down
gene_151	1978711	1978965	jgi.p|Ophnu1|1978711	Ophnu1	OphioH327chr_1	607580	616245	-	prediction	875	7	GO:0003676; GO:0003677; GO:0004386; GO:0005515; GO:0005524; GO:0005634; GO:0008270	ATP binding; DNA binding; helicase activity; nucleic acid binding; nucleus; protein binding; zinc ion binding	cellular_component; molecular_function	0									yes	no	mRNA_151	TRUE	61273.S3BWU3	0.0	2433.0	COG0553@1|root,KOG0383@2759|Eukaryota,38BGB@33154|Opisthokonta,3NVPP@4751|Fungi,3QPQX@4890|Ascomycota,214SR@147550|Sordariomycetes,3UQF7@5151|Ophiostomatales	4751|Fungi	KL	PHD/FYVE-zinc-finger like domain		GO:0000118,GO:0000122,GO:0000166,GO:0000183,GO:0000228,GO:0000775,GO:0000781,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003682,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005720,GO:0005721,GO:0006323,GO:0006325,GO:0006333,GO:0006338,GO:0006342,GO:0006355,GO:0006357,GO:0006464,GO:0006807,GO:0006996,GO:0008144,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016462,GO:0016584,GO:0016740,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017053,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0022607,GO:0030466,GO:0030554,GO:0030702,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031491,GO:0031497,GO:0031618,GO:0031934,GO:0031974,GO:0031981,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033553,GO:0034728,GO:0035639,GO:0036094,GO:0036211,GO:0040029,GO:0042623,GO:0042766,GO:0043044,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044877,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0061659,GO:0065007,GO:0070013,GO:0070615,GO:0070647,GO:0070824,GO:0071103,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090568,GO:0097159,GO:0097367,GO:0098687,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990421,GO:1990707,GO:2000112,GO:2000113,GO:2001141											Helicase_C,SNF2_N,zf-PHD-like	OTHER	FALSE	1.000000	0.000013		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1288.87042584326	-0.322059165714621	0.126453950234788	-2.54684938759644	0.0108700336620723	0.0193365519840688	TRUE	FALSE	down
gene_152	1978712	1978966	jgi.p|Ophnu1|1978712	Ophnu1	OphioH327chr_1	617046	619412	+	prediction	883	50	GO:0000179; GO:0003723; GO:0003880; GO:0006396; GO:0008169; GO:0008170; GO:0008171; GO:0008172; GO:0008173; GO:0008174; GO:0008175; GO:0008276; GO:0008326; GO:0008425; GO:0008649; GO:0008650; GO:0009008; GO:0009383; GO:0016205; GO:0016273; GO:0016274; GO:0016278; GO:0016279; GO:0016300; GO:0016423; GO:0016424; GO:0016426; GO:0016427; GO:0016431; GO:0016433; GO:0016434; GO:0016435; GO:0016436; GO:0018423; GO:0018707; GO:0019702; GO:0030792; GO:0043770; GO:0043776; GO:0043777; GO:0043780; GO:0043782; GO:0043790; GO:0043791; GO:0043803; GO:0043827; GO:0043833; GO:0043834; GO:0043851; GO:0043852	1-phenanthrol methyltransferase activity; 2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity; arginine N-methyltransferase activity; C-methyltransferase activity; C-terminal protein carboxyl methyltransferase activity; cobalt-precorrin-3 C17-methyltransferase activity; cobalt-precorrin-5B C1-methyltransferase activity; cobalt-precorrin-6B C5-methyltransferase activity; cobalt-precorrin-7 C15-methyltransferase activity; demethylmenaquinone methyltransferase activity; dimethyladenosine transferase activity; dimethylamine methyltransferase activity; DNA-methyltransferase activity; hydroxyneurosporene-O-methyltransferase activity; lysine N-methyltransferase activity; methanol-specific methylcobalamin:coenzyme M methyltransferase activity; methylamine-specific methylcobalamin:coenzyme M methyltransferase activity; methylarsonite methyltransferase activity; monomethylamine methyltransferase activity; mRNA methyltransferase activity; N-methyltransferase activity; O-methyltransferase activity; protein methyltransferase activity; protein-arginine N5-methyltransferase activity; protein-arginine N-methyltransferase activity; protein-leucine O-methyltransferase activity; protein-lysine N-methyltransferase activity; RNA binding; RNA methyltransferase activity; RNA processing; rRNA (adenine) methyltransferase activity; rRNA (adenine-N6,N6-)-dimethyltransferase activity; rRNA (cytosine) methyltransferase activity; rRNA (cytosine-C5-967)-methyltransferase activity; rRNA (guanine) methyltransferase activity; rRNA (uridine) methyltransferase activity; rRNA (uridine-2'-O-)-methyltransferase activity; rRNA methyltransferase activity; S-methyltransferase activity; selenocysteine methyltransferase activity; site-specific DNA-methyltransferase (cytosine-specific) activity; trimethylamine methyltransferase activity; tRNA (adenine)-methyltransferase activity; tRNA (adenine-57, 58-N(1)-) methyltransferase activity; tRNA (cytosine)-methyltransferase activity; tRNA (guanine) methyltransferase activity; tRNA (guanosine) methyltransferase activity; tRNA (uracil) methyltransferase activity; tRNA (uridine) methyltransferase activity; tRNA methyltransferase activity	biological_process; molecular_function	8	2.1.1.-	Methyltransferases.	\N	\N	\N	Aminophosphonate metabolism; Androgen and estrogen metabolism; Histidine metabolism; Porphyrin and chlorophyll metabolism; Selenoamino acid metabolism; Tryptophan metabolism; Tyrosine metabolism; Ubiquinone biosynthesis	Amino Acid Metabolism; Lipid Metabolism; Metabolism of Cofactors and Vitamins; Metabolism of Other Amino Acids	METABOLIC	yes	yes	mRNA_152	TRUE	61273.S3CFC2	1.47e-306	867.0	COG0566@1|root,KOG0838@2759|Eukaryota,39RM2@33154|Opisthokonta,3NWQP@4751|Fungi,3QQRR@4890|Ascomycota,213Q8@147550|Sordariomycetes,3UT6A@5151|Ophiostomatales	4751|Fungi	A	RNA 2'-O ribose methyltransferase substrate binding		GO:0000154,GO:0000451,GO:0000453,GO:0000959,GO:0000963,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0008989,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070039,GO:0071704,GO:0071840,GO:0090304,GO:0140053,GO:0140098,GO:0140102,GO:1901360	2.1.1.185	ko:K03218,ko:K15507					ko00000,ko01000,ko03009				SpoU_methylase,SpoU_sub_bind	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	863.0252557309	-0.427152065621291	0.0878682307048673	-4.8612799210219	1.16629195121753e-06	3.69484052643304e-06	TRUE	FALSE	down
gene_153	1978713	1978967	jgi.p|Ophnu1|1978713	Ophnu1	OphioH327chr_1	621336	623183	+	prediction	887	0				0									no	no	mRNA_153	TRUE	61273.S3CFA3	1.9e-261	737.0	2E1JP@1|root,2S8WG@2759|Eukaryota,3A030@33154|Opisthokonta,3P3AC@4751|Fungi,3QVSW@4890|Ascomycota,2196N@147550|Sordariomycetes,3URT1@5151|Ophiostomatales	4751|Fungi	S	DNA replication factor Cdt1 C-terminal domain													CDT1_C	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	850.06082492579	0.539466918221863	0.10258951824132	5.25849938151462	1.45235674183707e-07	5.08681412034587e-07	TRUE	FALSE	up
gene_154	1978714	1978968	jgi.p|Ophnu1|1978714	Ophnu1	OphioH327chr_1	623888	624352	-	prediction	891	2	GO:0003677; GO:0043565	DNA binding; sequence-specific DNA binding	molecular_function	0									yes	no	mRNA_154	TRUE	226899.F0XDJ8	1.12e-84	252.0	COG1813@1|root,KOG3398@2759|Eukaryota,3A1NN@33154|Opisthokonta,3P40Q@4751|Fungi,3QU3C@4890|Ascomycota,21QF0@147550|Sordariomycetes,3UU25@5151|Ophiostomatales	4751|Fungi	K	Helix-turn-helix	MBF1	GO:0003674,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141		ko:K03627					ko00000				HTH_3,MBF1	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	4147.16093347077	0.115392336946142	0.0646947842458309	1.78364203994665	0.0744818497958126	0.110553950798016	FALSE	FALSE	up
gene_155	1978715	1978969	jgi.p|Ophnu1|1978715	Ophnu1	OphioH327chr_1	625447	627417	+	prediction	895	0				0									no	no	mRNA_155	TRUE	61273.S3CW20	3.22e-312	870.0	299TI@1|root,2RGVU@2759|Eukaryota,39030@33154|Opisthokonta,3NTX9@4751|Fungi,3QRXY@4890|Ascomycota,217TE@147550|Sordariomycetes,3UTZV@5151|Ophiostomatales	4751|Fungi	S	Protein of unknown function (DUF1365)													DUF1365	OTHER	FALSE	0.999050	0.000943		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	739.439970492789	-0.232200389596066	0.110701617747584	-2.09753384205745	0.0359463446263237	0.057883383504836	FALSE	FALSE	down
gene_156	1978716	1978970	jgi.p|Ophnu1|1978716	Ophnu1	OphioH327chr_1	629730	630266	+	prediction	899	2	GO:0008152; GO:0016846	carbon-sulfur lyase activity; metabolic process	biological_process; molecular_function	0									yes	no	mRNA_156	TRUE	61273.S3BWS8	2.16e-98	285.0	COG3791@1|root,2SFKU@2759|Eukaryota,3A4P2@33154|Opisthokonta,3P4T2@4751|Fungi,3QUBF@4890|Ascomycota,219NM@147550|Sordariomycetes,3UTJR@5151|Ophiostomatales	4751|Fungi	S	Glutathione-dependent formaldehyde-activating enzyme													GFA	OTHER	FALSE	1.000000	0.000009		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	5123.73249238574	0.150222529201731	0.0831473206358448	1.80670318722176	0.0708085704935001	0.10583575404651	FALSE	FALSE	up
gene_157	1978717	1978971	jgi.p|Ophnu1|1978717	Ophnu1	OphioH327chr_1	630943	632334	-	prediction	907	0				0									no	no	mRNA_157	TRUE	61273.S3BWS3	1.65e-189	543.0	2DEMG@1|root,2S5QM@2759|Eukaryota,3A0Q4@33154|Opisthokonta,3P2J9@4751|Fungi,3QUPF@4890|Ascomycota,217MX@147550|Sordariomycetes,3UU03@5151|Ophiostomatales	4751|Fungi	S	GPI anchored protein														SP	TRUE	0.000201	0.999775	CS pos: 25-26. Pr: 0.9767	FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	431.551849159625	0.925541725207134	0.112423340061381	8.23264746183312	1.83120514553356e-16	1.32279460301834e-15	TRUE	FALSE	up
gene_158	1978718	1978972	jgi.p|Ophnu1|1978718	Ophnu1	OphioH327chr_1	633113	636171	-	prediction	911	1	GO:0006886	intracellular protein transport	biological_process	0									yes	no	mRNA_158	TRUE	61273.S3BZV8	4.64e-255	731.0	KOG2199@1|root,KOG2199@2759|Eukaryota,38HGY@33154|Opisthokonta,3NU90@4751|Fungi,3QPZW@4890|Ascomycota,217PP@147550|Sordariomycetes,3UR1D@5151|Ophiostomatales	4751|Fungi	T	VHS domain	HSE1	GO:0000003,GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005768,GO:0005773,GO:0005774,GO:0006508,GO:0006511,GO:0006605,GO:0006623,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006862,GO:0006886,GO:0007034,GO:0007049,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009653,GO:0009987,GO:0010927,GO:0012505,GO:0015031,GO:0015711,GO:0015748,GO:0015833,GO:0015865,GO:0015867,GO:0015868,GO:0015893,GO:0015931,GO:0016020,GO:0016043,GO:0016192,GO:0016197,GO:0019538,GO:0019941,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0030154,GO:0030163,GO:0030435,GO:0030437,GO:0031090,GO:0031321,GO:0031410,GO:0031982,GO:0032182,GO:0032502,GO:0032505,GO:0032509,GO:0032511,GO:0032989,GO:0032991,GO:0033036,GO:0033365,GO:0033565,GO:0034293,GO:0034613,GO:0036452,GO:0042221,GO:0042493,GO:0042763,GO:0042764,GO:0042886,GO:0043130,GO:0043162,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043328,GO:0043632,GO:0043934,GO:0043935,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045184,GO:0045324,GO:0046618,GO:0046907,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050896,GO:0051179,GO:0051234,GO:0051321,GO:0051503,GO:0051603,GO:0051641,GO:0051649,GO:0051704,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0097708,GO:0098588,GO:0098805,GO:0098852,GO:1901264,GO:1901564,GO:1901565,GO:1901575,GO:1903046,GO:1904669		ko:K04705	ko04144,ko04630,map04144,map04630	M00408			ko00000,ko00001,ko00002,ko04131				GAT,SH3_1,UIM,VHS	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	2819.7321141579	-0.115380413232527	0.0714960083551363	-1.61380216723998	0.106570344330037	0.152091054929163	FALSE	FALSE	down
gene_159	1978719	1978973	jgi.p|Ophnu1|1978719	Ophnu1	OphioH327chr_1	637980	641512	-	prediction	921	0				0									no	no	mRNA_159	TRUE	61273.S3CW16	0.0	1652.0	KOG4573@1|root,KOG4573@2759|Eukaryota,39RFI@33154|Opisthokonta,3NVHQ@4751|Fungi,3QPKY@4890|Ascomycota,213XE@147550|Sordariomycetes,3URYA@5151|Ophiostomatales	4751|Fungi	U	Autophagy-related protein 13	ATG13	GO:0000045,GO:0000407,GO:0000422,GO:0001932,GO:0001934,GO:0002790,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006810,GO:0006914,GO:0006996,GO:0007005,GO:0007033,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009306,GO:0009893,GO:0009987,GO:0010562,GO:0010604,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016236,GO:0016237,GO:0019207,GO:0019220,GO:0019222,GO:0019887,GO:0019898,GO:0022411,GO:0022607,GO:0030234,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032258,GO:0032268,GO:0032270,GO:0032940,GO:0032991,GO:0033036,GO:0033365,GO:0033674,GO:0034497,GO:0034613,GO:0034727,GO:0042325,GO:0042327,GO:0042886,GO:0043085,GO:0043549,GO:0044085,GO:0044093,GO:0044237,GO:0044248,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044804,GO:0044805,GO:0045184,GO:0045859,GO:0045860,GO:0045937,GO:0046903,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051641,GO:0060255,GO:0061695,GO:0061726,GO:0061919,GO:0065007,GO:0065009,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0072665,GO:0080090,GO:0098772,GO:1902494,GO:1902554,GO:1902911,GO:1903008,GO:1905037,GO:1990234,GO:1990316		ko:K08331	ko04136,ko04138,ko04140,ko04211,map04136,map04138,map04140,map04211				ko00000,ko00001,ko03029,ko04131				ATG13	OTHER	FALSE	1.000000	0.000052		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1342.23765742449	-0.175921499123756	0.117716582759638	-1.4944495923991	0.135058147726292	0.18767820528199	FALSE	FALSE	down
gene_160	1978720	1978974	jgi.p|Ophnu1|1978720	Ophnu1	OphioH327chr_1	645690	650967	-	prediction	927	1	GO:0005515	protein binding	molecular_function	0									yes	no	mRNA_160	TRUE	61273.S3CF98	0.0	2235.0	COG5184@1|root,KOG0783@2759|Eukaryota,38BTC@33154|Opisthokonta,3NV04@4751|Fungi,3QK10@4890|Ascomycota,213QH@147550|Sordariomycetes,3USSS@5151|Ophiostomatales	4751|Fungi	DZ	Regulator of chromosome condensation (RCC1) repeat		GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0032991,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0070647,GO:0071704,GO:1901564,GO:1902494,GO:1990234											Ank_2,Ank_4,BTB,RCC1,RCC1_2	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	1738.68259057544	-0.122432691689612	0.103175717385753	-1.1866425045717	0.235368662671383	0.306855375351284	FALSE	FALSE	down
gene_161	1978721	1978975	jgi.p|Ophnu1|1978721	Ophnu1	OphioH327chr_1	657150	658754	+	prediction	935	4	GO:0004427; GO:0005488; GO:0005743; GO:0006810	binding; inorganic diphosphatase activity; mitochondrial inner membrane; transport	biological_process; cellular_component; molecular_function	1	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC	yes	yes	mRNA_161	TRUE	318829.MGG_11577T0	2.21e-187	524.0	KOG0754@1|root,KOG0754@2759|Eukaryota,38CTW@33154|Opisthokonta,3NUWJ@4751|Fungi,3QKEN@4890|Ascomycota,213EC@147550|Sordariomycetes,41IY1@639021|Magnaporthales	4751|Fungi	C	Belongs to the mitochondrial carrier (TC 2.A.29) family		GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006839,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015139,GO:0015318,GO:0015711,GO:0015742,GO:0015849,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0098656,GO:1903825,GO:1905039,GO:1990542,GO:1990550,GO:1990551		ko:K15110					ko00000,ko02000	2.A.29.2.4,2.A.29.2.5,2.A.29.2.8		iMM904.YPL134C,iND750.YPL134C	Mito_carr	OTHER	FALSE	0.998930	0.001102		FALSE	FALSE	0	-	-	-	-	-	-	interaction_vs_self	3277.55875882046	0.452711657693036	0.0811832112233193	5.57641969159995	2.45519178995122e-08	9.27059626024809e-08	TRUE	FALSE	up
