organism	gene_id	base_mean	raw_lfc	shrunk_lfc	padj	direction	eggnog_annotated	preferred_name	description	seed_ortholog	ortholog_groups	max_annotation_level	cog_category	pfam	eggnog_go	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_cazy	signal_peptide	dbcan_any_hit	dbcan_high_confidence	dbcan_family	dbcan_substrate	jgi_go_names	jgi_kegg_definition	jgi_kegg_pathway	display_label	annotation_quality	theme	full_annotation	strong
Fusarium	TRINITY_DN12440_c0_g1	69.9082067908462	1.71325815421853	1.60025730985406	2.67532524700607e-7	Upregulated	TRUE		Enoyl-(Acyl carrier protein) reductase	310453.XP_007589460.1	COG1028@1|root,KOG1611@2759|Eukaryota,3A1BK@33154|Opisthokonta,3P015@4751|Fungi,3QRGN@4890|Ascomycota,203HG@147541|Dothideomycetes	4751|Fungi	Q	adh_short						FALSE	FALSE	FALSE						Enoyl-(Acyl carrier protein) reductase	Specific description	Regulation/signalling	Enoyl-(Acyl carrier protein) reductase	TRUE
Fusarium	TRINITY_DN12768_c0_g1	56.1222980596034	1.7214628214689	1.60011818533337	6.62629502428593e-7	Upregulated	TRUE		Glycosyl hydrolase catalytic core	5518.FGSG_01828P0	2C4IK@1|root,2SHCN@2759|Eukaryota,39W5G@33154|Opisthokonta,3P1NU@4751|Fungi,3QSQE@4890|Ascomycota,218FX@147550|Sordariomycetes,3TSQ6@5125|Hypocreales,1FR7W@110618|Nectriaceae	4751|Fungi	O	Glyco_hydro_cc						TRUE	TRUE	TRUE	GH128					Glycosyl hydrolase catalytic core	Specific description	Regulation/signalling	Glycosyl hydrolase catalytic core	TRUE
Fusarium	TRINITY_DN6383_c0_g2	396.783766897617	1.61806705739203	1.58809477966274	2.33791254706246e-23	Upregulated	TRUE		Condensation domain	5518.FGSG_02315P0	COG1020@1|root,KOG1178@2759|Eukaryota,38HAR@33154|Opisthokonta,3NWBA@4751|Fungi,3QME2@4890|Ascomycota,214YZ@147550|Sordariomycetes,3TDYY@5125|Hypocreales,1FP8F@110618|Nectriaceae	4751|Fungi	Q	AMP-binding,Condensation,PP-binding						FALSE	TRUE	FALSE						Condensation domain	Specific description	Regulation/signalling	Condensation domain	TRUE
Fusarium	TRINITY_DN16180_c0_g1	192.85050715787	1.60886302675053	1.56881608816384	2.04044605770728e-17	Upregulated	TRUE		Prokaryotic phospholipase A2	5507.FOXG_11745P0	2E1C8@1|root,2S8PP@2759|Eukaryota,3A7JI@33154|Opisthokonta,3P3QQ@4751|Fungi,3QUVU@4890|Ascomycota,219TA@147550|Sordariomycetes,3TIH0@5125|Hypocreales,1FNJ9@110618|Nectriaceae	4751|Fungi	S	Phospholip_A2_3						TRUE	FALSE	FALSE						Prokaryotic phospholipase A2	Specific description	Regulation/signalling	Prokaryotic phospholipase A2	TRUE
Fusarium	TRINITY_DN15872_c0_g1	1832.09923124013	1.51925201642577	1.51284448732063	1.0395869454496299e-98	Upregulated	TRUE		His Kinase A (phosphoacceptor) domain	5127.CCT65345	COG0642@1|root,KOG0519@2759|Eukaryota,39U5R@33154|Opisthokonta,3NZC8@4751|Fungi,3QT0D@4890|Ascomycota,2172F@147550|Sordariomycetes,3TG7C@5125|Hypocreales,1FSGD@110618|Nectriaceae	4751|Fungi	T	HATPase_c,HisKA,Response_reg						FALSE	FALSE	FALSE						His Kinase A (phosphoacceptor) domain	Specific description	Regulation/signalling	His Kinase A (phosphoacceptor) domain	TRUE
Fusarium	TRINITY_DN9017_c0_g1	1953.70019400561	1.44243962179579	1.43688477911649	4.84030749094651e-108	Upregulated	TRUE		L-lysine 6-monooxygenase (NADPH-requiring); Steryl acetyl hydrolase	5127.CCT67763; 5507.FOXG_13413P0	COG0657@1|root,2S05E@2759|Eukaryota,39ZYR@33154|Opisthokonta,3P26Z@4751|Fungi,3RN12@4890|Ascomycota,2194T@147550|Sordariomycetes,3TMUS@5125|Hypocreales,1FQ0I@110618|Nectriaceae; COG2072@1|root,KOG1399@2759|Eukaryota,39RHS@33154|Opisthokonta,3NX3T@4751|Fungi,3QKMR@4890|Ascomycota,213SF@147550|Sordariomycetes,3TH5Z@5125|Hypocreales,1FMQ8@110618|Nectriaceae	4751|Fungi	I; Q	Abhydrolase_3; Abhydrolase_3,FMO-like,NAD_binding_8,Pyr_redox_3						FALSE	TRUE	FALSE						L-lysine 6-monooxygenase (NADPH-requiring); Steryl acetyl hydrolase	Specific description	Regulation/signalling	L-lysine 6-monooxygenase (NADPH-requiring); Steryl acetyl hydrolase	TRUE
Fusarium	TRINITY_DN8758_c0_g1	453.819847752638	1.42983082050649	1.40810710952287	1.13893934873983e-27	Upregulated	TRUE		Acid phosphatase homologues	5507.FOXG_12279P0	COG0671@1|root,KOG3030@2759|Eukaryota,39E85@33154|Opisthokonta,3NXEH@4751|Fungi,3QMKN@4890|Ascomycota,217V9@147550|Sordariomycetes,3TF22@5125|Hypocreales,1FNK1@110618|Nectriaceae	4751|Fungi	I	PAP2		3.1.3.4,3.1.3.81	ko:K18693	ko00561,ko00564,ko01110,map00561,map00564,map01110		FALSE	FALSE	FALSE						Acid phosphatase homologues	Specific description	Regulation/signalling	Acid phosphatase homologues	TRUE
Fusarium	TRINITY_DN9277_c0_g1	136.270001536238	1.41060127559617	1.34114814860141	2.49797219285837e-9	Upregulated	TRUE		Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	5507.FOXG_06040P0; 117187.FVEG_03907T0	KOG0254@1|root,KOG0254@2759|Eukaryota,38CBN@33154|Opisthokonta,3NUVA@4751|Fungi,3QJZJ@4890|Ascomycota,216AI@147550|Sordariomycetes,3TNYC@5125|Hypocreales,1FPZG@110618|Nectriaceae	4751|Fungi	P	Sugar_tr			ko:K08141			FALSE	TRUE	FALSE						Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	Specific description	Regulation/signalling	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	TRUE
Fusarium	TRINITY_DN1248_c0_g1	13320.6351126226	1.30901681411175	1.30657944740082	1.15007588852779e-187	Upregulated	TRUE		L-lysine 6-monooxygenase (NADPH-requiring)	5507.FOXG_15707P0	COG2072@1|root,KOG1399@2759|Eukaryota,38D94@33154|Opisthokonta,3NZ5U@4751|Fungi,3QK71@4890|Ascomycota,211Y1@147550|Sordariomycetes,3TDHR@5125|Hypocreales,1FT8A@110618|Nectriaceae	4751|Fungi	Q	FMO-like,Pyr_redox_2						FALSE	TRUE	FALSE						L-lysine 6-monooxygenase (NADPH-requiring)	Specific description	Regulation/signalling	L-lysine 6-monooxygenase (NADPH-requiring)	TRUE
Fusarium	TRINITY_DN16307_c0_g1	515.608491345413	1.31561246103122	1.29813685395441	1.5287432001003999e-31	Upregulated	TRUE		Reticulon	117187.FVEG_10671T0	2D1B4@1|root,2SHFU@2759|Eukaryota,3A2U2@33154|Opisthokonta,3P31D@4751|Fungi,3QVTU@4890|Ascomycota,219ET@147550|Sordariomycetes,3TMRD@5125|Hypocreales,1FKKW@110618|Nectriaceae	4751|Fungi	S	Reticulon						FALSE	FALSE	FALSE						Reticulon	Specific description	Regulation/signalling	Reticulon	TRUE
Ophiostoma	gene_1284	220.222602477215	-5.23482280467871	-5.191508637149178	7.503488452816591e-52	Downregulated	TRUE	HGT1	Sugar (and other) transporter	61273.S3CC81	KOG0254@1|root,KOG0254@2759|Eukaryota,38BKC@33154|Opisthokonta,3NVJ9@4751|Fungi,3QJHG@4890|Ascomycota,213X6@147550|Sordariomycetes,3UV05@5151|Ophiostomatales	4751|Fungi	P	Sugar_tr	GO:0005575,GO:0016020					FALSE	FALSE	FALSE			carbohydrate transport; integral to membrane; membrane; sugar:hydrogen symporter activity; transport; transporter activity			HGT1	Named gene	Regulation/signalling	Sugar (and other) transporter	TRUE
Ophiostoma	gene_5694	52.5862404946639	-3.5825921940093	-3.4117692628213385	1.1283140879985e-9	Downregulated	TRUE	pgaX	Glycosyl hydrolases family 28	61273.S3CT13	COG5434@1|root,2QPPR@2759|Eukaryota,38GAC@33154|Opisthokonta,3NVKJ@4751|Fungi,3QP78@4890|Ascomycota,2132B@147550|Sordariomycetes,3UPWT@5151|Ophiostomatales	4751|Fungi	G	Glyco_hydro_28	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0004650,GO:0005575,GO:0005576,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010393,GO:0016052,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0045488,GO:0045490,GO:0071704,GO:1901575	3.2.1.67	ko:K01213	ko00040,ko01100,map00040,map01100		TRUE	TRUE	TRUE	GH28_e58	pectin	carbohydrate metabolic process; galacturan 1,4-alpha-galacturonidase activity; polygalacturonase activity	Galacturan 1,4-alpha-galacturonidase.	Starch and sucrose metabolism	pgaX	Named gene	Regulation/signalling	Glycosyl hydrolases family 28	TRUE
Ophiostoma	gene_4146	5245.56773993899	-3.27865163646756	-3.273996186871244	1.40141568193156e-281	Downregulated	TRUE	OPT6	OPT oligopeptide transporter protein	61273.S3C1V8	KOG2262@1|root,KOG2262@2759|Eukaryota,38D6E@33154|Opisthokonta,3NUA6@4751|Fungi,3QJQX@4890|Ascomycota,21223@147550|Sordariomycetes,3UUW8@5151|Ophiostomatales	4751|Fungi	T	OPT	GO:0000138,GO:0000322,GO:0000323,GO:0000324,GO:0001558,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005777,GO:0005794,GO:0005795,GO:0005886,GO:0005887,GO:0006810,GO:0006857,GO:0006996,GO:0007033,GO:0008150,GO:0009987,GO:0012505,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022603,GO:0022604,GO:0022857,GO:0030307,GO:0031224,GO:0031226,GO:0031984,GO:0031985,GO:0032368,GO:0032879,GO:0033043,GO:0035672,GO:0035673,GO:0040008,GO:0042144,GO:0042579,GO:0042592,GO:0042886,GO:0042887,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0044070,GO:0044088,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045454,GO:0045927,GO:0048284,GO:0048518,GO:0048522,GO:0048638,GO:0048639,GO:0050789,GO:0050793,GO:0050794,GO:0051049,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051510,GO:0051512,GO:0051513,GO:0051515,GO:0055085,GO:0061024,GO:0061025,GO:0061091,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0097035,GO:0097576,GO:0098791,GO:1904680,GO:1905952,GO:2001138					FALSE	FALSE	FALSE						OPT6	Named gene	Regulation/signalling	OPT oligopeptide transporter protein	TRUE
Ophiostoma	gene_5107	1726.66403373498	-3.15989165446435	-3.154651845220954	7.0336169272134e-263	Downregulated	TRUE	cta3	Cation transporter/ATPase, N-terminus	61273.S3D181	COG0474@1|root,KOG0202@2759|Eukaryota,38FIJ@33154|Opisthokonta,3NU1M@4751|Fungi,3QMM2@4890|Ascomycota,217KB@147550|Sordariomycetes,3UUIC@5151|Ophiostomatales	4751|Fungi	P	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase	GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0003824,GO:0005215,GO:0005388,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015085,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0034220,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051208,GO:0051234,GO:0051235,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071435,GO:0071804,GO:0071805,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0090662,GO:0097623,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099131,GO:0099132,GO:0140115	3.6.3.7	ko:K01536			FALSE	TRUE	FALSE			ATP binding; ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; cation transport; hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; membrane; sodium-exporting ATPase activity, phosphorylative mechanism; transport	Sodium-exporting ATPase.	\N	cta3	Named gene	Regulation/signalling	Cation transporter/ATPase, N-terminus	TRUE
Ophiostoma	gene_175	1140.90820501998	-2.51307023449982	-2.503732707580728	1.15277184227727e-105	Downregulated	TRUE	SNQ2	ABC-transporter extracellular N-terminal	61273.S3CVZ8	COG1131@1|root,KOG0065@2759|Eukaryota,38F6P@33154|Opisthokonta,3NTZE@4751|Fungi,3QK1K@4890|Ascomycota,212Z6@147550|Sordariomycetes,3UV1W@5151|Ophiostomatales	4751|Fungi	Q	ABC2_membrane,ABC_tran,ABC_trans_N,PDR_CDR	GO:0003674,GO:0003824,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005886,GO:0006810,GO:0006855,GO:0006873,GO:0008150,GO:0008559,GO:0009987,GO:0015238,GO:0015399,GO:0015405,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0022804,GO:0022857,GO:0030003,GO:0031224,GO:0042221,GO:0042493,GO:0042592,GO:0042623,GO:0042626,GO:0042908,GO:0042910,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0055080,GO:0055082,GO:0055085,GO:0055088,GO:0055092,GO:0065007,GO:0065008,GO:0071702,GO:0071944,GO:1903825		ko:K08712	ko02010,map02010		FALSE	TRUE	FALSE			ATP binding; ATPase activity; ATPase activity, coupled to transmembrane movement of substances; integral to membrane; molybdate transmembrane-transporting ATPase activity; nucleoside-triphosphatase activity; nucleotide binding; transport	Molybdate-transporting ATPase.	\N	SNQ2	Named gene	Regulation/signalling	ABC-transporter extracellular N-terminal	TRUE
Ophiostoma	gene_648	134.216300760858	-2.47623385846295	-2.4421902859988065	4.3364142779145195e-28	Downregulated	TRUE	cbhA	Glycosyl hydrolase family 7	61273.S3CBW1	2C38W@1|root,2QPHV@2759|Eukaryota,38HWR@33154|Opisthokonta,3NVUF@4751|Fungi,3QQ4I@4890|Ascomycota,215HC@147550|Sordariomycetes,3UPSQ@5151|Ophiostomatales	4751|Fungi	G	CBM_1,Glyco_hydro_7	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009251,GO:0016052,GO:0016162,GO:0016787,GO:0016798,GO:0043170,GO:0044042,GO:0044238,GO:0071704,GO:1901575	3.2.1.91	ko:K01225	ko00500,ko01100,map00500,map01100	GH7	TRUE	TRUE	TRUE	GH7_e0	cellulose;chitosan	carbohydrate metabolic process; cellulose 1,4-beta-cellobiosidase activity; hydrolase activity, hydrolyzing O-glycosyl compounds	Cellulose 1,4-beta-cellobiosidase.	Starch and sucrose metabolism	cbhA	Named gene	Regulation/signalling	Glycosyl hydrolase family 7	TRUE
Ophiostoma	gene_6766	4295.51466117689	-2.42236855426961	-2.40595173762905	7.86524344743239e-60	Downregulated	TRUE	GUT1	FGGY family of carbohydrate kinases, C-terminal domain	61273.S3BTM6	COG0554@1|root,KOG2517@2759|Eukaryota,38DGY@33154|Opisthokonta,3NUT5@4751|Fungi,3QN50@4890|Ascomycota,214RB@147550|Sordariomycetes,3UQSR@5151|Ophiostomatales	4751|Fungi	G	FGGY_C,FGGY_N	GO:0003674,GO:0003824,GO:0004370,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005975,GO:0006066,GO:0006071,GO:0006072,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019637,GO:0019751,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044262,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046167,GO:0046486,GO:0052646,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901576,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626		FALSE	TRUE	FALSE			carbohydrate metabolic process; glycerol kinase activity; glycerol-3-phosphate metabolic process	Glycerol kinase.	Glycerolipid metabolism	GUT1	Named gene	Regulation/signalling	FGGY family of carbohydrate kinases, C-terminal domain	TRUE
Ophiostoma	gene_7979	17025.6511081037	-2.30118568529369	-2.2763847747910533	1.61752334674682e-37	Downregulated	TRUE	bglG	Fibronectin type III-like domain	61273.S3CCP8	COG1472@1|root,2QR4D@2759|Eukaryota,38FS1@33154|Opisthokonta,3NVBN@4751|Fungi,3QQ9G@4890|Ascomycota,214RA@147550|Sordariomycetes,3UVGK@5151|Ophiostomatales	4751|Fungi	G	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005615,GO:0005975,GO:0008150,GO:0008152,GO:0008422,GO:0015926,GO:0016787,GO:0016798,GO:0044238,GO:0044421,GO:0071704	3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110	GH3	TRUE	TRUE	TRUE	GH3_e147	beta-glucan;xyloglucan	beta-glucosidase activity; carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds	Beta-glucosidase.	Cyanoamino acid metabolism; Flavonoids, stilbene and lignin biosynthesis; Starch and sucrose metabolism	bglG	Named gene	Regulation/signalling	Fibronectin type III-like domain	TRUE
Ophiostoma	gene_2972	1845.27422181308	-2.28432723835914	-2.265780733745425	4.19325117488061e-49	Downregulated	TRUE	dcl1	Ribonuclease III family	61273.S3BU94	COG0571@1|root,KOG0701@2759|Eukaryota,38MG2@33154|Opisthokonta,3NUDM@4751|Fungi,3QN13@4890|Ascomycota,21607@147550|Sordariomycetes,3UQJK@5151|Ophiostomatales	4751|Fungi	A	DEAD,Dicer_dimer,Helicase_C,PAZ,ResIII,Ribonuclease_3	GO:0000228,GO:0000775,GO:0000785,GO:0000790,GO:0000791,GO:0000792,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005719,GO:0005720,GO:0005721,GO:0005737,GO:0005829,GO:0006139,GO:0006325,GO:0006342,GO:0006343,GO:0006355,GO:0006357,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008104,GO:0008150,GO:0008152,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0014070,GO:0016043,GO:0016070,GO:0016246,GO:0016441,GO:0016442,GO:0016458,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019219,GO:0019222,GO:0030422,GO:0030466,GO:0030702,GO:0031047,GO:0031048,GO:0031050,GO:0031056,GO:0031060,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031332,GO:0031399,GO:0031554,GO:0031618,GO:0031935,GO:0031974,GO:0031981,GO:0032268,GO:0032296,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033562,GO:0034399,GO:0034401,GO:0034613,GO:0034641,GO:0035194,GO:0035389,GO:0040029,GO:0042221,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043243,GO:0043244,GO:0043331,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051246,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051570,GO:0051641,GO:0051716,GO:0060255,GO:0060566,GO:0060968,GO:0065007,GO:0070013,GO:0070727,GO:0070828,GO:0070868,GO:0070887,GO:0070918,GO:0070919,GO:0071310,GO:0071359,GO:0071407,GO:0071704,GO:0071840,GO:0080090,GO:0090052,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0097549,GO:0098687,GO:0140098,GO:1901360,GO:1901363,GO:1901698,GO:1901699,GO:1902275,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1904594,GO:1904595,GO:1990141,GO:1990188,GO:1990904,GO:2000112,GO:2000113,GO:2001141		ko:K11592	ko05206,map05206		FALSE	FALSE	FALSE			ATP binding; bidentate ribonuclease III activity; DNA binding; helicase activity; hydrolase activity; nucleic acid binding; ribonuclease III activity; RNA binding; RNA processing	Endoribonucleases producing 5'-phosphomonoesters.	\N	dcl1	Named gene	Regulation/signalling	Ribonuclease III family	TRUE
Ophiostoma	gene_7924	1207.72726842082	-2.14329049193285	-2.1326082758213696	1.7285262151517198e-77	Downregulated	TRUE	GIT2	Sugar (and other) transporter	61273.S3BWM3	KOG0252@1|root,KOG0252@2759|Eukaryota,38DEN@33154|Opisthokonta,3NUIA@4751|Fungi,3QM6V@4890|Ascomycota,21214@147550|Sordariomycetes,3URQN@5151|Ophiostomatales	4751|Fungi	P	Sugar_tr	GO:0001406,GO:0001407,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015605,GO:0015711,GO:0015748,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656					FALSE	FALSE	FALSE			integral to membrane; transport; transporter activity			GIT2	Named gene	Regulation/signalling	Sugar (and other) transporter	TRUE
Ophiostoma	gene_1872	122745.053786939	-2.13567516020156	-2.111731747014471	2.75212856808126e-35	Downregulated	TRUE	qutD	Sugar (and other) transporter	61273.S3BSR8	KOG0254@1|root,KOG0254@2759|Eukaryota,38I33@33154|Opisthokonta,3NVZH@4751|Fungi,3QNEC@4890|Ascomycota,216SA@147550|Sordariomycetes,3UUQT@5151|Ophiostomatales	4751|Fungi	P	Sugar_tr	GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659					FALSE	FALSE	FALSE			carbohydrate transport; integral to membrane; membrane; sugar:hydrogen symporter activity; transport; transporter activity			qutD	Named gene	Regulation/signalling	Sugar (and other) transporter	TRUE
Ophiostoma	gene_4873	166.56096030414	-2.14103327437286	-2.071531054160886	5.47986131752217e-13	Downregulated	TRUE	VPS62	Vacuolar protein sorting-associated protein 62	61273.S3BYP0	29CJI@1|root,2RJPB@2759|Eukaryota,38BXG@33154|Opisthokonta,3NXGN@4751|Fungi,3QJXF@4890|Ascomycota,218PS@147550|Sordariomycetes,3UVJI@5151|Ophiostomatales	4751|Fungi	S	Vps62	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0007034,GO:0008104,GO:0008150,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0031090,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0072594,GO:0072665,GO:0072666,GO:0098588,GO:0098805,GO:0098852					TRUE	FALSE	FALSE						VPS62	Named gene	Regulation/signalling	Vacuolar protein sorting-associated protein 62	TRUE
Ophiostoma	gene_8191	10862.4047510307	-2.04771463886452	-2.035417359177215	9.49858215810872e-65	Downregulated	TRUE	PHM7	Extracellular tail, of 10TM putative phosphate transporter	61273.S3BSA0	COG5594@1|root,KOG1134@2759|Eukaryota,38BVW@33154|Opisthokonta,3NW23@4751|Fungi,3QKT1@4890|Ascomycota,213XS@147550|Sordariomycetes,3USDC@5151|Ophiostomatales	4751|Fungi	S	PHM7_cyt,PHM7_ext,RSN1_7TM,RSN1_TM	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0006810,GO:0006892,GO:0006893,GO:0008150,GO:0012505,GO:0016020,GO:0016021,GO:0016192,GO:0031090,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0048193,GO:0051179,GO:0051234,GO:0071944,GO:0098588,GO:0098805,GO:0098852,GO:0098876		ko:K21989			FALSE	FALSE	FALSE			membrane			PHM7	Named gene	Regulation/signalling	Extracellular tail, of 10TM putative phosphate transporter	TRUE
