gene_id	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
gene_2505	mRNA_2505	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_2506	mRNA_2506	OTHER	FALSE	0.999824	0.000172		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_2507	mRNA_2507	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2508	mRNA_2508	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2509	mRNA_2509	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2510	mRNA_2510	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2511	mRNA_2511	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2512	mRNA_2512	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2513	mRNA_2513	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2514	mRNA_2514	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2515	mRNA_2515	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH71	-	-
gene_2516	mRNA_2516	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2517	mRNA_2517	OTHER	FALSE	0.999885	0.000118		FALSE	FALSE	0	-	-	-	-	-	-
gene_2518	mRNA_2518	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2519	mRNA_2519	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GH27+CBM35	-	-
gene_2520	mRNA_2520	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2521	mRNA_2521	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2522	mRNA_2522	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2523	mRNA_2523	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2524	mRNA_2524	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2525	mRNA_2525	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH75	-	-
gene_2526	mRNA_2526	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2527	mRNA_2527	OTHER	FALSE	0.999997	0.000034		FALSE	FALSE	0	-	-	-	-	-	-
gene_2528	mRNA_2528	OTHER	FALSE	0.993604	0.006411		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_2529	mRNA_2529	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2530	mRNA_2530	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2531	mRNA_2531	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH5	-	-
gene_2532	mRNA_2532	OTHER	FALSE	0.999118	0.000883		TRUE	FALSE	1	-	-	-	GH13_40+GH13_40	-	-
gene_2533	mRNA_2533	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.10:1;3.2.1.20:4;3.2.1.70:1;3.2.1.-:1;5.4.99.11:5	GH13_40(35-393)	GH13_e122(35-393)	GH13_40+GH13_40	GH13_40	alpha-glucan;sucrose
gene_2534	mRNA_2534	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2535	mRNA_2535	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2536	mRNA_2536	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH18	-	-
gene_2537	mRNA_2537	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2538	mRNA_2538	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2539	mRNA_2539	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH18	-	-
gene_2540	mRNA_2540	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2541	mRNA_2541	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH20	-	-
gene_2542	mRNA_2542	OTHER	FALSE	1.000000	0.000004		FALSE	FALSE	0	-	-	-	-	-	-
gene_2543	mRNA_2543	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2544	mRNA_2544	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2545	mRNA_2545	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT0	-	-
gene_2546	mRNA_2546	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	PL20	-	-
gene_2547	mRNA_2547	OTHER	FALSE	0.999883	0.000150		FALSE	FALSE	0	-	-	-	-	-	-
gene_2548	mRNA_2548	OTHER	FALSE	0.998797	0.001242		FALSE	FALSE	0	-	-	-	-	-	-
gene_2549	mRNA_2549	OTHER	FALSE	0.945448	0.054587		TRUE	FALSE	1	-	-	-	GH45_2+CBM1+GH45_2	-	-
gene_2550	mRNA_2550	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2551	mRNA_2551	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2552	mRNA_2552	OTHER	FALSE	1.000000	0.000008		FALSE	FALSE	0	-	-	-	-	-	-
gene_2553	mRNA_2553	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2554	mRNA_2554	OTHER	FALSE	1.000000	0.000004		TRUE	FALSE	1	-	-	-	GH55_2+GH55_2	-	-
gene_2555	mRNA_2555	OTHER	FALSE	1.000000	0.000007		FALSE	FALSE	0	-	-	-	-	-	-
gene_2556	mRNA_2556	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2557	mRNA_2557	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2558	mRNA_2558	OTHER	FALSE	1.000000	0.000008		TRUE	FALSE	1	-	-	-	GH16_18+GH16_18	-	-
gene_2559	mRNA_2559	OTHER	FALSE	0.999956	0.000044		FALSE	FALSE	0	-	-	-	-	-	-
gene_2560	mRNA_2560	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT22	-	-
gene_2561	mRNA_2561	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2562	mRNA_2562	OTHER	FALSE	1.000000	0.000025		FALSE	FALSE	0	-	-	-	-	-	-
gene_2563	mRNA_2563	OTHER	FALSE	0.999934	0.000087		FALSE	FALSE	0	-	-	-	-	-	-
gene_2564	mRNA_2564	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2565	mRNA_2565	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2566	mRNA_2566	OTHER	FALSE	0.999910	0.000106		FALSE	FALSE	0	-	-	-	-	-	-
gene_2567	mRNA_2567	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2568	mRNA_2568	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2569	mRNA_2569	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2570	mRNA_2570	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2571	mRNA_2571	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2572	mRNA_2572	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2573	mRNA_2573	OTHER	FALSE	0.984690	0.015358		FALSE	FALSE	0	-	-	-	-	-	-
gene_2574	mRNA_2574	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2575	mRNA_2575	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2576	mRNA_2576	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2577	mRNA_2577	OTHER	FALSE	0.999983	0.000009		FALSE	FALSE	0	-	-	-	-	-	-
gene_2578	mRNA_2578	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2579	mRNA_2579	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2580	mRNA_2580	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2581	mRNA_2581	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2582	mRNA_2582	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2583	mRNA_2583	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_2584	mRNA_2584	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2585	mRNA_2585	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2586	mRNA_2586	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2587	mRNA_2587	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2588	mRNA_2588	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2589	mRNA_2589	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2590	mRNA_2590	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2591	mRNA_2591	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2592	mRNA_2592	OTHER	FALSE	0.999938	0.000068		FALSE	FALSE	0	-	-	-	-	-	-
gene_2593	mRNA_2593	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2594	mRNA_2594	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2595	mRNA_2595	SP	TRUE	0.000238	0.999740	CS pos: 26-27. Pr: 0.9782	TRUE	FALSE	1	-	-	-	CBM12	-	-
gene_2596	mRNA_2596	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2597	mRNA_2597	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2598	mRNA_2598	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2599	mRNA_2599	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2600	mRNA_2600	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	AA9	-	-
gene_2601	mRNA_2601	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2602	mRNA_2602	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2603	mRNA_2603	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2604	mRNA_2604	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH76	-	-
gene_2605	mRNA_2605	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2606	mRNA_2606	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2607	mRNA_2607	OTHER	FALSE	1.000000	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_2608	mRNA_2608	OTHER	FALSE	1.000000	0.000009		FALSE	FALSE	0	-	-	-	-	-	-
gene_2609	mRNA_2609	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2610	mRNA_2610	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2611	mRNA_2611	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2612	mRNA_2612	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2613	mRNA_2613	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2614	mRNA_2614	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2615	mRNA_2615	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2616	mRNA_2616	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2617	mRNA_2617	SP	TRUE	0.000261	0.999718	CS pos: 26-27. Pr: 0.9761	FALSE	FALSE	0	-	-	-	-	-	-
gene_2618	mRNA_2618	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2619	mRNA_2619	SP	TRUE	0.000452	0.999537	CS pos: 27-28. Pr: 0.9771	FALSE	FALSE	0	-	-	-	-	-	-
gene_2620	mRNA_2620	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2621	mRNA_2621	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2622	mRNA_2622	OTHER	FALSE	0.999903	0.000135		FALSE	FALSE	0	-	-	-	-	-	-
gene_2623	mRNA_2623	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2624	mRNA_2624	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2625	mRNA_2625	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2626	mRNA_2626	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GH2_16+GH2_16	-	-
gene_2627	mRNA_2627	OTHER	FALSE	0.999993	0.000063		TRUE	FALSE	1	-	-	-	CBM20+GH15	-	-
gene_2628	mRNA_2628	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2629	mRNA_2629	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2630	mRNA_2630	SP	TRUE	0.000211	0.999744	CS pos: 25-26. Pr: 0.9819	TRUE	FALSE	1	-	-	-	CBM48	-	-
gene_2631	mRNA_2631	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2632	mRNA_2632	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2633	mRNA_2633	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2634	mRNA_2634	SP	TRUE	0.000421	0.999539	CS pos: 25-26. Pr: 0.9293	FALSE	FALSE	0	-	-	-	-	-	-
gene_2635	mRNA_2635	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2636	mRNA_2636	OTHER	FALSE	0.999954	0.000040		TRUE	FALSE	1	-	-	-	GH3	-	-
gene_2637	mRNA_2637	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2638	mRNA_2638	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2639	mRNA_2639	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2640	mRNA_2640	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2641	mRNA_2641	OTHER	FALSE	0.999469	0.000558		FALSE	FALSE	0	-	-	-	-	-	-
gene_2642	mRNA_2642	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2643	mRNA_2643	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2644	mRNA_2644	OTHER	FALSE	0.999978	0.000046		FALSE	FALSE	0	-	-	-	-	-	-
gene_2645	mRNA_2645	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2646	mRNA_2646	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2647	mRNA_2647	OTHER	FALSE	0.999832	0.000204		FALSE	FALSE	0	-	-	-	-	-	-
gene_2648	mRNA_2648	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT39	-	-
gene_2649	mRNA_2649	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2650	mRNA_2650	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2651	mRNA_2651	OTHER	FALSE	1.000000	0.000023		TRUE	FALSE	1	-	-	-	GH45_1+GH45_1	-	-
gene_2652	mRNA_2652	OTHER	FALSE	1.000000	0.000037		FALSE	FALSE	0	-	-	-	-	-	-
gene_2653	mRNA_2653	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2654	mRNA_2654	OTHER	FALSE	1.000000	0.000003		TRUE	FALSE	1	-	-	-	GH5_7+GH5_7	-	-
gene_2655	mRNA_2655	OTHER	FALSE	0.999718	0.000264		TRUE	FALSE	1	-	-	-	GT66	-	-
gene_2656	mRNA_2656	SP	TRUE	0.000218	0.999743	CS pos: 18-19. Pr: 0.9565	TRUE	FALSE	1	-	-	-	GH36	-	-
gene_2657	mRNA_2657	OTHER	FALSE	0.999831	0.000176		FALSE	FALSE	0	-	-	-	-	-	-
gene_2658	mRNA_2658	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2659	mRNA_2659	OTHER	FALSE	0.999992	0.000046		FALSE	FALSE	0	-	-	-	-	-	-
gene_2660	mRNA_2660	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2661	mRNA_2661	OTHER	FALSE	0.999998	0.000003		FALSE	FALSE	0	-	-	-	-	-	-
gene_2662	mRNA_2662	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2663	mRNA_2663	OTHER	FALSE	0.999938	0.000095		TRUE	FALSE	1	-	-	-	GH47	-	-
gene_2664	mRNA_2664	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2665	mRNA_2665	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2666	mRNA_2666	OTHER	FALSE	1.000000	0.000002		TRUE	TRUE	2	-	-	CBM50_e307(198-240)	CBM50	CBM50_e307	chitin
gene_2667	mRNA_2667	OTHER	FALSE	0.996828	0.003191		TRUE	TRUE	3	-	GH5_11(31-372)	GH5_e82(32-372)	GH5_11+GH5_11	GH5_11	-
gene_2668	mRNA_2668	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2669	mRNA_2669	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2670	mRNA_2670	OTHER	FALSE	0.838686	0.161316		FALSE	FALSE	0	-	-	-	-	-	-
gene_2671	mRNA_2671	OTHER	FALSE	0.999560	0.000476		FALSE	FALSE	0	-	-	-	-	-	-
gene_2672	mRNA_2672	OTHER	FALSE	1.000000	0.000002		FALSE	FALSE	0	-	-	-	-	-	-
gene_2673	mRNA_2673	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT57	-	-
gene_2674	mRNA_2674	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2675	mRNA_2675	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2676	mRNA_2676	OTHER	FALSE	1.000000	0.000009		FALSE	FALSE	0	-	-	-	-	-	-
gene_2677	mRNA_2677	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2678	mRNA_2678	SP	TRUE	0.000400	0.999558	CS pos: 23-24. Pr: 0.9699	FALSE	FALSE	0	-	-	-	-	-	-
gene_2679	mRNA_2679	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2680	mRNA_2680	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2681	mRNA_2681	SP	TRUE	0.000190	0.999750	CS pos: 24-25. Pr: 0.9741	FALSE	FALSE	0	-	-	-	-	-	-
gene_2682	mRNA_2682	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2683	mRNA_2683	OTHER	FALSE	0.999034	0.000972		FALSE	FALSE	0	-	-	-	-	-	-
gene_2684	mRNA_2684	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2685	mRNA_2685	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2686	mRNA_2686	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2687	mRNA_2687	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2688	mRNA_2688	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2689	mRNA_2689	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2690	mRNA_2690	SP	TRUE	0.004831	0.995142	CS pos: 33-34. Pr: 0.9560	TRUE	TRUE	3	3.2.1.23:2	GH2_1(49-683)	GH2_e127(45-816)	GH2_1+GH2_1	GH2_1	beta-galactan
gene_2691	mRNA_2691	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2692	mRNA_2692	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2693	mRNA_2693	OTHER	FALSE	1.000000	0.000001		TRUE	FALSE	1	-	-	-	GT22	-	-
gene_2694	mRNA_2694	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT22(86-617)	GT22_e3(89-618)	GT22	GT22_e3	-
gene_2695	mRNA_2695	OTHER	FALSE	0.998651	0.001368		FALSE	FALSE	0	-	-	-	-	-	-
gene_2696	mRNA_2696	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2697	mRNA_2697	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2698	mRNA_2698	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2699	mRNA_2699	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	AA3_2+AA3_2	-	-
gene_2700	mRNA_2700	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2701	mRNA_2701	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2702	mRNA_2702	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2703	mRNA_2703	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2704	mRNA_2704	OTHER	FALSE	0.999610	0.000404		FALSE	FALSE	0	-	-	-	-	-	-
gene_2705	mRNA_2705	OTHER	FALSE	0.995987	0.004015		FALSE	FALSE	0	-	-	-	-	-	-
gene_2706	mRNA_2706	OTHER	FALSE	0.999674	0.000356		FALSE	FALSE	0	-	-	-	-	-	-
gene_2707	mRNA_2707	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2708	mRNA_2708	OTHER	FALSE	0.999924	0.000108		FALSE	FALSE	0	-	-	-	-	-	-
gene_2709	mRNA_2709	OTHER	FALSE	0.998911	0.001110		TRUE	FALSE	1	-	-	-	GH43_6+GH43_6	-	-
gene_2710	mRNA_2710	OTHER	FALSE	1.000000	0.000032		FALSE	FALSE	0	-	-	-	-	-	-
gene_2711	mRNA_2711	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT59	-	-
gene_2712	mRNA_2712	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2713	mRNA_2713	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2714	mRNA_2714	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	GT2	-	-
gene_2715	mRNA_2715	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2716	mRNA_2716	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2717	mRNA_2717	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2718	mRNA_2718	OTHER	FALSE	0.999963	0.000028		FALSE	FALSE	0	-	-	-	-	-	-
gene_2719	mRNA_2719	OTHER	FALSE	0.999821	0.000216		FALSE	FALSE	0	-	-	-	-	-	-
gene_2720	mRNA_2720	OTHER	FALSE	0.999998	0.000040		FALSE	FALSE	0	-	-	-	-	-	-
gene_2721	mRNA_2721	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2722	mRNA_2722	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2723	mRNA_2723	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2724	mRNA_2724	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2725	mRNA_2725	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2726	mRNA_2726	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2727	mRNA_2727	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2728	mRNA_2728	OTHER	FALSE	0.990563	0.009446		FALSE	FALSE	0	-	-	-	-	-	-
gene_2729	mRNA_2729	OTHER	FALSE	1.000000	0.000001		FALSE	FALSE	0	-	-	-	-	-	-
gene_2730	mRNA_2730	OTHER	FALSE	1.000000	0.000000		TRUE	FALSE	1	-	-	-	CBM48	-	-
gene_2731	mRNA_2731	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2732	mRNA_2732	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
gene_2733	mRNA_2733	OTHER	FALSE	1.000000	0.000000		FALSE	FALSE	0	-	-	-	-	-	-
